cliente_id,idade,tipo_contrato,forma_pagamento,estado_civil,mensalidade_reais,uso_dados_gb,tempo_contrato_meses,chamadas_suporte_12m,reclamacoes_anatel,ruido_sinal_db,codigo_sorteio_promocional,ip_ultimo_acesso_hash,cancelou_plano
CLI-12317,32.6,MENSAL,Debito_Automatico,Solteiro,137.17,95.5,8,1,0,53.27,7147,IP-790E8,1
CLI-12318,33.3,MENSAL,Cartao_Credito,Casado,,147.7,8,2,0,-25.5,8518,IP-5A169,0
CLI-12319,26.8, Mensal ,Debito_Automatico,Solteiro,52.31,34.2,19,1,0,1.78,4651,IP-D8401,1
CLI-12320,45.3,Anual,Debito_Automatico,Solteiro,98.92,16.3,32,1,1,73.88,1625,IP-5E094,0
CLI-12321,49.3,mensal,Debito_Automatico,Casado,132.35,54.2,21,1,0,-14.76,7964,IP-5D72E,1
CLI-12322,45.5,Bienal,Boleto,Solteiro,171.29,32.1,64,1,0,-1.78,1397,IP-3D185,0
CLI-12323,60.1,Anual,Debito_Automatico,Casado,30.28,18.1,23,2,0,19.42,3690,IP-54084,0
CLI-12324,39.9,mensal,Cartao_Credito,Divorciado,186.43,6.8,71,2,0,23.94,8149,IP-450B7,1
CLI-12325,48.0,Anual,Cartao_Credito,Solteiro,186.8,104.2,42,0,0,48.35,6809,IP-24A04,0
CLI-12326,26.9,ANUAL,Cartao_Credito,Casado,127.8,76.7,35,0,0,-13.01,8955,IP-399DD,0
CLI-12327,35.4,mensal,Debito_Automatico,Solteiro,105.55,84.5,2,6,0,-12.56,2747,IP-9CBF4,1
CLI-12328,48.3,mensal,Cartao_Credito,Solteiro,215.31,31.1,71,2,0,4.1,5114,IP-A45C0,0
CLI-12329,50.2,Bienal,Boleto,Solteiro,202.61,68.0,52,1,0,42.58,5468,IP-D7BFE,0
CLI-12330,36.5, Mensal ,Cartao_Credito,Divorciado,246.32,44.2,17,2,1,-14.89,7011,IP-DD7DE,1
CLI-12331,39.1, Mensal ,Cartao_Credito,Solteiro,111.82,26.1,9,2,1,-7.58,9126,IP-310B5,1
CLI-12332,21.8,MENSAL,Cartao_Credito,Divorciado,229.5,88.2,52,5,1,-13.55,9052,IP-43016,1
CLI-12333,35.7,ANUAL,Pix,Divorciado,49.23,306.1,3,0,1,-4.88,9302,IP-64194,0
CLI-12334,50.7,Anual,Boleto,Solteiro,120.52,108.3,22,1,0,-12.44,1865,IP-D1332,1
CLI-12335,46.9,Bienal,Debito_Automatico,Casado,132.38,72.4,54,1,0,9.89,8963,IP-539AA,0
CLI-12336,46.0,MENSAL,Boleto,Casado,126.99,66.9,36,0,2,-6.01,3351,IP-5D6AC,1
CLI-12337,40.6, Mensal ,Debito_Automatico,Solteiro,167.52,52.3,39,3,0,26.01,8476,IP-A924D,1
CLI-12338,40.1,MENSAL,Boleto,Solteiro,67.45,91.5,18,1,0,0.31,6631,IP-2DC0E,0
CLI-12339,32.1,Anual,Boleto,Solteiro,220.62,35.6,27,2,2,-45.13,7576,IP-85252,1
CLI-12340,48.4, Mensal ,Boleto,Casado,151.39,14.0,67,1,1,39.31,7133,IP-449DE,1
CLI-12341,45.1, Mensal ,Boleto,Casado,228.93,70.8,13,3,1,20.57,9050,IP-85F96,1
CLI-12342,45.9, Mensal ,Pix,Solteiro,30.58,118.4,17,3,1,29.86,1156,IP-89735,1
CLI-12343,33.7,MENSAL,Boleto,Solteiro,168.6,23.8,61,1,0,-6.94,2732,IP-798B5,0
CLI-12344,14.2,ANUAL,Pix,Divorciado,120.74,73.8,18,2,0,51.67,8105,IP-647A2,0
CLI-12345,53.2,Anual,Pix,Solteiro,141.12,19.4,17,3,1,19.0,8698,IP-36454,1
CLI-12346,34.3,Bienal,Cartao_Credito,Casado,193.64,133.6,56,3,0,19.04,1474,IP-A45B7,1
CLI-12347,29.6, Mensal ,Boleto,Solteiro,79.97,56.8,48,2,1,-53.99,4193,IP-F1378,0
CLI-12348,48.3,Bienal,Cartao_Credito,Casado,75.08,42.9,16,3,0,-4.27,4545,IP-7D08C,0
CLI-12349,35.3,ANUAL,Boleto,Divorciado,184.66,73.1,25,2,1,16.19,8908,IP-6F2F1,1
CLI-12350,52.7,mensal,Boleto,Solteiro,144.7,80.5,65,0,0,7.78,4769,IP-6764F,0
CLI-12351,47.4,Bienal,Debito_Automatico,Solteiro,81.4,105.3,27,0,0,-13.91,4069,IP-3CDD2,0
CLI-12352,48.2,mensal,Cartao_Credito,Solteiro,136.48,109.1,14,1,1,-68.65,2636,IP-E41BB,1
CLI-12353,23.6,ANUAL,Cartao_Credito,Solteiro,131.1,7.4,50,3,0,4.72,2447,IP-1D146,1
CLI-12354,54.5,ANUAL,Cartao_Credito,Solteiro,182.12,10.9,29,2,0,8.2,3629,IP-1BBE9,1
CLI-12355,43.1,Anual,Cartao_Credito,Casado,30.59,83.7,28,2,0,36.62,8617,IP-9A99E,0
CLI-12356,35.6,MENSAL,Pix,Solteiro,159.09,136.4,21,1,2,16.17,5152,IP-9E5F9,1
CLI-12357,41.7, Mensal ,Pix,Solteiro,163.25,21.5,24,4,1,4.99,3693,IP-33403,1
CLI-12358,18.7,MENSAL,Pix,Casado,194.01,5.4,46,2,0,3.19,5470,IP-29877,1
CLI-12359,44.9,mensal,Pix,Casado,,22.5,60,2,0,4.34,4878,IP-B4933,1
CLI-12360,27.6,Anual,Cartao_Credito,Solteiro,126.84,26.7,20,2,0,-11.26,6578,IP-5098E,1
CLI-12361,23.8,Anual,Cartao_Credito,Casado,105.35,69.4,52,1,0,-10.6,2604,IP-21A43,0
CLI-12362,21.7,Bienal,Cartao_Credito,Casado,52.51,7.2,22,4,1,5.18,4401,IP-C5536,1
CLI-12363,53.4, Mensal ,Pix,Casado,104.1,15.8,68,1,0,31.88,1563,IP-93538,1
CLI-12364,,ANUAL,Pix,Solteiro,45.07,106.0,16,2,1,20.0,4654,IP-2B98C,1
CLI-12365,58.4,Bienal,Boleto,Solteiro,206.62,12.6,21,0,0,12.95,3414,IP-776A7,1
CLI-12366,33.6,Anual,Cartao_Credito,Casado,207.54,69.1,44,2,1,-36.17,1184,IP-A3D55,1
CLI-12367,19.5, Mensal ,Cartao_Credito,Casado,121.79,25.2,62,4,1,24.2,4718,IP-2A9A5,1
CLI-12368,26.6, Mensal ,Debito_Automatico,Casado,87.12,53.9,21,2,0,9.98,8971,IP-98C7F,1
CLI-12369,54.8, Mensal ,Cartao_Credito,Solteiro,55.96,8.5,11,3,0,62.51,8134,IP-8DED8,1
CLI-12370,38.1,Anual,Pix,Casado,217.27,20.2,60,3,0,2.35,4377,IP-681E7,1
CLI-12371,33.4,Anual,Cartao_Credito,Casado,223.05,29.9,37,1,1,18.42,9487,IP-48540,1
CLI-12372,41.9,Bienal,Cartao_Credito,Solteiro,88.58,92.6,44,1,0,12.81,8113,IP-A50E1,0
CLI-12373,46.0,mensal,Pix,Solteiro,166.79,42.3,22,2,2,-0.37,5135,IP-D1757,1
CLI-12374,53.4,mensal,Cartao_Credito,Casado,86.9,7.1,66,3,0,0.78,7962,IP-37B62,1
CLI-12375,57.4,Anual,Pix,Casado,79.53,77.8,43,1,1,-11.23,5697,IP-A9AE9,1
CLI-12376,35.7,ANUAL,Pix,Solteiro,34.67,7.5,21,1,0,15.92,8126,IP-D6364,0
CLI-12377,24.1,Bienal,Boleto,Casado,156.98,127.6,33,0,2,-30.97,5347,IP-2EA4D,1
CLI-12378,35.0,ANUAL,Pix,Casado,62.99,15.7,17,1,0,71.08,6526,IP-22290,1
CLI-12379,43.1,mensal,Boleto,Casado,,35.1,36,3,0,-1.92,4664,IP-9E840,0
CLI-12380,28.4,Anual,Cartao_Credito,Casado,53.07,8.4,14,0,0,-11.89,2192,IP-4ABCE,1
CLI-12381,28.5,ANUAL,Pix,Casado,99.03,42.1,37,1,1,-3.72,1184,IP-897D9,0
CLI-12382,,MENSAL,Boleto,Solteiro,177.22,35.9,31,1,0,25.07,3142,IP-E8675,1
CLI-12383,39.4, Mensal ,Cartao_Credito,Solteiro,74.58,28.8,4,3,0,18.87,5402,IP-204E3,1
CLI-12384,40.4, Mensal ,Debito_Automatico,Casado,225.27,6.6,6,2,0,0.42,5678,IP-C2F17,1
CLI-12385,30.9, Mensal ,Boleto,Solteiro,93.47,100.0,50,1,1,-9.23,6652,IP-F3EB2,0
CLI-12386,37.2,Anual,Pix,Casado,102.87,78.0,38,1,0,-25.01,3105,IP-8E169,0
CLI-12387,28.9, Mensal ,Pix,Casado,77.95,50.1,5,1,0,0.06,6750,IP-63522,0
CLI-12388,50.7, Mensal ,Boleto,Solteiro,85.84,43.2,38,1,1,10.42,8465,IP-D8127,0
CLI-12389,52.4,mensal,Boleto,Casado,46.31,58.4,24,1,0,-52.9,9489,IP-C8C71,0
CLI-12390,17.8,MENSAL,Boleto,Casado,94.85,12.0,18,0,0,25.31,1935,IP-49221,1
CLI-12391,28.8,mensal,Boleto,Solteiro,219.12,126.4,32,3,0,14.35,8578,IP-ACF06,1
CLI-12392,22.0,Anual,Pix,Solteiro,181.45,20.1,71,1,0,-6.52,9893,IP-D4069,1
CLI-12393,32.2, Mensal ,Pix,Divorciado,222.56,53.1,72,0,0,1.96,3828,IP-54073,0
CLI-12394,, Mensal ,Cartao_Credito,Solteiro,53.07,47.0,30,2,0,-20.3,4241,IP-4E093,0
CLI-12395,22.6,MENSAL,Boleto,Casado,130.24,50.6,30,2,0,4.24,4649,IP-685FD,0
CLI-12396,28.9,mensal,Debito_Automatico,Solteiro,80.44,100.0,5,2,0,-49.98,6842,IP-C3D78,0
CLI-12397,28.0,mensal,Boleto,Solteiro,188.67,20.8,4,4,0,26.16,9752,IP-409AD,1
CLI-12398,42.5, Mensal ,Pix,Solteiro,243.45,67.2,51,2,1,-3.92,9142,IP-B15E9,0
CLI-12399,40.8,ANUAL,Pix,Casado,209.38,46.1,9,2,0,-45.84,6466,IP-CCF2D,1
CLI-12400,31.3,Anual,Cartao_Credito,Solteiro,37.76,8.6,55,2,0,28.01,2675,IP-B0568,1
CLI-12401,42.1, Mensal ,Cartao_Credito,Solteiro,99.67,29.1,33,3,1,-10.05,2269,IP-32B17,1
CLI-12402,33.4, Mensal ,Pix,Casado,36.29,86.9,31,0,1,-12.3,3087,IP-299B2,0
CLI-12403,36.7,Bienal,Boleto,Solteiro,38.84,22.0,54,0,0,-9.26,6577,IP-33885,0
CLI-12404,60.1,Anual,Boleto,Solteiro,47.49,34.6,61,3,1,-12.34,5987,IP-BFAB4,1
CLI-12405,56.1,mensal,Pix,Solteiro,90.79,35.2,66,3,0,16.2,1507,IP-CA7D5,0
CLI-12406,24.4,Anual,Pix,Solteiro,96.92,48.3,20,1,0,-2.3,5095,IP-1E5DB,0
CLI-12407,50.0,Anual,Cartao_Credito,Casado,118.1,101.9,61,4,1,-9.51,5227,IP-DB13E,1
CLI-12408,49.7,Anual,Cartao_Credito,Solteiro,119.08,13.6,36,1,0,-6.82,3268,IP-77222,1
CLI-12409,26.2,MENSAL,Cartao_Credito,Solteiro,199.71,36.6,20,3,0,31.95,6515,IP-8AC94,1
CLI-12410,49.8,mensal,Boleto,Casado,61.11,29.8,45,5,0,-15.54,2301,IP-85AE3,1
CLI-12411,58.5, Mensal ,Cartao_Credito,Divorciado,64.7,20.8,46,4,0,-1.03,6489,IP-4293F,1
CLI-12412,26.5,Bienal,Boleto,Casado,167.85,118.4,18,3,0,-23.88,2607,IP-51FCE,0
CLI-12413,29.0,Anual,Cartao_Credito,Casado,,5.4,70,1,2,32.24,6340,IP-51A52,1
CLI-12414,52.2, Mensal ,Boleto,Casado,63.88,10.9,18,1,0,-15.31,5166,IP-B006C,1
CLI-12415,43.3,Bienal,Cartao_Credito,Casado,,64.5,64,3,0,39.31,5625,IP-65271,1
CLI-12416,46.6,Bienal,Boleto,Casado,102.39,18.8,34,2,0,62.02,7745,IP-93B69,1
CLI-12417,44.1,Bienal,Boleto,Casado,110.73,62.8,3,1,1,18.64,3107,IP-3CDB0,0
CLI-12418,44.7,ANUAL,Cartao_Credito,Casado,122.5,85.3,72,1,0,-15.66,1444,IP-BF637,0
CLI-12419,24.1,Bienal,Debito_Automatico,Solteiro,100.99,18.2,11,3,0,-23.05,1739,IP-27CF2,1
CLI-12420,52.6, Mensal ,Cartao_Credito,Casado,152.64,14.6,46,2,0,30.69,1542,IP-A45D3,1
CLI-12421,54.0,ANUAL,Boleto,Casado,115.5,12.1,42,2,2,8.13,6232,IP-46ADE,1
CLI-12422,37.2,ANUAL,Debito_Automatico,Casado,87.08,15.0,17,1,1,0.73,7883,IP-4CF25,1
CLI-12423,39.5, Mensal ,Boleto,Solteiro,228.98,19.0,47,5,0,14.02,5558,IP-8E38A,1
CLI-12424,21.6, Mensal ,Pix,Solteiro,97.84,96.4,30,2,0,-22.46,6429,IP-4DF55,1
CLI-12425,46.2,Bienal,Cartao_Credito,Solteiro,183.67,71.1,43,1,0,-4.48,2191,IP-61C53,0
CLI-12426,46.9,mensal,Boleto,Casado,106.39,5.1,8,3,0,-22.93,6042,IP-3F681,1
CLI-12427,39.3,ANUAL,Boleto,Solteiro,,98.3,40,1,0,10.11,8915,IP-C22C7,0
CLI-12428,53.5, Mensal ,Cartao_Credito,Solteiro,81.91,8.7,71,1,1,17.73,1201,IP-49450,1
CLI-12429,36.0, Mensal ,Boleto,Solteiro,195.51,52.9,20,0,0,29.0,4672,IP-39013,1
CLI-12430,46.8,MENSAL,Cartao_Credito,Solteiro,192.18,12.4,28,1,0,-14.77,7625,IP-D631A,1
CLI-12431,27.8, Mensal ,Boleto,Casado,34.89,7.9,28,3,1,26.7,8215,IP-21A43,1
CLI-12432,39.7,Anual,Debito_Automatico,Casado,43.24,69.2,59,0,0,-42.21,6523,IP-C918F,0
CLI-12433,37.9,MENSAL,Cartao_Credito,Solteiro,232.92,33.3,62,3,1,-26.22,6206,IP-82932,1
CLI-12434,42.7, Mensal ,Cartao_Credito,Casado,225.54,46.1,54,0,0,17.06,9820,IP-D549D,0
CLI-12435,35.6, Mensal ,Boleto,Solteiro,141.34,29.9,7,2,0,14.71,2315,IP-91120,1
CLI-12436,38.4,mensal,Boleto,Solteiro,,8.1,68,0,0,11.24,6420,IP-B1FCA,1
CLI-12437,49.9, Mensal ,Pix,Casado,208.73,65.6,24,2,0,-38.71,3390,IP-57AEC,1
CLI-12438,34.8,Anual,Boleto,Casado,60.46,82.3,41,2,1,27.55,6161,IP-98938,1
CLI-12439,20.7,mensal,Cartao_Credito,Casado,173.81,6.9,54,1,1,8.91,1840,IP-70E3C,1
CLI-12440,61.0, Mensal ,Pix,Solteiro,134.72,26.2,14,2,0,5.76,5516,IP-43F7A,1
CLI-12441,56.6,MENSAL,Pix,Casado,193.53,41.7,44,1,0,19.47,2188,IP-C8EF9,0
CLI-12442,24.5, Mensal ,Boleto,Solteiro,36.62,46.8,49,1,0,-9.79,7045,IP-5CD37,0
CLI-12443,48.3, Mensal ,Boleto,Solteiro,160.4,43.8,63,4,0,31.54,6314,IP-38BB3,1
CLI-12444,34.0, Mensal ,Cartao_Credito,Solteiro,152.48,58.1,45,2,1,7.94,4360,IP-871CE,0
CLI-12445,43.2,ANUAL,Cartao_Credito,Casado,214.99,158.3,72,1,0,10.85,9495,IP-C7A1D,0
CLI-12446,43.5,Bienal,Cartao_Credito,Solteiro,178.9,27.3,7,4,0,20.81,2103,IP-2D873,1
CLI-12447,37.2,ANUAL,Boleto,Solteiro,223.64,41.6,3,3,0,-40.99,8835,IP-CCDE0,1
CLI-12448,30.6,mensal,Debito_Automatico,Casado,225.2,59.0,47,2,0,-10.02,9265,IP-332F7,0
CLI-12449,,mensal,Boleto,Solteiro,119.8,45.4,61,1,0,-8.23,6915,IP-73F89,0
CLI-12450,,MENSAL,Cartao_Credito,Solteiro,60.24,27.0,71,2,0,-15.74,6484,IP-24FB7,0
CLI-12451,30.0,Anual,Cartao_Credito,Solteiro,168.66,49.0,30,1,1,7.93,8779,IP-20A76,1
CLI-12452,,Bienal,Cartao_Credito,Solteiro,222.22,52.3,5,2,0,-8.44,1007,IP-C4E5C,1
CLI-12453,31.4, Mensal ,Boleto,Casado,46.49,44.6,72,2,1,22.24,6222,IP-21799,0
CLI-12454,48.2, Mensal ,Boleto,Casado,152.74,15.3,7,3,0,7.45,5951,IP-89581,1
CLI-12455,57.8,Anual,Cartao_Credito,Solteiro,55.3,36.7,39,5,0,-16.7,7544,IP-E7F68,1
CLI-12456,33.0,ANUAL,Boleto,Solteiro,35.94,102.1,2,0,1,6.74,8995,IP-276FF,1
CLI-12457,42.9,ANUAL,Cartao_Credito,Casado,179.52,96.3,43,1,1,-24.89,2420,IP-9CBA2,1
CLI-12458,46.0,Anual,Cartao_Credito,Casado,180.01,67.5,12,1,2,-29.24,2256,IP-35D05,1
CLI-12459,45.7,Bienal,Cartao_Credito,Casado,162.14,58.8,28,2,0,-5.92,3974,IP-D2E00,0
CLI-12460,40.9,MENSAL,Cartao_Credito,Solteiro,219.03,12.5,19,0,0,14.33,8701,IP-3B96C,1
CLI-12461,48.9,Bienal,Cartao_Credito,Solteiro,47.79,32.7,28,3,1,15.64,2806,IP-AEC85,1
CLI-12462,45.8,Bienal,Cartao_Credito,Divorciado,53.16,10.3,70,3,1,16.45,2761,IP-3EEA0,0
CLI-12463,25.1,ANUAL,Pix,Casado,220.2,81.5,19,2,1,-13.11,1046,IP-670AC,1
CLI-12464,50.4,mensal,Pix,Solteiro,140.72,20.5,64,2,1,-13.91,5605,IP-37984,1
CLI-12465,50.6, Mensal ,Boleto,Solteiro,90.07,70.5,9,4,1,-60.45,4107,IP-DE2B4,0
CLI-12466,30.8,MENSAL,Pix,Solteiro,192.39,80.8,41,2,2,-35.37,3911,IP-98FEA,1
CLI-12467,40.5,MENSAL,Cartao_Credito,Solteiro,226.77,105.4,50,0,0,43.08,2278,IP-B0BEC,0
CLI-12468,,ANUAL,Pix,Divorciado,181.71,68.1,10,3,1,2.42,3840,IP-65996,1
CLI-12469,37.5, Mensal ,Cartao_Credito,Divorciado,,42.4,54,0,0,-10.8,4124,IP-84960,0
CLI-12470,52.9,mensal,Boleto,Solteiro,92.15,46.0,10,1,1,21.73,2109,IP-EAFD4,1
CLI-12471,68.4,Anual,Boleto,Solteiro,93.53,22.4,7,2,0,12.14,5290,IP-A8AE4,1
CLI-12472,30.6, Mensal ,Cartao_Credito,Casado,220.11,13.8,32,2,0,8.58,8027,IP-7CD07,1
CLI-12473,23.4,mensal,Debito_Automatico,Solteiro,165.27,11.3,54,2,1,-9.79,8196,IP-420B2,1
CLI-12474,43.6,mensal,Cartao_Credito,Casado,81.52,14.0,70,1,0,-1.7,5675,IP-7CD7F,0
CLI-12475,48.7,Anual,Cartao_Credito,Casado,145.32,127.3,63,2,0,16.56,3001,IP-D6B5A,0
CLI-12476,37.2, Mensal ,Cartao_Credito,Casado,180.89,13.1,34,0,2,25.99,1167,IP-C5624,1
CLI-12477,57.4,ANUAL,Cartao_Credito,Casado,78.08,62.9,43,0,0,-2.57,4476,IP-3B923,0
CLI-12478,23.9,mensal,Cartao_Credito,Casado,174.08,14.2,5,4,0,16.41,4444,IP-E085F,1
CLI-12479,48.3,Bienal,Cartao_Credito,Divorciado,39.27,171.5,19,4,0,-41.37,4827,IP-E3393,1
CLI-12480,32.7,MENSAL,Cartao_Credito,Solteiro,96.81,25.5,54,1,0,-19.12,9707,IP-46681,0
CLI-12481,60.6,mensal,Pix,Casado,178.27,28.9,14,1,0,-8.2,3107,IP-D7CDE,1
CLI-12482,63.9, Mensal ,Cartao_Credito,Solteiro,62.86,28.3,10,1,0,-26.72,3811,IP-AD2E1,1
CLI-12483,30.8, Mensal ,Cartao_Credito,Solteiro,78.88,81.3,49,3,0,-11.56,9642,IP-6A4DA,0
CLI-12484,33.4,MENSAL,Boleto,Solteiro,223.4,16.1,11,3,0,66.16,5764,IP-78FE3,1
CLI-12485,50.3, Mensal ,Debito_Automatico,Casado,178.35,85.0,31,1,1,46.59,2637,IP-89636,1
CLI-12486,35.4,mensal,Cartao_Credito,Solteiro,139.76,53.2,66,4,0,-31.4,7437,IP-33B6E,0
CLI-12487,39.5,MENSAL,Cartao_Credito,Casado,76.4,16.2,10,4,0,-6.04,5301,IP-E9042,1
CLI-12488,40.3,mensal,Debito_Automatico,Casado,105.11,8.0,21,0,0,-8.45,3091,IP-8A28B,1
CLI-12489,17.0, Mensal ,Cartao_Credito,Solteiro,156.35,72.1,1,3,1,-15.98,4890,IP-B16D5,1
CLI-12490,39.8,Anual,Boleto,Casado,64.17,16.1,46,0,0,-33.41,6188,IP-C7C84,1
CLI-12491,31.7,Bienal,Cartao_Credito,Casado,135.98,103.9,20,3,1,-3.11,1781,IP-7FB61,1
CLI-12492,34.1, Mensal ,Debito_Automatico,Casado,119.97,11.3,21,2,0,-20.16,8566,IP-68DFC,1
CLI-12493,57.3, Mensal ,Debito_Automatico,Solteiro,134.87,48.1,37,0,1,-32.52,8291,IP-CEC6D,0
CLI-12494,24.9,Bienal,Pix,Casado,53.22,58.0,14,4,0,-16.7,9202,IP-657F5,0
CLI-12495,49.8, Mensal ,Cartao_Credito,Casado,53.43,53.2,58,1,0,29.04,7876,IP-A655E,0
CLI-12496,36.7,Bienal,Boleto,Solteiro,242.1,22.1,57,1,1,-12.87,6703,IP-6DE36,1
CLI-12497,36.6, Mensal ,Cartao_Credito,Solteiro,245.46,98.8,57,1,0,-13.36,4441,IP-18A52,0
CLI-12498,49.5,ANUAL,Pix,Solteiro,123.76,71.1,69,2,0,0.5,4476,IP-A0AB7,0
CLI-12499,44.1,mensal,Debito_Automatico,Casado,203.58,37.1,70,1,0,26.88,4726,IP-46EB3,0
CLI-12500,,Bienal,Boleto,Solteiro,174.27,46.6,24,2,1,-35.4,7112,IP-64FBD,0
CLI-12501,51.6,mensal,Boleto,Solteiro,55.72,42.6,60,2,1,15.15,8406,IP-3B3F2,0
CLI-12502,36.0,Anual,Cartao_Credito,Casado,95.27,136.9,23,3,1,4.81,4814,IP-A9A62,1
CLI-12503,32.7, Mensal ,Boleto,Solteiro,99.0,107.0,47,1,1,22.02,2816,IP-285AB,0
CLI-12504,27.0, Mensal ,Boleto,Divorciado,161.07,17.1,38,1,0,15.34,4952,IP-92FC1,1
CLI-12505,30.1,Anual,Cartao_Credito,Solteiro,157.59,18.7,52,4,0,47.49,9109,IP-751A4,1
CLI-12506,75.4,MENSAL,Cartao_Credito,Casado,233.17,184.4,13,3,1,-14.48,4920,IP-7D91A,1
CLI-12507,54.9,Bienal,Cartao_Credito,Solteiro,203.81,17.1,8,3,1,-22.02,9191,IP-6994E,1
CLI-12508,23.8,mensal,Pix,Divorciado,,143.1,32,0,0,-16.41,4965,IP-7068C,0
CLI-12509,,ANUAL,Pix,Casado,226.07,52.2,17,5,0,6.84,5446,IP-6F0EE,1
CLI-12510,45.8,mensal,Debito_Automatico,Divorciado,206.28,7.3,5,1,2,28.88,1126,IP-ADED9,1
CLI-12511,46.6,Bienal,Pix,Casado,103.23,23.4,72,3,0,35.73,5529,IP-B6378,0
CLI-12512,46.6,Bienal,Boleto,Solteiro,77.3,34.1,50,5,1,-14.9,4313,IP-795F1,1
CLI-12513,36.9,mensal,Cartao_Credito,Solteiro,155.79,85.6,12,4,1,44.26,5791,IP-86377,1
CLI-12514,38.5,ANUAL,Debito_Automatico,Solteiro,181.71,22.9,44,3,0,6.19,2536,IP-840F7,1
CLI-12515,43.9,ANUAL,Boleto,Casado,,21.7,68,5,0,-1.52,7408,IP-B27FE,1
CLI-12516,41.0, Mensal ,Boleto,Divorciado,216.63,118.8,59,2,2,-1.54,5825,IP-D5C06,0
CLI-12517,13.4,Anual,Boleto,Solteiro,241.32,8.7,10,3,0,33.66,6164,IP-77129,1
CLI-12518,37.2, Mensal ,Pix,Casado,155.27,41.1,48,4,0,-22.66,3321,IP-B93A3,0
CLI-12519,29.8,ANUAL,Cartao_Credito,Divorciado,130.45,36.6,28,3,1,9.26,3754,IP-18E66,1
CLI-12520,42.1, Mensal ,Cartao_Credito,Solteiro,215.44,7.7,5,1,1,4.27,1162,IP-548D5,1
CLI-12521,75.8, Mensal ,Boleto,Casado,,9.1,44,3,0,-33.19,8161,IP-19496,1
CLI-12522,44.4,mensal,Pix,Solteiro,,26.7,31,1,0,-65.25,4480,IP-C84E4,0
CLI-12523,36.2,MENSAL,Boleto,Casado,216.04,11.5,16,3,0,2.65,8308,IP-A28FD,1
CLI-12524,51.1,ANUAL,Boleto,Solteiro,,34.3,23,1,0,-30.78,5664,IP-2FCE2,1
CLI-12525,45.8,Bienal,Cartao_Credito,Solteiro,121.55,47.2,21,2,1,-6.87,5924,IP-59A17,1
CLI-12526,45.0,mensal,Pix,Solteiro,225.55,57.9,2,1,1,-1.26,5437,IP-9FC5F,1
CLI-12527,47.3, Mensal ,Pix,Divorciado,107.32,40.6,23,0,0,-42.25,5305,IP-3BE16,1
CLI-12528,64.7,Anual,Boleto,Casado,169.45,26.5,11,2,0,-4.59,7768,IP-D0767,1
CLI-12529,26.4,MENSAL,Cartao_Credito,Solteiro,169.55,11.3,2,0,0,-13.59,3616,IP-A4652,1
CLI-12530,45.7,mensal,Debito_Automatico,Divorciado,70.55,17.8,13,2,0,-13.87,4498,IP-627BF,1
CLI-12531,28.9,mensal,Boleto,Casado,92.67,29.5,45,4,1,-12.35,7768,IP-7EE30,1
CLI-12532,,MENSAL,Pix,Casado,231.52,121.0,72,2,0,-9.87,1297,IP-2F28F,0
CLI-12533,29.0,mensal,Cartao_Credito,Solteiro,70.35,15.2,10,3,0,-26.63,2411,IP-41EC5,1
CLI-12534,35.0,Anual,Cartao_Credito,Solteiro,68.19,29.0,21,2,1,97.9,9600,IP-9428C,1
CLI-12535,36.5,MENSAL,Pix,Casado,135.52,64.3,1,1,1,-42.72,3849,IP-80F77,1
CLI-12536,51.7,ANUAL,Cartao_Credito,Solteiro,50.28,60.0,16,0,0,10.24,2591,IP-A5BD8,0
CLI-12537,51.0,MENSAL,Boleto,Solteiro,226.82,156.6,43,1,0,-8.05,8661,IP-DB738,0
CLI-12538,25.1, Mensal ,Boleto,Solteiro,,14.5,6,1,0,-19.86,9260,IP-35791,1
CLI-12539,40.7,ANUAL,Pix,Solteiro,165.64,5.7,11,1,1,14.62,3603,IP-B07D5,1
CLI-12540,,MENSAL,Cartao_Credito,Solteiro,104.75,22.5,66,1,0,26.56,9134,IP-5AB47,0
CLI-12541,24.9, Mensal ,Cartao_Credito,Divorciado,206.94,12.3,49,1,0,3.99,3139,IP-E87EA,1
CLI-12542,37.4,Anual,Debito_Automatico,Solteiro,159.76,40.8,20,2,0,3.6,1157,IP-DC779,0
CLI-12543,,mensal,Boleto,Solteiro,115.43,108.1,21,1,1,5.41,6499,IP-A771C,1
CLI-12544,69.1,ANUAL,Cartao_Credito,Casado,246.45,57.4,36,3,0,-5.75,6314,IP-3B628,0
CLI-12545,45.2,MENSAL,Cartao_Credito,Casado,44.57,11.6,38,1,1,17.76,7427,IP-65E23,0
CLI-12546,23.5,Anual,Debito_Automatico,Casado,157.11,10.6,56,2,1,-29.69,3662,IP-73137,1
CLI-12547,33.2, Mensal ,Cartao_Credito,Casado,247.71,114.1,11,1,0,-31.65,8023,IP-517AB,1
CLI-12548,52.3,mensal,Boleto,Solteiro,182.01,35.1,18,2,0,27.56,4284,IP-CB9C8,1
CLI-12549,65.1,Bienal,Boleto,Solteiro,192.75,120.8,45,1,1,-44.33,2194,IP-8887F,0
CLI-12550,21.0,ANUAL,Pix,Casado,37.06,65.0,26,2,0,-6.72,5909,IP-E2408,0
CLI-12551,17.4, Mensal ,Pix,Divorciado,34.7,230.6,59,1,0,-32.13,6076,IP-DCF10,0
