proponente_id,idade,tipo_vinculo,estado_civil,escolaridade,renda_mensal,valor_solicitado,numero_parcelas,score_serasa,num_consultas_recentes,atrasos_ultimos_12m,ruido_estocastico,numero_da_sorte_app,ip_origem_hash,inadimplente
PROP-10818,38.9,CLT,Casado,Pos_Graduacao,1440.34,3430.41,36,522.4,2,2,1.81,3096,IP-CB0BF,1
PROP-10819,34.9,CLT,Casado,Superior,2536.81,14026.08,48,659.9,1,0,-26.87,5091,IP-315E5,1
PROP-10820,46.5,PJ,Solteiro,Superior,2525.25,14537.01,48,779.7,1,2,-6.82,1778,IP-AE169,0
PROP-10821,46.6,CLT,Solteiro,Superior,,28573.93,12,683.2,2,1,52.49,6702,IP-41A81,0
PROP-10822,41.7,CLT,Casado,Fundamental,12028.58,23553.31,12,,1,1,-56.97,3115,IP-8E55D,0
PROP-10823,44.2, CLT ,Solteiro,Fundamental,10276.68,16411.84,12,692.1,1,1,-21.92,9359,IP-5E03D,0
PROP-10824,35.7,Autonomo,Solteiro,Medio,3963.9,23519.76,24,569.6,2,0,-78.99,3977,IP-30843,1
PROP-10825,44.0,Servidor_Publico,Solteiro,Superior,3622.47,3741.85,24,677.7,3,0,-52.61,2898,IP-4C7A5,1
PROP-10826,34.3,CLT,Casado,Medio,4800.75,7948.96,60,815.5,1,0,-12.54,3151,IP-681C0,0
PROP-10827,38.0,CLT,Casado,Medio,2571.77,22689.28,24,329.2,2,0,54.21,1725,IP-8C2A4,1
PROP-10828,35.0,AUTONOMO,Casado,Superior,1625.1,23165.11,36,731.6,1,2,32.09,7461,IP-CBFD7,1
PROP-10829,33.0,clt,Solteiro,Superior,13162.36,27546.44,36,404.5,2,0,49.48,3725,IP-1F8BB,0
PROP-10830,30.4,CLT,Solteiro,Pos_Graduacao,,15298.99,24,792.0,2,0,33.16,9733,IP-A398D,0
PROP-10831,43.1,clt,Casado,Medio,,25844.29,12,530.8,4,0,-48.04,8199,IP-CA2DA,0
PROP-10832,52.4,CLT,Casado,Superior,,24571.35,36,449.5,2,0,84.74,6235,IP-D8A32,0
PROP-10833,50.9,CLT,Solteiro,Pos_Graduacao,4241.35,33791.98,36,717.3,2,2,37.1,2432,IP-BC1DD,0
PROP-10834,24.2,clt,Casado,Pos_Graduacao,1478.15,9099.3,60,671.0,1,1,89.84,7649,IP-383CA,0
PROP-10835,52.2, CLT ,Solteiro,Medio,2072.49,20205.43,24,,2,0,83.69,8766,IP-286D1,0
PROP-10836,34.5,Servidor_Publico,Divorciado,Medio,3395.27,21858.23,48,444.6,1,0,-4.57,2547,IP-6A591,1
PROP-10837,44.6, CLT ,Solteiro,Superior,6234.88,34955.38,24,593.8,1,1,-24.45,5360,IP-C0E79,0
PROP-10838,28.0,Autonomo,Divorciado,Medio,2489.11,8639.08,36,451.4,3,0,-111.73,3980,IP-64654,1
PROP-10839,39.6,Autonomo,Casado,Fundamental,3709.74,19266.19,36,471.4,2,1,8.31,1272,IP-68917,1
PROP-10840,41.5,CLT,Casado,Pos_Graduacao,4822.85,13424.12,12,636.2,2,0,-1.97,9098,IP-52586,0
PROP-10841,21.7,Autonomo,Solteiro,Medio,10617.15,19354.47,12,484.8,2,2,-31.95,7642,IP-72430,1
PROP-10842,44.7,CLT,Casado,Medio,3057.45,9660.24,12,,0,1,-24.95,6102,IP-62972,0
PROP-10843,52.8,Estudante,Solteiro,Medio,2002.11,3571.21,24,828.6,2,2,25.96,1368,IP-643BA,1
PROP-10844,36.1,CLT,Solteiro,Pos_Graduacao,,20894.66,36,599.2,2,0,-94.2,7109,IP-87F44,0
PROP-10845,53.0, CLT ,Casado,Medio,7167.72,13083.19,12,638.2,2,0,64.04,9568,IP-A7E1E,0
PROP-10846,35.9,CLT,Viuvo,Superior,1888.78,8004.07,36,902.5,2,0,43.74,2083,IP-90FA6,0
PROP-10847,47.3,Estudante,Casado,Superior,3721.91,12689.87,24,453.7,3,0,-17.83,1771,IP-1FFC5,1
PROP-10848,13.6,Autonomo,Casado,Superior,1475.37,3626.25,48,786.8,3,1,-3.8,8619,IP-24A18,1
PROP-10849,64.6,Autonomo,Solteiro,Medio,1543.37,33364.59,48,,1,0,15.88,3007,IP-DDFD2,0
PROP-10850,54.5,CLT,Solteiro,Medio,4170.41,21177.88,48,739.6,1,2,40.75,4970,IP-F380B,0
PROP-10851,34.9,AUTONOMO,Solteiro,Pos_Graduacao,2887.23,28887.37,36,800.8,3,2,101.44,6256,IP-86706,1
PROP-10852,16.3,CLT,Casado,Pos_Graduacao,9233.1,15962.9,24,659.3,3,0,-26.31,7922,IP-6A48B,0
PROP-10853,41.2,Servidor_Publico,Divorciado,Superior,5271.1,31809.38,48,538.4,2,2,68.2,9159,IP-C7D2F,0
PROP-10854,22.1,CLT,Casado,Medio,3941.06,17949.5,12,773.2,3,0,-11.08,2278,IP-3A100,0
PROP-10855,42.9,CLT,Solteiro,Medio,3601.39,20940.2,24,778.6,3,4,-19.9,7631,IP-D61AA,1
PROP-10856,42.5,CLT,Solteiro,Superior,4288.14,18229.2,12,774.7,4,3,-12.9,1737,IP-54640,1
PROP-10857,27.6,clt,Casado,Medio,1573.37,26198.18,36,626.2,3,1,54.15,4439,IP-317FF,1
PROP-10858,50.3,Autonomo,Solteiro,Pos_Graduacao,10778.59,20699.65,36,519.7,1,0,-28.6,6217,IP-87B8C,0
PROP-10859,46.9,CLT,Casado,Superior,28191.74,10962.76,36,646.8,3,1,5.34,5120,IP-3CEFB,0
PROP-10860,48.7,PJ,Casado,Medio,2241.12,6802.8,24,751.9,1,0,-25.65,6693,IP-1E61E,1
PROP-10861,38.1,clt,Casado,Pos_Graduacao,1938.73,22002.1,12,763.4,3,4,-21.42,4780,IP-2BB33,1
PROP-10862,22.4,Autonomo,Solteiro,Fundamental,2050.96,18142.94,60,559.8,0,0,67.54,3472,IP-97A90,1
PROP-10863,48.8, CLT ,Solteiro,Medio,5943.71,5167.2,36,664.2,4,0,-0.53,8096,IP-B9AAF,0
PROP-10864,35.0, CLT ,Solteiro,Superior,5948.84,15055.38,24,436.8,2,1,-33.3,8402,IP-425FD,1
PROP-10865,22.7,Autonomo,Solteiro,Medio,9310.18,18987.62,36,757.9,4,1,-21.7,5743,IP-C0430,0
PROP-10866,52.9,CLT,Solteiro,Medio,7253.23,29287.48,12,510.3,2,0,13.97,7269,IP-BCE58,0
PROP-10867,61.1,CLT,Casado,Medio,3908.55,4511.33,12,729.9,1,0,-2.61,7751,IP-E376D,0
PROP-10868,37.5,PJ,Casado,Superior,5385.62,13500.35,24,459.1,4,0,0.12,7982,IP-C8577,0
PROP-10869,61.8,Servidor_Publico,Solteiro,Fundamental,6295.79,29147.65,24,764.4,0,1,-14.94,1549,IP-371C4,1
PROP-10870,39.0, CLT ,Solteiro,Superior,4419.59,23397.99,24,665.1,3,0,52.2,4219,IP-1CDEC,0
PROP-10871,33.8,CLT,Solteiro,Medio,4111.51,11568.62,48,510.6,2,0,28.83,2530,IP-B0EB1,0
PROP-10872,31.1,Autonomo,Solteiro,Superior,5750.83,29896.06,36,716.8,1,1,-11.23,3126,IP-A25E6,0
PROP-10873,56.0, CLT ,Casado,Medio,4824.08,18278.69,24,537.3,3,0,6.5,7118,IP-94E1B,1
PROP-10874,29.4,CLT,Solteiro,Pos_Graduacao,5737.18,18445.61,36,724.9,4,2,-40.74,5635,IP-E2750,0
PROP-10875,46.1,CLT,Solteiro,Superior,5385.61,34227.38,60,581.6,3,0,-3.69,5574,IP-BD52A,1
PROP-10876,31.8,AUTONOMO,Solteiro,Medio,6734.42,33254.84,12,379.1,1,1,-34.51,9304,IP-EE858,1
PROP-10877,32.9,Autonomo,Divorciado,Medio,5723.77,13831.58,48,482.5,1,0,9.78,6810,IP-3E170,0
PROP-10878,49.3,CLT,Casado,Superior,4480.42,6639.11,36,559.7,0,1,-5.17,3839,IP-610B2,0
PROP-10879,33.8,CLT,Solteiro,Medio,6209.27,12747.0,12,,2,2,-12.04,8393,IP-1DAE5,0
PROP-10880,33.5,CLT,Casado,Superior,3906.96,3005.95,24,746.2,0,0,7.14,6192,IP-A3113,0
PROP-10881,50.5,Autonomo,Casado,Medio,2561.88,2685.34,24,847.3,2,0,14.93,7582,IP-BE271,0
PROP-10882,55.6,CLT,Divorciado,Medio,1405.96,15052.23,36,851.5,0,3,54.52,4075,IP-D51D4,0
PROP-10883,45.1,CLT,Solteiro,Superior,4847.78,33053.65,24,545.1,2,0,38.93,3791,IP-A28A9,1
PROP-10884,30.8,PJ,Divorciado,Fundamental,5151.43,30754.79,36,593.6,2,1,47.55,1057,IP-41BA0,0
PROP-10885,32.4,CLT,Divorciado,Pos_Graduacao,16424.66,18877.61,36,562.4,1,1,-17.6,8948,IP-2E0CE,0
PROP-10886,38.9,Autonomo,Divorciado,Medio,3284.12,20652.47,24,526.0,3,1,14.39,2756,IP-A3E9A,0
PROP-10887,41.5,CLT,Casado,Medio,3504.6,2195.81,48,362.2,3,0,86.74,7298,IP-95385,0
PROP-10888,27.1,CLT,Casado,Medio,2346.66,9111.54,48,617.9,1,1,-4.84,7253,IP-2513A,1
PROP-10889,46.0,CLT,Solteiro,Superior,1707.21,2817.55,24,440.0,3,2,6.47,9550,IP-4F938,1
PROP-10890,38.9,AUTONOMO,Casado,Superior,7624.17,26899.8,60,615.2,3,2,7.14,7009,IP-E2379,0
PROP-10891,19.1,PJ,Casado,Pos_Graduacao,2606.48,6806.31,12,916.2,2,3,-5.2,1763,IP-A3106,1
PROP-10892,27.8,PJ,Casado,Pos_Graduacao,5342.98,30678.55,12,548.7,2,1,64.41,6312,IP-49A29,0
PROP-10893,32.5, CLT ,Solteiro,Medio,6288.9,23229.7,24,647.3,4,1,-22.11,7998,IP-83343,1
PROP-10894,37.2,Autonomo,Casado,Superior,4076.3,9570.82,36,746.9,3,2,54.0,1528,IP-E5E4D,0
PROP-10895,58.8,CLT,Casado,Pos_Graduacao,10179.33,7204.77,36,659.2,7,1,38.48,3446,IP-3A027,0
PROP-10896,40.6,CLT,Solteiro,Superior,3863.8,22711.62,24,660.9,2,0,-3.04,2929,IP-5AA80,0
PROP-10897,28.8,Servidor_Publico,Casado,Medio,2808.45,31727.62,12,569.3,2,0,-20.55,7095,IP-6EA5D,1
PROP-10898,40.4,CLT,Casado,Medio,10906.76,25705.89,12,587.5,1,0,-1.64,3276,IP-5AA3C,0
PROP-10899,34.1,CLT,Casado,Superior,9704.87,13502.04,48,485.6,0,2,57.96,3971,IP-3E6D4,1
PROP-10900,41.6,CLT,Solteiro,Medio,2152.53,21383.66,48,738.4,2,0,53.84,5386,IP-C1281,1
PROP-10901,44.4,CLT,Solteiro,Medio,1510.48,12255.14,36,376.2,1,1,40.0,7602,IP-DE47A,1
PROP-10902,51.3,CLT,Divorciado,Medio,1796.04,34971.94,36,756.0,0,0,-4.32,3102,IP-69E92,1
PROP-10903,37.7,Autonomo,Solteiro,Superior,2818.08,26711.69,36,423.5,2,2,2.18,2743,IP-A8209,1
PROP-10904,56.0, CLT ,Casado,Medio,16456.47,22274.59,24,754.8,2,0,31.32,8731,IP-D0CD0,0
PROP-10905,48.0,Servidor_Publico,Casado,Medio,4833.98,15967.55,24,570.5,4,0,-11.84,7897,IP-9650F,1
PROP-10906,30.2,PJ,Casado,Medio,3362.35,22399.03,36,447.5,1,2,41.88,6819,IP-1D364,1
PROP-10907,62.3,CLT,Solteiro,Superior,10621.82,13273.33,36,701.1,2,1,7.59,8489,IP-6E949,0
PROP-10908,41.6,CLT,Casado,Pos_Graduacao,3934.93,2952.54,12,750.0,0,1,50.7,1439,IP-492EA,1
PROP-10909,28.8, CLT ,Solteiro,Superior,2990.48,15037.92,60,558.7,2,1,-70.72,5185,IP-1D76C,0
PROP-10910,56.2,Autonomo,Solteiro,Superior,13302.57,32705.87,48,720.9,2,0,-30.36,1167,IP-65CF3,0
PROP-10911,60.9,CLT,Solteiro,Fundamental,9354.42,22667.94,24,300.1,4,1,-16.65,3450,IP-A90C1,0
PROP-10912,37.6,Autonomo,Solteiro,Medio,9194.26,4770.54,36,435.1,1,0,20.63,8136,IP-DDC00,0
PROP-10913,32.5, CLT ,Viuvo,Medio,4415.7,31204.79,60,800.9,2,0,-18.79,8030,IP-450AD,0
PROP-10914,36.1,Autonomo,Divorciado,Medio,7943.5,10872.87,12,588.7,1,0,109.01,6475,IP-8B254,0
PROP-10915,45.9, CLT ,Solteiro,Medio,2230.18,10044.39,36,359.3,1,0,-60.94,2733,IP-DEBEB,0
PROP-10916,52.1,CLT,Casado,Medio,4976.27,11804.0,24,522.2,1,0,50.98,4377,IP-B7B6A,1
PROP-10917,44.3,Servidor_Publico,Solteiro,Pos_Graduacao,,21047.67,24,490.7,2,1,61.51,7802,IP-B51A0,0
PROP-10918,39.1,PJ,Casado,Superior,2844.13,19974.71,48,596.8,1,3,24.91,8953,IP-5438D,1
PROP-10919,54.5,CLT,Casado,Superior,8042.68,18216.65,24,568.1,0,0,-15.78,4482,IP-A09A7,0
PROP-10920,34.6,PJ,Divorciado,Pos_Graduacao,4231.99,25678.72,12,645.1,4,2,-0.96,8776,IP-35831,1
PROP-10921,49.3,clt,Solteiro,Medio,1570.6,12445.75,12,610.3,1,0,40.85,2835,IP-AFC24,1
PROP-10922,34.8,Servidor_Publico,Casado,Medio,7447.06,27808.13,12,810.4,2,1,-79.93,6181,IP-42E1E,0
PROP-10923,42.7,PJ,Solteiro,Superior,2175.35,7785.62,24,679.4,4,1,-31.72,2457,IP-6D91F,0
PROP-10924,36.8, CLT ,Viuvo,Superior,5592.62,27826.49,36,684.1,1,2,-26.88,6940,IP-7097E,1
PROP-10925,37.4,CLT,Solteiro,Medio,1776.14,23905.73,24,783.1,1,1,27.23,3506,IP-E8EE2,1
PROP-10926,33.8,CLT,Casado,Superior,,24545.87,36,565.6,3,1,54.45,3101,IP-1FB25,0
PROP-10927,52.8,Autonomo,Casado,Superior,2848.67,17891.26,36,443.3,2,0,99.05,8917,IP-F3C3A,1
PROP-10928,29.9,Autonomo,Casado,Superior,2478.49,24011.05,24,789.0,3,2,-93.21,3758,IP-9AB74,1
PROP-10929,29.9,CLT,Solteiro,Superior,1980.73,4633.3,36,639.0,2,3,-51.39,9526,IP-F2CC4,1
PROP-10930,61.3,CLT,Divorciado,Medio,13659.01,30101.19,36,639.5,2,0,-17.11,1357,IP-22C94,0
PROP-10931,48.8,PJ,Solteiro,Medio,6626.73,3833.06,24,531.3,2,1,27.81,7571,IP-AF118,1
PROP-10932,11.8,Estudante,Casado,Superior,7084.63,6908.47,24,533.6,4,1,38.22,7442,IP-D6F81,1
PROP-10933,31.8,Autonomo,Solteiro,Medio,4306.22,21034.06,36,738.5,1,1,-58.94,4839,IP-52C1E,0
PROP-10934,18.1,CLT,Solteiro,Fundamental,4104.12,26400.58,60,757.9,3,0,18.82,7814,IP-E5CC3,1
PROP-10935,27.5,CLT,Casado,Superior,1889.54,4516.3,24,729.7,0,2,-127.99,1899,IP-9EF5C,1
PROP-10936,3.5,CLT,Solteiro,Medio,4846.6,32385.24,24,731.0,0,0,14.6,1332,IP-BCB79,0
PROP-10937,36.5,Servidor_Publico,Solteiro,Superior,,34129.05,24,699.7,2,1,-1.31,1806,IP-E7C1B,0
PROP-10938,25.4,CLT,Solteiro,Superior,17270.12,21996.36,12,638.4,5,1,-4.98,3141,IP-7D5A0,0
PROP-10939,38.7,Autonomo,Solteiro,Medio,,17881.03,36,595.4,3,0,-19.59,1018,IP-65B4F,0
PROP-10940,20.1,CLT,Casado,Superior,3637.41,26466.03,24,789.4,2,0,-4.48,8363,IP-3B7F6,1
PROP-10941,38.9,Autonomo,Divorciado,Pos_Graduacao,2089.21,12835.79,12,567.7,3,0,16.08,3112,IP-4AA81,1
PROP-10942,33.4,Autonomo,Solteiro,Superior,7862.38,18277.73,24,671.8,3,0,83.03,3855,IP-E67FA,0
PROP-10943,54.5,PJ,Solteiro,Medio,1946.71,32232.98,12,507.4,3,1,-64.26,2227,IP-BEFE2,1
PROP-10944,53.5,CLT,Solteiro,Superior,2281.58,33536.63,24,527.7,3,0,-13.64,5819,IP-5188D,1
PROP-10945,46.6,CLT,Solteiro,Superior,2398.13,32593.28,12,586.9,2,0,27.04,3032,IP-42C86,1
PROP-10946,34.4,CLT,Casado,Medio,4818.54,10660.79,12,507.4,0,2,-3.02,4830,IP-85EEC,0
PROP-10947,59.8,Servidor_Publico,Casado,Medio,7896.26,9671.48,48,731.7,4,0,6.21,4563,IP-CEA6F,0
PROP-10948,20.9,Servidor_Publico,Solteiro,Pos_Graduacao,2984.81,11822.93,60,431.3,0,1,-29.33,7655,IP-9CEA2,1
PROP-10949,22.6,Autonomo,Solteiro,Medio,1771.58,16563.27,24,633.9,3,1,41.27,4307,IP-910B9,1
PROP-10950,37.1,Autonomo,Solteiro,Superior,4023.43,12367.52,36,638.6,2,1,-108.62,2712,IP-EA464,1
PROP-10951,62.8,Autonomo,Casado,Superior,7190.81,14349.02,24,,4,0,-49.63,9796,IP-EC256,0
PROP-10952,35.8,CLT,Viuvo,Superior,2452.51,22481.02,24,558.3,0,0,97.77,4240,IP-306A2,1
PROP-10953,36.0,Servidor_Publico,Solteiro,Medio,,27163.35,24,655.8,2,0,-61.44,3156,IP-D5DD7,0
PROP-10954,22.1, CLT ,Solteiro,Superior,13755.38,26273.42,24,680.0,4,0,-43.6,9348,IP-94F8E,0
PROP-10955,48.4, CLT ,Divorciado,Medio,,28875.98,36,591.4,1,2,-39.38,2664,IP-68B93,0
PROP-10956,48.5,Autonomo,Divorciado,Superior,20942.02,3062.09,12,714.8,3,0,-27.06,8458,IP-1904A,0
PROP-10957,46.7,CLT,Solteiro,Superior,8323.65,3575.22,12,604.7,2,2,-0.96,2735,IP-668BD,0
PROP-10958,31.1,CLT,Solteiro,Superior,2275.62,28049.64,48,621.9,1,1,53.95,3181,IP-B77F6,1
PROP-10959,30.2,AUTONOMO,Solteiro,Fundamental,2400.58,19591.6,36,655.2,4,0,23.87,5750,IP-E4C31,0
PROP-10960,23.8,CLT,Casado,Superior,3146.6,21078.64,24,749.8,5,0,-11.81,4484,IP-2DCA4,0
PROP-10961,38.9,Autonomo,Solteiro,Medio,3008.26,3735.37,24,525.4,3,0,87.46,9150,IP-9B5F5,1
PROP-10962,26.1,CLT,Solteiro,Fundamental,14569.66,10425.36,24,,5,1,-20.86,2114,IP-371DC,0
PROP-10963,25.0, CLT ,Casado,Superior,7936.24,23065.69,24,526.4,2,0,2.88,8785,IP-92FA0,1
PROP-10964,33.3,CLT,Solteiro,Medio,6807.02,30353.0,24,573.5,2,1,5.96,8771,IP-DEEDF,0
PROP-10965,32.6, CLT ,Casado,Medio,2264.15,32260.45,24,819.7,4,0,42.35,4839,IP-EC97A,1
PROP-10966,32.1,AUTONOMO,Solteiro,Pos_Graduacao,11491.29,18513.84,36,700.2,3,2,-57.56,7689,IP-D672D,0
PROP-10967,43.1,CLT,Solteiro,Medio,8789.93,20000.65,36,461.6,2,1,-51.19,7386,IP-2FBC8,0
PROP-10968,38.9,Autonomo,Casado,Superior,2150.53,29490.64,36,535.9,3,5,47.13,3444,IP-F119D,1
PROP-10969,34.8,clt,Solteiro,Superior,10006.91,19741.61,24,672.2,2,0,89.24,7026,IP-61AE8,0
PROP-10970,40.0,Autonomo,Viuvo,Medio,2734.74,19056.33,24,493.1,3,0,-18.2,9369,IP-9CA63,1
PROP-10971,27.1,Servidor_Publico,Casado,Superior,1754.18,31867.77,24,518.5,1,0,-63.08,7676,IP-76954,1
PROP-10972,39.2,AUTONOMO,Solteiro,Medio,5891.93,28067.78,36,808.3,2,1,-59.5,8739,IP-B2578,0
PROP-10973,39.7,CLT,Casado,Superior,5855.16,31999.39,24,534.1,1,0,51.81,7188,IP-2503E,0
PROP-10974,21.5,CLT,Solteiro,Superior,1818.93,9202.15,48,753.7,1,3,-84.33,7697,IP-9B319,1
PROP-10975,49.0,CLT,Divorciado,Superior,3012.7,19304.39,36,795.7,1,2,3.19,7046,IP-D93DA,1
PROP-10976,28.3,Autonomo,Solteiro,Superior,22129.88,29801.58,48,517.3,5,1,-8.81,5478,IP-CA17F,0
PROP-10977,39.0,CLT,Casado,Pos_Graduacao,6165.02,5667.88,36,495.4,1,2,-33.77,1707,IP-B9061,1
PROP-10978,50.8,clt,Solteiro,Superior,6900.37,28223.85,60,581.3,2,3,-42.92,7950,IP-8B98F,1
PROP-10979,48.2,Autonomo,Solteiro,Medio,2405.57,8038.12,36,467.6,4,0,34.81,8397,IP-7F9C4,1
PROP-10980,38.4,CLT,Casado,Medio,1744.65,28667.92,60,636.9,3,0,38.87,1017,IP-C9193,1
PROP-10981,34.0,PJ,Casado,Superior,2761.68,22196.03,12,591.2,2,0,58.37,4689,IP-BB4D1,1
PROP-10982,48.4,CLT,Solteiro,Pos_Graduacao,2602.1,8376.79,12,670.5,0,0,24.22,7306,IP-C88AD,1
PROP-10983,45.4,CLT,Solteiro,Pos_Graduacao,2522.59,17620.69,36,815.6,1,1,0.38,6151,IP-9A42E,0
PROP-10984,999.0,AUTONOMO,Casado,Pos_Graduacao,2299.33,24502.87,60,734.4,3,1,8.16,1121,IP-707B8,1
PROP-10985,29.3,clt,Divorciado,Medio,4991.38,22917.15,24,688.5,2,1,49.54,3486,IP-CDC69,1
PROP-10986,15.2,Autonomo,Solteiro,Superior,3070.13,16099.16,24,344.8,2,2,-85.38,1734,IP-9158F,1
PROP-10987,39.7, CLT ,Casado,Superior,,31679.1,36,682.1,1,0,22.2,7269,IP-C70A7,0
PROP-10988,37.1,CLT,Solteiro,Medio,2253.76,19135.69,36,861.2,2,0,-28.91,8827,IP-C0D59,1
PROP-10989,50.5,PJ,Divorciado,Medio,4024.13,18693.62,24,198.5,2,2,18.81,3407,IP-DCD97,1
PROP-10990,41.9,PJ,Solteiro,Fundamental,1457.76,4054.27,36,,4,0,-51.53,7849,IP-4FC57,0
PROP-10991,52.7,Autonomo,Solteiro,Medio,4160.1,32429.97,60,597.7,0,0,42.5,8526,IP-6E894,0
PROP-10992,30.3,CLT,Casado,Medio,1641.32,7844.85,48,501.0,2,0,29.38,7871,IP-CBA2D,0
PROP-10993,50.5,Autonomo,Solteiro,Medio,17377.74,19435.37,24,732.2,1,0,-35.27,8005,IP-5C6F3,0
PROP-10994,32.2, CLT ,Casado,Pos_Graduacao,7966.58,28517.73,24,859.4,3,0,-23.35,5132,IP-45AC9,0
PROP-10995,46.6,CLT,Solteiro,Superior,4228.97,9109.96,24,728.5,2,0,-27.95,7533,IP-DB3AC,0
PROP-10996,22.0,Servidor_Publico,Solteiro,Superior,1780.38,19403.32,24,568.0,3,1,2.86,1437,IP-844B2,1
PROP-10997,40.6,CLT,Solteiro,Pos_Graduacao,5169.84,9942.6,12,487.9,3,0,101.49,8664,IP-DA6C1,0
PROP-10998,16.2,Estudante,Casado,Medio,7372.31,27069.93,48,640.2,1,1,-90.88,1174,IP-97879,0
PROP-10999,35.1, CLT ,Solteiro,Superior,2288.75,20623.26,24,742.2,1,1,16.28,4374,IP-C3604,0
PROP-11000,42.8,CLT,Casado,Medio,4927.21,30247.2,48,565.8,1,2,21.54,7424,IP-D2B4D,0
PROP-11001,32.3,Autonomo,Casado,Medio,8469.2,31520.41,60,579.3,1,0,-26.55,9611,IP-89577,0
PROP-11002,26.4,Servidor_Publico,Casado,Pos_Graduacao,7540.76,23408.2,12,990.0,3,2,-83.68,9182,IP-5D414,0
PROP-11003,47.3,AUTONOMO,Solteiro,Superior,8222.95,25937.91,60,771.0,6,0,-10.05,4049,IP-321D6,0
PROP-11004,36.9,PJ,Solteiro,Medio,10281.49,20124.26,36,781.0,3,1,-60.88,5025,IP-25674,0
PROP-11005,32.6,Autonomo,Solteiro,Medio,13057.13,14686.15,36,415.6,4,1,27.82,4882,IP-E825F,1
PROP-11006,38.5,Autonomo,Solteiro,Superior,3584.29,23387.89,24,521.0,2,1,-69.1,8446,IP-D3099,1
PROP-11007,67.0,PJ,Solteiro,Medio,4932.67,31973.52,36,630.5,1,0,-2.5,8232,IP-A3F58,0
PROP-11008,50.7,CLT,Casado,Medio,7967.93,15750.45,24,479.8,2,1,-38.54,3364,IP-BD677,1
PROP-11009,50.8,clt,Solteiro,Medio,6416.83,12375.53,36,844.1,8,0,55.85,7473,IP-B7E5F,0
PROP-11010,42.8,CLT,Solteiro,Medio,24114.37,14818.42,12,817.4,1,1,78.49,5181,IP-24500,0
PROP-11011,39.8,Estudante,Solteiro,Superior,1457.84,16368.12,36,545.3,4,0,-17.95,8406,IP-49B24,0
PROP-11012,11.6,Servidor_Publico,Casado,Medio,3242.59,4427.51,24,869.7,2,0,-52.55,3623,IP-B9278,0
PROP-11013,30.5,CLT,Solteiro,Medio,2785.72,18448.58,12,619.4,3,2,83.63,7004,IP-81ACA,1
PROP-11014,32.7,AUTONOMO,Casado,Superior,2677.81,18312.37,36,982.5,3,1,-6.82,5299,IP-69707,1
PROP-11015,17.4,Servidor_Publico,Solteiro,Pos_Graduacao,2457.18,21418.65,36,640.3,2,0,15.71,1550,IP-3BAB0,0
PROP-11016,25.3,CLT,Divorciado,Medio,6586.4,13973.06,24,700.7,1,4,-6.06,4723,IP-8C2F8,0
PROP-11017,16.2,Autonomo,Divorciado,Medio,1771.99,22232.55,12,816.0,1,1,-10.28,3095,IP-D0489,1
PROP-11018,37.6,Servidor_Publico,Solteiro,Medio,7083.78,30981.14,48,798.9,3,0,-24.64,2842,IP-4554D,0
PROP-11019,47.0,CLT,Solteiro,Superior,6365.64,33530.54,36,691.5,2,0,-94.45,7535,IP-A5F40,1
PROP-11020,50.2,Autonomo,Solteiro,Superior,2612.77,21259.2,12,600.2,4,2,88.37,6327,IP-2E9E4,1
PROP-11021,42.6,CLT,Solteiro,Superior,2624.16,3405.5,36,692.0,2,1,9.9,9675,IP-B55AE,0
PROP-11022,27.4,Servidor_Publico,Casado,Fundamental,5562.95,33984.79,24,505.7,2,0,-4.08,3943,IP-1DE60,1
PROP-11023,16.7,Estudante,Casado,Superior,7432.06,25293.45,12,641.3,3,1,46.41,3667,IP-B215E,0
PROP-11024,18.7,Servidor_Publico,Casado,Superior,10183.87,13086.8,36,464.7,2,2,-27.97,2121,IP-AD2D7,0
PROP-11025,24.0,clt,Casado,Superior,9428.24,6856.2,48,370.7,0,0,18.48,3017,IP-3F14A,0
PROP-11026,28.2,PJ,Solteiro,Medio,15466.09,6732.81,36,627.1,1,3,-38.48,8788,IP-BF4F1,0
PROP-11027,36.2,PJ,Solteiro,Fundamental,5057.37,7535.57,24,796.7,7,0,-17.25,1601,IP-19B61,0
PROP-11028,26.8,CLT,Casado,Medio,11451.1,3503.89,48,,1,1,29.22,4146,IP-A2470,0
PROP-11029,41.7,PJ,Solteiro,Medio,8342.33,31771.09,24,608.5,4,0,13.74,2052,IP-90E15,1
PROP-11030,35.4,CLT,Casado,Superior,10852.66,19845.35,60,864.6,5,2,-16.3,7973,IP-6A6E4,1
PROP-11031,38.1,Autonomo,Solteiro,Medio,1449.12,25098.66,12,540.3,0,0,36.55,1522,IP-E6D2D,1
PROP-11032,50.5,CLT,Solteiro,Superior,15589.89,29327.58,24,351.5,3,0,-38.86,7216,IP-D4B6B,0
PROP-11033,25.0,CLT,Viuvo,Superior,4094.56,28120.85,36,314.5,3,0,-45.71,3265,IP-BAFC8,1
PROP-11034,42.6,CLT,Solteiro,Superior,8121.65,31125.99,24,454.6,3,0,-22.63,5213,IP-7D35A,0
PROP-11035,37.8,Autonomo,Viuvo,Pos_Graduacao,1971.42,33919.4,48,734.3,2,1,-11.52,2210,IP-3EED1,1
PROP-11036,34.3,CLT,Viuvo,Medio,3517.15,16489.33,36,531.1,2,0,-16.62,5351,IP-75769,1
