data_hora,faturamento_milhares_reais,num_pedidos,ticket_medio_reais,visitas_site
2026-01-23 07:00:00,76.64,321,238.75,5719
2026-01-23 08:00:00,72.7,335,217.01,6225
2026-01-23 09:00:00,73.12,321,227.79,5962
2026-01-23 10:00:00,76.37,326,234.26,5619
2026-01-23 11:00:00,68.94,267,258.2,4817
2026-01-23 12:00:00,71.84,323,222.41,5672
2026-01-23 13:00:00,62.93,310,203.0,5328
2026-01-23 14:00:00,66.84,326,205.03,5825
2026-01-23 15:00:00,68.41,301,227.28,5356
2026-01-23 16:00:00,53.48,232,230.52,4661
2026-01-23 17:00:00,58.58,271,216.16,4965
2026-01-23 18:00:00,63.15,269,234.76,4566
2026-01-23 19:00:00,60.73,278,218.45,4891
2026-01-23 20:00:00,63.57,298,213.32,5568
2026-01-23 21:00:00,61.46,295,208.34,5728
2026-01-23 22:00:00,65.57,294,223.03,4975
2026-01-23 23:00:00,66.69,297,224.55,4970
2026-01-24 00:00:00,73.43,317,231.64,6080
2026-01-24 01:00:00,72.34,313,231.12,5712
2026-01-24 02:00:00,74.59,332,224.67,5802
2026-01-24 03:00:00,73.66,337,218.58,6173
2026-01-24 04:00:00,74.7,350,213.43,5773
2026-01-24 05:00:00,75.73,329,230.18,5923
2026-01-24 06:00:00,78.93,378,208.81,6870
2026-01-24 07:00:00,75.84,337,225.04,6251
2026-01-24 08:00:00,77.56,349,222.23,6079
2026-01-24 09:00:00,82.58,360,229.39,6497
2026-01-24 10:00:00,76.74,309,248.35,5377
2026-01-24 11:00:00,70.65,331,213.44,6009
2026-01-24 12:00:00,73.96,344,215.0,6013
2026-01-24 13:00:00,66.3,294,225.51,5210
2026-01-24 14:00:00,58.7,265,221.51,4571
2026-01-24 15:00:00,60.68,281,215.94,5188
2026-01-24 16:00:00,56.42,230,245.3,4312
2026-01-24 17:00:00,60.98,266,229.25,4741
2026-01-24 18:00:00,62.03,291,213.16,5246
2026-01-24 19:00:00,68.15,288,236.63,4894
2026-01-24 20:00:00,64.26,294,218.57,5232
2026-01-24 21:00:00,63.65,266,239.29,4778
2026-01-24 22:00:00,69.01,318,217.01,6248
2026-01-24 23:00:00,60.34,271,222.66,4656
2026-01-25 00:00:00,71.0,295,240.68,5603
2026-01-25 01:00:00,74.98,355,211.21,6589
2026-01-25 02:00:00,69.08,300,230.27,5456
2026-01-25 03:00:00,79.95,348,229.74,6616
2026-01-25 04:00:00,78.43,356,220.31,6482
2026-01-25 05:00:00,76.63,362,211.69,6594
2026-01-25 06:00:00,80.61,348,231.64,6253
2026-01-25 07:00:00,86.1,388,221.91,7229
2026-01-25 08:00:00,78.03,358,217.96,6663
2026-01-25 09:00:00,77.02,357,215.74,6301
2026-01-25 10:00:00,72.92,331,220.3,5694
2026-01-25 11:00:00,69.66,308,226.17,5503
2026-01-25 12:00:00,73.51,318,231.16,5564
2026-01-25 13:00:00,65.57,296,221.52,5315
2026-01-25 14:00:00,66.92,285,234.81,5377
2026-01-25 15:00:00,63.38,241,262.99,4247
2026-01-25 16:00:00,65.49,301,217.57,5409
2026-01-25 17:00:00,64.22,303,211.95,5466
2026-01-25 18:00:00,66.44,264,251.67,4922
2026-01-25 19:00:00,61.33,261,234.98,4249
2026-01-25 20:00:00,63.01,293,215.05,5153
2026-01-25 21:00:00,61.83,309,200.1,5604
2026-01-25 22:00:00,65.4,295,221.69,5550
2026-01-25 23:00:00,70.24,305,230.3,5392
2026-01-26 00:00:00,73.67,329,223.92,5547
2026-01-26 01:00:00,69.9,335,208.66,6154
2026-01-26 02:00:00,78.13,342,228.45,6029
2026-01-26 03:00:00,81.53,355,229.66,6152
2026-01-26 04:00:00,79.54,351,226.61,6193
2026-01-26 05:00:00,85.49,370,231.05,6623
2026-01-26 06:00:00,76.52,346,221.16,6107
2026-01-26 07:00:00,74.64,360,207.33,6039
2026-01-26 08:00:00,72.0,329,218.84,6101
2026-01-26 09:00:00,82.23,366,224.67,6843
2026-01-26 10:00:00,77.66,345,225.1,6340
2026-01-26 11:00:00,73.28,306,239.48,5280
2026-01-26 12:00:00,72.42,339,213.63,6062
2026-01-26 13:00:00,65.47,293,223.45,5273
2026-01-26 14:00:00,76.07,340,223.74,6240
2026-01-26 15:00:00,66.34,346,191.73,6362
2026-01-26 16:00:00,65.04,297,218.99,5199
2026-01-26 17:00:00,66.43,288,230.66,5200
2026-01-26 18:00:00,65.34,288,226.88,5275
2026-01-26 19:00:00,64.74,309,209.51,5853
2026-01-26 20:00:00,62.03,281,220.75,5199
2026-01-26 21:00:00,67.75,283,239.4,5252
2026-01-26 22:00:00,74.38,348,213.74,6281
2026-01-26 23:00:00,74.47,325,229.14,6132
2026-01-27 00:00:00,77.44,377,205.41,6868
2026-01-27 01:00:00,72.18,341,211.67,5966
2026-01-27 02:00:00,72.47,319,227.18,6023
2026-01-27 03:00:00,77.18,367,210.3,6746
2026-01-27 04:00:00,79.13,357,221.65,6337
2026-01-27 05:00:00,83.59,389,214.88,6906
2026-01-27 06:00:00,74.15,341,217.45,6197
2026-01-27 07:00:00,85.19,371,229.62,6771
2026-01-27 08:00:00,78.52,344,228.26,6231
2026-01-27 09:00:00,76.34,359,212.65,6524
2026-01-27 10:00:00,72.67,322,225.68,6136
2026-01-27 11:00:00,68.53,302,226.92,5650
2026-01-27 12:00:00,75.16,324,231.98,5870
2026-01-27 13:00:00,70.5,324,217.59,6020
2026-01-27 14:00:00,63.84,318,200.75,5517
2026-01-27 15:00:00,62.2,264,235.61,4832
2026-01-27 16:00:00,64.32,290,221.79,5582
2026-01-27 17:00:00,70.57,339,208.17,6058
2026-01-27 18:00:00,63.58,285,223.09,4960
2026-01-27 19:00:00,59.54,275,216.51,4820
2026-01-27 20:00:00,64.77,276,234.67,4750
2026-01-27 21:00:00,65.99,303,217.79,5297
2026-01-27 22:00:00,59.19,264,224.2,4678
2026-01-27 23:00:00,70.41,332,212.08,5695
2026-01-28 00:00:00,71.89,341,210.82,6141
2026-01-28 01:00:00,77.25,386,200.13,7128
2026-01-28 02:00:00,83.24,383,217.34,6712
2026-01-28 03:00:00,82.41,376,219.18,7072
2026-01-28 04:00:00,78.83,358,220.2,6546
2026-01-28 05:00:00,76.73,340,225.68,6326
2026-01-28 06:00:00,89.92,410,219.32,7248
2026-01-28 07:00:00,80.88,360,224.67,6651
2026-01-28 08:00:00,79.96,362,220.88,6298
2026-01-28 09:00:00,78.59,373,210.7,6892
2026-01-28 10:00:00,77.75,335,232.09,6064
2026-01-28 11:00:00,74.65,353,211.47,6465
2026-01-28 12:00:00,71.12,340,209.18,5885
2026-01-28 13:00:00,69.17,309,223.85,5383
2026-01-28 14:00:00,69.08,279,247.6,5141
2026-01-28 15:00:00,65.67,286,229.62,4958
2026-01-28 16:00:00,63.84,307,207.95,5619
2026-01-28 17:00:00,65.94,296,222.77,5055
2026-01-28 18:00:00,64.44,275,234.33,5120
2026-01-28 19:00:00,70.9,311,227.97,5351
2026-01-28 20:00:00,57.2,270,211.85,4970
2026-01-28 21:00:00,71.6,330,216.97,6065
2026-01-28 22:00:00,73.83,329,224.41,5783
2026-01-28 23:00:00,64.18,283,226.78,5210
2026-01-29 00:00:00,72.34,320,226.06,5812
2026-01-29 01:00:00,74.35,321,231.62,5670
2026-01-29 02:00:00,72.69,351,207.09,6116
2026-01-29 03:00:00,76.58,340,225.24,5727
2026-01-29 04:00:00,76.72,363,211.35,6604
2026-01-29 05:00:00,87.58,417,210.02,7193
2026-01-29 06:00:00,85.03,398,213.64,7183
2026-01-29 07:00:00,85.97,380,226.24,6787
2026-01-29 08:00:00,83.28,381,218.58,6994
2026-01-29 09:00:00,75.56,340,222.24,6060
2026-01-29 10:00:00,76.06,329,231.19,5856
2026-01-29 11:00:00,77.71,355,218.9,6536
2026-01-29 12:00:00,69.69,296,235.44,5395
2026-01-29 13:00:00,74.42,353,210.82,6417
2026-01-29 14:00:00,69.19,304,227.6,5566
2026-01-29 15:00:00,67.1,305,220.0,5183
2026-01-29 16:00:00,69.66,318,219.06,5875
2026-01-29 17:00:00,67.97,302,225.07,5558
2026-01-29 18:00:00,64.91,301,215.65,5215
2026-01-29 19:00:00,70.54,310,227.55,5531
2026-01-29 20:00:00,63.53,299,212.47,5374
2026-01-29 21:00:00,70.78,298,237.52,5337
2026-01-29 22:00:00,72.39,328,220.7,5971
2026-01-29 23:00:00,71.2,349,204.01,6568
2026-01-30 00:00:00,75.53,325,232.4,6066
2026-01-30 01:00:00,72.11,314,229.65,5390
2026-01-30 02:00:00,81.69,375,217.84,6874
2026-01-30 03:00:00,79.5,360,220.83,6746
2026-01-30 04:00:00,79.62,364,218.74,6629
2026-01-30 05:00:00,85.96,394,218.17,7310
2026-01-30 06:00:00,80.13,370,216.57,7062
2026-01-30 07:00:00,77.43,365,212.14,6775
2026-01-30 08:00:00,76.14,349,218.17,6332
2026-01-30 09:00:00,82.48,368,224.13,6833
2026-01-30 10:00:00,74.25,344,215.84,6221
2026-01-30 11:00:00,82.98,402,206.42,7241
2026-01-30 12:00:00,67.52,302,223.58,5366
2026-01-30 13:00:00,78.71,340,231.5,6433
2026-01-30 14:00:00,71.61,339,211.24,5938
2026-01-30 15:00:00,68.91,308,223.73,5850
2026-01-30 16:00:00,66.11,265,249.47,4870
2026-01-30 17:00:00,68.65,322,213.2,5516
2026-01-30 18:00:00,66.88,293,228.26,5348
2026-01-30 19:00:00,71.18,319,223.13,5322
2026-01-30 20:00:00,68.56,313,219.04,5759
2026-01-30 21:00:00,69.99,318,220.09,5901
2026-01-30 22:00:00,69.88,325,215.02,5732
2026-01-30 23:00:00,72.92,322,226.46,5821
2026-01-31 00:00:00,76.3,351,217.38,6709
2026-01-31 01:00:00,71.35,317,225.08,5605
2026-01-31 02:00:00,74.58,347,214.93,6034
2026-01-31 03:00:00,83.59,385,217.12,7226
2026-01-31 04:00:00,82.89,359,230.89,6855
2026-01-31 05:00:00,82.48,387,213.13,6967
2026-01-31 06:00:00,83.5,368,226.9,6826
2026-01-31 07:00:00,84.41,392,215.33,7324
2026-01-31 08:00:00,80.54,368,218.86,6476
2026-01-31 09:00:00,78.47,381,205.96,6761
2026-01-31 10:00:00,80.26,358,224.19,6690
2026-01-31 11:00:00,74.26,329,225.71,6259
2026-01-31 12:00:00,77.07,347,222.1,6359
2026-01-31 13:00:00,67.65,300,225.5,5224
2026-01-31 14:00:00,75.32,351,214.59,6715
2026-01-31 15:00:00,71.75,299,239.97,5276
2026-01-31 16:00:00,69.75,298,234.06,5297
2026-01-31 17:00:00,71.53,306,233.76,5576
2026-01-31 18:00:00,73.69,346,212.98,6539
2026-01-31 19:00:00,71.71,348,206.06,6435
2026-01-31 20:00:00,62.55,280,223.39,5123
2026-01-31 21:00:00,65.83,294,223.91,5385
2026-01-31 22:00:00,69.81,315,221.62,5679
2026-01-31 23:00:00,74.05,351,210.97,6430
2026-02-01 00:00:00,77.88,337,231.1,5560
2026-02-01 01:00:00,75.63,344,219.85,6133
2026-02-01 02:00:00,80.79,378,213.73,6852
2026-02-01 03:00:00,79.18,364,217.53,6322
2026-02-01 04:00:00,80.99,367,220.68,6683
2026-02-01 05:00:00,79.05,371,213.07,6637
2026-02-01 06:00:00,81.04,324,250.12,6183
2026-02-01 07:00:00,79.31,367,216.1,6921
2026-02-01 08:00:00,79.86,350,228.17,6207
2026-02-01 09:00:00,85.73,358,239.47,6414
2026-02-01 10:00:00,77.09,355,217.15,6375
2026-02-01 11:00:00,87.74,415,211.42,7380
2026-02-01 12:00:00,78.21,350,223.46,6339
2026-02-01 13:00:00,75.1,352,213.35,6184
2026-02-01 14:00:00,69.55,337,206.38,5840
2026-02-01 15:00:00,73.39,350,209.69,6425
2026-02-01 16:00:00,67.68,329,205.71,6048
2026-02-01 17:00:00,69.36,323,214.74,5653
2026-02-01 18:00:00,77.66,351,221.25,6497
2026-02-01 19:00:00,68.67,285,240.95,5004
2026-02-01 20:00:00,73.86,329,224.5,5973
2026-02-01 21:00:00,68.68,296,232.03,5492
2026-02-01 22:00:00,72.71,360,201.97,6473
2026-02-01 23:00:00,81.0,362,223.76,6607
2026-02-02 00:00:00,74.71,338,221.04,5981
2026-02-02 01:00:00,85.36,392,217.76,7017
2026-02-02 02:00:00,83.45,376,221.94,6727
2026-02-02 03:00:00,80.7,389,207.46,6853
2026-02-02 04:00:00,86.19,379,227.41,6787
2026-02-02 05:00:00,88.21,400,220.52,6890
2026-02-02 06:00:00,87.29,382,228.51,6778
2026-02-02 07:00:00,79.38,337,235.55,6009
2026-02-02 08:00:00,81.57,358,227.85,6393
2026-02-02 09:00:00,82.01,368,222.85,6576
2026-02-02 10:00:00,81.0,358,226.26,6432
2026-02-02 11:00:00,81.54,357,228.4,6522
2026-02-02 12:00:00,77.95,330,236.21,6115
2026-02-02 13:00:00,70.62,317,222.78,5576
2026-02-02 14:00:00,74.73,314,237.99,5411
2026-02-02 15:00:00,73.91,344,214.85,5984
2026-02-02 16:00:00,72.5,327,221.71,5789
2026-02-02 17:00:00,73.56,309,238.06,5492
2026-02-02 18:00:00,72.46,321,225.73,5624
2026-02-02 19:00:00,71.45,310,230.48,5321
2026-02-02 20:00:00,70.43,322,218.73,5705
2026-02-02 21:00:00,66.17,318,208.08,5760
2026-02-02 22:00:00,75.18,310,242.52,5699
2026-02-02 23:00:00,76.37,345,221.36,6099
2026-02-03 00:00:00,78.7,352,223.58,6253
2026-02-03 01:00:00,75.38,349,215.99,6097
2026-02-03 02:00:00,78.03,354,220.42,6366
2026-02-03 03:00:00,87.2,381,228.87,6688
2026-02-03 04:00:00,84.68,376,225.21,6883
2026-02-03 05:00:00,88.04,384,229.27,6555
2026-02-03 06:00:00,86.06,403,213.55,7182
2026-02-03 07:00:00,85.82,387,221.76,7026
2026-02-03 08:00:00,88.24,426,207.14,7705
2026-02-03 09:00:00,81.91,368,222.58,7163
2026-02-03 10:00:00,82.43,360,228.97,6550
2026-02-03 11:00:00,78.59,331,237.43,5757
2026-02-03 12:00:00,76.65,318,241.04,5705
2026-02-03 13:00:00,75.05,314,239.01,5297
2026-02-03 14:00:00,75.02,342,219.36,6140
2026-02-03 15:00:00,70.94,327,216.94,5719
2026-02-03 16:00:00,75.78,317,239.05,5889
2026-02-03 17:00:00,67.48,317,212.87,5596
2026-02-03 18:00:00,69.72,306,227.84,5485
2026-02-03 19:00:00,69.15,313,220.93,5507
2026-02-03 20:00:00,76.58,369,207.53,6990
2026-02-03 21:00:00,73.51,344,213.69,6128
2026-02-03 22:00:00,78.13,348,224.51,6631
2026-02-03 23:00:00,71.28,307,232.18,5689
2026-02-04 00:00:00,79.52,326,243.93,5964
2026-02-04 01:00:00,83.81,366,228.99,6662
2026-02-04 02:00:00,82.95,370,224.19,6739
2026-02-04 03:00:00,88.08,382,230.58,6490
2026-02-04 04:00:00,83.85,375,223.6,6694
2026-02-04 05:00:00,91.42,413,221.36,7603
2026-02-04 06:00:00,94.84,423,224.21,7604
2026-02-04 07:00:00,85.29,374,228.05,6451
2026-02-04 08:00:00,84.24,382,220.52,6866
2026-02-04 09:00:00,89.65,410,218.66,7721
2026-02-04 10:00:00,88.47,382,231.6,7125
2026-02-04 11:00:00,79.21,378,209.55,6792
2026-02-04 12:00:00,77.54,347,223.46,6436
2026-02-04 13:00:00,75.99,342,222.19,6083
2026-02-04 14:00:00,70.37,327,215.2,5545
2026-02-04 15:00:00,70.24,320,219.5,5575
2026-02-04 16:00:00,68.71,323,212.72,6127
2026-02-04 17:00:00,68.77,314,219.01,5597
2026-02-04 18:00:00,71.1,311,228.62,5549
2026-02-04 19:00:00,72.35,331,218.58,5898
2026-02-04 20:00:00,77.79,333,233.6,6375
2026-02-04 21:00:00,70.17,317,221.36,6031
2026-02-04 22:00:00,78.8,354,222.6,6816
2026-02-04 23:00:00,76.57,341,224.55,6106
2026-02-05 00:00:00,79.26,355,223.27,6449
2026-02-05 01:00:00,83.9,349,240.4,5979
2026-02-05 02:00:00,79.57,350,227.34,6595
2026-02-05 03:00:00,86.53,391,221.3,6804
2026-02-05 04:00:00,87.08,394,221.02,7135
2026-02-05 05:00:00,89.06,385,231.32,6711
2026-02-05 06:00:00,88.65,418,212.08,7406
2026-02-05 07:00:00,96.0,419,229.12,7375
2026-02-05 08:00:00,84.41,394,214.24,6970
2026-02-05 09:00:00,83.54,382,218.69,6768
2026-02-05 10:00:00,81.6,358,227.93,6334
2026-02-05 11:00:00,79.94,386,207.1,7115
2026-02-05 12:00:00,77.62,331,234.5,5737
2026-02-05 13:00:00,81.98,383,214.05,6938
2026-02-05 14:00:00,80.89,379,213.43,7066
2026-02-05 15:00:00,72.3,315,229.52,5567
2026-02-05 16:00:00,70.15,337,208.16,5922
2026-02-05 17:00:00,73.95,329,224.77,5876
2026-02-05 18:00:00,70.13,320,219.16,5996
2026-02-05 19:00:00,74.58,340,219.35,6159
2026-02-05 20:00:00,73.91,331,223.29,5852
2026-02-05 21:00:00,69.2,324,213.58,5929
2026-02-05 22:00:00,81.62,379,215.36,6602
2026-02-05 23:00:00,84.45,354,238.56,6508
2026-02-06 00:00:00,78.13,371,210.59,6760
2026-02-06 01:00:00,81.02,340,238.29,6058
2026-02-06 02:00:00,85.34,400,213.35,7032
2026-02-06 03:00:00,87.2,409,213.2,7185
2026-02-06 04:00:00,89.64,387,231.63,7073
2026-02-06 05:00:00,95.21,422,225.62,7842
2026-02-06 06:00:00,87.86,379,231.82,6695
2026-02-06 07:00:00,85.45,381,224.28,6950
2026-02-06 08:00:00,82.65,367,225.2,6189
2026-02-06 09:00:00,83.68,388,215.67,6867
2026-02-06 10:00:00,84.5,400,211.25,7194
2026-02-06 11:00:00,89.01,421,211.43,7396
2026-02-06 12:00:00,78.88,347,227.32,6059
2026-02-06 13:00:00,79.44,354,224.41,6238
2026-02-06 14:00:00,76.7,320,239.69,5818
2026-02-06 15:00:00,79.3,345,229.86,6173
2026-02-06 16:00:00,82.75,387,213.82,6518
2026-02-06 17:00:00,71.28,345,206.61,5786
2026-02-06 18:00:00,71.19,302,235.73,5315
2026-02-06 19:00:00,76.86,337,228.07,6158
2026-02-06 20:00:00,76.43,344,222.18,5642
2026-02-06 21:00:00,81.81,372,219.92,6596
2026-02-06 22:00:00,79.08,344,229.88,6087
2026-02-06 23:00:00,77.75,356,218.4,6686
2026-02-07 00:00:00,83.18,367,226.65,6529
2026-02-07 01:00:00,87.1,392,222.19,7133
2026-02-07 02:00:00,88.05,404,217.95,7300
2026-02-07 03:00:00,88.65,399,222.18,6756
2026-02-07 04:00:00,91.91,407,225.82,7480
2026-02-07 05:00:00,93.11,417,223.29,7549
2026-02-07 06:00:00,94.16,422,223.13,7698
2026-02-07 07:00:00,91.35,406,225.0,8093
2026-02-07 08:00:00,87.73,391,224.37,6621
2026-02-07 09:00:00,87.6,418,209.57,7869
2026-02-07 10:00:00,89.68,412,217.67,7359
2026-02-07 11:00:00,80.71,359,224.82,6519
2026-02-07 12:00:00,82.82,383,216.24,6885
2026-02-07 13:00:00,78.12,347,225.13,6161
2026-02-07 14:00:00,77.7,367,211.72,6492
2026-02-07 15:00:00,80.45,368,218.61,6690
2026-02-07 16:00:00,75.41,338,223.11,5781
2026-02-07 17:00:00,74.14,340,218.06,6270
2026-02-07 18:00:00,68.98,287,240.35,5083
2026-02-07 19:00:00,76.66,328,233.72,5678
2026-02-07 20:00:00,77.14,329,234.47,5832
2026-02-07 21:00:00,83.76,379,221.0,7073
2026-02-07 22:00:00,76.8,372,206.45,6589
2026-02-07 23:00:00,80.61,396,203.56,7200
2026-02-08 00:00:00,82.82,382,216.81,6730
2026-02-08 01:00:00,89.58,411,217.96,7550
2026-02-08 02:00:00,85.69,359,238.69,6599
2026-02-08 03:00:00,88.69,391,226.83,7408
2026-02-08 04:00:00,91.15,398,229.02,7129
2026-02-08 05:00:00,90.51,398,227.41,7298
2026-02-08 06:00:00,88.6,396,223.74,7148
2026-02-08 07:00:00,90.6,401,225.94,7477
2026-02-08 08:00:00,92.92,388,239.48,6840
2026-02-08 09:00:00,84.33,391,215.68,7187
2026-02-08 10:00:00,86.77,374,232.01,6693
2026-02-08 11:00:00,81.96,372,220.32,6683
2026-02-08 12:00:00,86.56,421,205.61,7596
2026-02-08 13:00:00,75.01,324,231.51,5882
2026-02-08 14:00:00,76.49,306,249.97,5485
2026-02-08 15:00:00,78.14,347,225.19,6289
2026-02-08 16:00:00,81.06,381,212.76,7174
2026-02-08 17:00:00,74.59,365,204.36,6767
2026-02-08 18:00:00,72.64,308,235.84,5718
2026-02-08 19:00:00,81.47,374,217.83,6641
2026-02-08 20:00:00,70.66,311,227.2,5420
2026-02-08 21:00:00,69.34,310,223.68,5771
2026-02-08 22:00:00,80.26,401,200.15,7393
2026-02-08 23:00:00,78.93,333,237.03,6289
2026-02-09 00:00:00,79.22,360,220.06,6359
2026-02-09 01:00:00,87.38,400,218.45,7154
2026-02-09 02:00:00,87.72,411,213.43,7070
2026-02-09 03:00:00,86.58,391,221.43,6960
2026-02-09 04:00:00,85.38,389,219.49,7201
2026-02-09 05:00:00,93.75,416,225.36,7395
2026-02-09 06:00:00,93.28,424,220.0,7760
2026-02-09 07:00:00,90.42,402,224.93,7198
2026-02-09 08:00:00,96.46,443,217.74,8039
2026-02-09 09:00:00,85.02,377,225.52,6556
2026-02-09 10:00:00,81.8,374,218.72,6749
2026-02-09 11:00:00,82.83,372,222.66,6098
2026-02-09 12:00:00,83.05,391,212.4,7001
2026-02-09 13:00:00,82.03,368,222.91,6298
2026-02-09 14:00:00,78.44,326,240.61,6109
2026-02-09 15:00:00,78.89,374,210.94,6887
2026-02-09 16:00:00,72.04,311,231.64,5691
2026-02-09 17:00:00,80.71,353,228.64,6658
2026-02-09 18:00:00,75.14,329,228.39,5732
2026-02-09 19:00:00,79.64,379,210.13,7171
2026-02-09 20:00:00,77.76,318,244.53,5910
2026-02-09 21:00:00,79.47,405,196.22,7243
2026-02-09 22:00:00,81.56,383,212.95,7121
2026-02-09 23:00:00,83.1,377,220.42,6565
2026-02-10 00:00:00,85.88,386,222.49,6783
2026-02-10 01:00:00,90.39,411,219.93,7276
2026-02-10 02:00:00,88.39,406,217.71,7202
2026-02-10 03:00:00,91.88,423,217.21,7403
2026-02-10 04:00:00,90.39,415,217.81,7715
2026-02-10 05:00:00,96.58,436,221.51,7796
2026-02-10 06:00:00,89.48,400,223.7,7271
2026-02-10 07:00:00,97.91,438,223.54,7770
2026-02-10 08:00:00,90.7,405,223.95,6926
2026-02-10 09:00:00,84.6,398,212.56,7218
2026-02-10 10:00:00,88.43,407,217.27,6944
2026-02-10 11:00:00,83.71,333,251.38,5980
2026-02-10 12:00:00,87.0,401,216.96,6944
2026-02-10 13:00:00,79.73,362,220.25,6913
2026-02-10 14:00:00,78.56,353,222.55,6536
2026-02-10 15:00:00,71.89,318,226.07,5745
2026-02-10 16:00:00,75.68,357,211.99,6679
2026-02-10 17:00:00,68.02,320,212.56,5591
2026-02-10 18:00:00,70.72,307,230.36,5635
2026-02-10 19:00:00,79.23,363,218.26,6574
2026-02-10 20:00:00,80.16,346,231.68,6281
2026-02-10 21:00:00,80.2,340,235.88,6374
2026-02-10 22:00:00,77.02,337,228.55,6212
2026-02-10 23:00:00,82.2,383,214.62,6952
2026-02-11 00:00:00,84.46,394,214.37,6761
2026-02-11 01:00:00,82.53,379,217.76,6630
2026-02-11 02:00:00,93.81,433,216.65,7769
2026-02-11 03:00:00,93.31,428,218.01,7723
2026-02-11 04:00:00,90.77,399,227.49,6956
2026-02-11 05:00:00,92.47,423,218.61,8096
2026-02-11 06:00:00,93.41,432,216.23,8079
2026-02-11 07:00:00,85.3,395,215.95,7230
2026-02-11 08:00:00,90.82,427,212.69,7700
2026-02-11 09:00:00,88.06,407,216.36,7284
2026-02-11 10:00:00,85.32,389,219.33,6812
2026-02-11 11:00:00,85.95,403,213.28,7269
2026-02-11 12:00:00,91.19,410,222.41,7432
2026-02-11 13:00:00,85.1,370,230.0,6412
2026-02-11 14:00:00,78.97,353,223.71,6421
2026-02-11 15:00:00,81.35,355,229.15,6359
