peca_id,tipo_maquina,material_peca,fluido_corte,turno_operacao,rotacao_rpm,avancao_mm_min,profundidade_corte_mm,desgaste_ferramenta_um,temperatura_mancal_c,pressao_hidraulica_bar,tempo_ciclo_robo_seg,dias_desde_calibracao,ruido_sensor_vibracao_hz,codigo_lote_materia_prima,clp_ip_hash,peca_defeituosa
PEC-81718,Celula_Robotica,Aco_Inox,Soluvel,Turno_1,3069.0,236.5,2.11,81.9,68.1,105.3,41.3,46,-15.19,9025,CLP-D2C7F,1
PEC-81719,Torno_CNC,Aco_Carbono,Sintetico,Turno_3,3971.7,295.4,3.43,78.6,85.2,130.2,58.6,74,4.96,9261,CLP-A283B,1
PEC-81720,Torno_CNC,Aco_Carbono,Seco,Turno_1,3124.1,341.2,2.49,137.1,61.3,160.9,29.2,139,-7.47,1682,CLP-E8822,1
PEC-81721,Torno_CNC,Aluminio,Soluvel,Turno_1,2732.0,209.2,3.01,15.3,62.7,142.6,51.6,59,-22.91,5532,CLP-F3BB2,1
PEC-81722,Torno_CNC,Aco_Carbono,Soluvel,Turno_1,3423.5,150.2,3.87,16.2,68.4,117.3,44.8,63,-25.18,7851,CLP-2ADB7,1
PEC-81723,Torno_CNC,Aco_Carbono,Semi_Sintetico,Turno_3,2899.8,223.5,0.66,22.7,50.8,131.5,59.5,99,-29.16,5490,CLP-1E957,0
PEC-81724,Fresadora,Aco_Inox,Sintetico,Turno_2,3170.1,295.2,4.2,32.0,73.3,111.7,47.8,27,4.69,8191,CLP-227FA,1
PEC-81725,Torno_CNC,Latao,Seco,Turno_1,2629.0,353.6,1.82,,65.9,112.6,27.8,31,-0.3,7237,CLP-D41F5,1
PEC-81726,torno_cnc,Aco_Carbono,Soluvel,Turno_1,2733.5,315.5,0.69,52.2,66.1,104.5,57.9,85,-14.92,7536,CLP-2A870,1
PEC-81727,Celula_Robotica,Aco_Inox,Soluvel,Turno_1,,314.3,3.84,5.3,71.5,105.5,43.1,108,6.99,1317,CLP-1EF7E,1
PEC-81728,Centro_Usinagem,Aco_Inox,Sintetico,Turno_1,3252.1,207.5,4.24,5.6,69.5,128.3,28.7,72,1.06,4141,CLP-3B652,1
PEC-81729,Fresadora,Aco_Inox,Sintetico,Turno_3,2850.8,208.9,3.57,49.1,69.9,142.2,41.8,28,10.85,7772,CLP-535DB,1
PEC-81730,Torno_CNC,Aco_Inox,Soluvel,Turno_2,,183.8,3.72,,60.3,135.6,45.3,22,7.59,2996,CLP-82B71,1
PEC-81731,Fresadora,Aco_Carbono,Sintetico,Turno_2,2926.8,216.7,3.99,57.4,83.8,141.9,36.6,90,7.79,2891,CLP-A7ADC,1
PEC-81732,torno_cnc,Aluminio,Soluvel,Turno_1,2847.3,295.7,2.59,9.4,47.5,131.8,32.7,111,19.73,9647,CLP-375F5,0
PEC-81733, TORNO_CNC ,Aco_Carbono,Soluvel,Turno_2,3723.8,331.2,3.22,100.7,56.8,119.5,47.4,131,3.28,6759,CLP-E1166,1
PEC-81734,Torno_CNC,Aco_Carbono,Sintetico,Turno_1,3552.3,267.3,1.65,30.8,58.4,112.1,35.0,122,1.73,5279,CLP-2953A,1
PEC-81735,Centro_Usinagem,Aluminio,Soluvel,Turno_1,3190.4,237.2,1.5,52.5,56.4,128.7,36.8,103,2.13,2058,CLP-348C4,0
PEC-81736, TORNO_CNC ,Aluminio,Sintetico,Turno_2,3265.0,196.7,2.94,12.9,44.0,94.8,55.9,159,17.91,4538,CLP-D7CD2,0
PEC-81737,Torno_CNC,Aco_Inox,Soluvel,Turno_1,3196.2,244.4,3.44,32.9,84.7,110.9,42.4,62,26.8,6057,CLP-753C2,1
PEC-81738, TORNO_CNC ,Aco_Inox,Soluvel,Turno_2,3419.2,260.2,2.09,19.0,72.7,108.2,35.3,173,-12.44,7231,CLP-A2BCC,1
PEC-81739, TORNO_CNC ,Aluminio,Soluvel,Turno_3,2840.2,176.8,2.1,133.8,57.4,138.7,37.8,112,-1.09,2465,CLP-9E3A2,1
PEC-81740,Centro_Usinagem,Aco_Inox,Soluvel,Turno_1,3588.1,296.1,4.32,27.5,73.4,99.3,48.1,84,34.17,5940,CLP-7E761,1
PEC-81741,Fresadora,Aco_Inox,Soluvel,Turno_3,3359.1,228.8,2.57,54.3,63.1,133.9,48.4,18,-5.94,2849,CLP-4DF74,1
PEC-81742,Fresadora,Aco_Carbono,Sintetico,Turno_1,3081.6,293.1,4.45,37.4,61.5,125.8,50.3,29,-33.47,7230,CLP-CE29A,0
PEC-81743,Torno_CNC,Aluminio,Semi_Sintetico,Turno_1,2980.5,249.5,3.95,8.5,53.5,126.0,51.4,82,-19.53,7169,CLP-B88C4,1
PEC-81744, TORNO_CNC ,Aco_Inox,Soluvel,Turno_2,3578.5,264.9,3.06,32.4,65.2,113.0,47.7,101,-9.84,2700,CLP-3699A,1
PEC-81745, TORNO_CNC ,Aluminio,Soluvel,Turno_2,3132.3,214.9,0.54,32.2,57.4,98.1,49.9,69,-19.37,1751,CLP-2AD20,0
PEC-81746,Torno_CNC,Aco_Carbono,Seco,Turno_1,2885.5,232.8,1.68,49.0,53.3,127.5,41.2,34,14.25,1613,CLP-2719B,1
PEC-81747,Torno_CNC,Aco_Inox,Soluvel,Turno_3,3026.9,282.1,2.17,18.6,76.5,133.3,36.1,104,16.0,3776,CLP-21B32,1
PEC-81748,Fresadora,Aco_Inox,Soluvel,Turno_3,3546.1,243.4,3.11,74.0,55.1,127.5,55.9,178,-12.41,7582,CLP-39AD3,1
PEC-81749,Torno_CNC,Latao,Soluvel,Turno_1,,194.8,2.08,39.1,81.9,117.8,52.0,47,0.51,5428,CLP-527BB,1
PEC-81750,torno_cnc,Aco_Inox,Sintetico,Turno_3,3040.1,255.6,3.81,6.4,56.4,102.9,42.7,90,-22.11,9103,CLP-62669,0
PEC-81751,Torno_CNC,Aco_Inox,Soluvel,Turno_2,3681.8,269.3,3.15,47.9,47.0,110.7,39.7,70,11.66,6482,CLP-A670A,1
PEC-81752,Torno_CNC,Aluminio,Sintetico,Turno_3,3124.3,318.6,1.89,88.1,71.3,126.8,63.3,39,10.84,6678,CLP-ADBC4,1
PEC-81753,Torno_CNC,Aco_Carbono,Soluvel,Turno_1,3322.8,307.6,3.64,45.2,59.6,108.1,37.8,86,-17.08,6558,CLP-6CF32,1
PEC-81754,Celula_Robotica,Aco_Inox,Soluvel,Turno_3,3689.0,246.8,1.71,21.7,46.0,105.6,46.8,4,15.78,3809,CLP-3C594,0
PEC-81755,Centro_Usinagem,Aco_Inox,Soluvel,Turno_1,3601.5,222.6,0.75,36.3,68.1,98.3,39.6,176,-7.37,1451,CLP-BEFED,1
PEC-81756,Celula_Robotica,Aco_Inox,Sintetico,Turno_3,3002.0,238.6,1.19,11.6,49.3,128.0,41.7,64,-6.56,8211,CLP-74BDB,0
PEC-81757, TORNO_CNC ,Latao,Sintetico,Turno_2,3141.3,223.8,0.51,37.2,41.1,127.7,39.0,68,-12.16,9779,CLP-DF9A0,0
PEC-81758,Torno_CNC,Aco_Inox,Soluvel,Turno_1,3607.1,275.3,3.83,29.3,73.1,137.3,27.7,57,-7.34,8235,CLP-8ECFA,1
PEC-81759,torno_cnc,Aluminio,Soluvel,Turno_1,3622.8,302.1,3.01,5.9,82.9,87.8,48.1,127,-19.41,4361,CLP-40E2B,1
PEC-81760, TORNO_CNC ,Latao,Sintetico,Turno_3,3160.4,312.0,2.78,18.6,60.3,137.6,50.3,2,-25.16,6199,CLP-64DCA,0
PEC-81761,Centro_Usinagem,Aco_Inox,Semi_Sintetico,Turno_2,3175.9,229.4,3.15,12.4,79.5,136.7,39.7,27,7.47,2905,CLP-E5756,1
PEC-81762,Torno_CNC,Latao,Soluvel,Turno_1,3320.5,224.4,3.11,22.3,74.6,138.1,65.9,13,17.15,7295,CLP-E2884,0
PEC-81763, TORNO_CNC ,Latao,Sintetico,Turno_2,3815.1,229.0,2.76,14.7,73.0,121.8,47.3,105,-9.39,5010,CLP-E2E78,0
PEC-81764,Torno_CNC,Aco_Carbono,Soluvel,Turno_3,3680.4,153.4,3.87,67.9,63.0,123.3,46.3,147,2.24,1765,CLP-8F3E6,1
PEC-81765,Torno_CNC,Aco_Inox,Soluvel,Turno_1,3512.0,189.9,2.26,46.9,57.8,123.3,48.1,149,-18.97,7051,CLP-3F70A,1
PEC-81766,Fresadora,Aluminio,Soluvel,Turno_1,2714.6,248.3,3.72,52.2,69.1,106.3,40.3,73,-16.25,7387,CLP-1D09B,1
PEC-81767, TORNO_CNC ,Aco_Carbono,Semi_Sintetico,Turno_3,3076.3,269.0,3.65,20.7,72.8,106.9,37.2,139,3.68,1723,CLP-A5CBD,1
PEC-81768, TORNO_CNC ,Latao,Soluvel,Turno_1,3100.0,274.6,1.3,5.1,49.9,123.4,38.9,35,-14.14,8923,CLP-987FB,0
PEC-81769, TORNO_CNC ,Aco_Inox,Semi_Sintetico,Turno_1,3838.3,211.0,2.32,13.7,61.1,116.3,40.6,74,9.53,8957,CLP-388A7,1
PEC-81770, TORNO_CNC ,Aco_Carbono,Sintetico,Turno_1,,225.4,3.84,54.3,62.7,130.7,49.5,41,-12.29,5962,CLP-73776,1
PEC-81771,Fresadora,Aco_Inox,Semi_Sintetico,Turno_3,3764.0,236.5,3.82,37.3,61.6,114.7,42.0,6,24.1,5141,CLP-53BAB,1
PEC-81772,Centro_Usinagem,Aco_Inox,Soluvel,Turno_1,2943.2,230.9,0.6,32.1,56.9,98.0,49.9,120,20.15,7490,CLP-E92F8,0
PEC-81773,Celula_Robotica,Aluminio,Soluvel,Turno_2,2979.1,284.4,1.39,16.5,49.0,98.7,34.9,21,27.28,8835,CLP-339E8,1
PEC-81774,Fresadora,Aco_Carbono,Seco,Turno_3,3416.7,184.6,2.2,7.8,61.3,108.6,39.8,142,9.66,1540,CLP-B328D,1
PEC-81775,Torno_CNC,Aluminio,Sintetico,Turno_1,3905.7,192.5,0.69,58.8,61.7,130.9,39.3,43,-23.86,4347,CLP-D213F,1
PEC-81776,Fresadora,Aluminio,Semi_Sintetico,Turno_3,3104.7,235.1,1.54,6.4,59.3,112.2,14.5,50,6.23,6446,CLP-BFC30,0
PEC-81777, TORNO_CNC ,Latao,Soluvel,Turno_2,2046.8,181.7,1.53,7.1,72.8,124.5,41.3,167,4.07,3976,CLP-9E411,1
PEC-81778,Torno_CNC,Aco_Inox,Soluvel,Turno_2,2496.1,155.0,1.36,17.2,48.6,94.9,36.7,45,-4.27,9908,CLP-D9F05,1
PEC-81779,Centro_Usinagem,Aluminio,Sintetico,Turno_1,3334.1,175.3,2.09,34.8,68.4,122.4,48.7,112,-7.78,5040,CLP-AAA4B,1
PEC-81780,Torno_CNC,Aco_Inox,Soluvel,Turno_2,2536.3,237.9,3.75,175.0,43.5,120.6,50.9,76,-5.3,3703,CLP-50011,1
PEC-81781,Centro_Usinagem,Aco_Inox,Sintetico,Turno_1,,281.5,1.48,8.3,64.2,137.9,33.8,98,-16.24,1872,CLP-EB645,1
PEC-81782, TORNO_CNC ,Aluminio,Soluvel,Turno_1,3205.6,282.6,2.83,27.4,37.9,122.3,43.0,39,-2.03,2596,CLP-85DFD,0
PEC-81783,Fresadora,Latao,Soluvel,Turno_3,2097.8,329.4,2.73,,54.3,131.4,34.8,179,-14.34,7596,CLP-A31F7,1
PEC-81784,Fresadora,Aluminio,Soluvel,Turno_1,3029.1,255.1,3.77,65.6,64.7,149.2,47.6,138,-19.68,1011,CLP-562E1,1
PEC-81785,Centro_Usinagem,Aco_Carbono,Soluvel,Turno_3,2675.8,261.8,2.08,45.9,47.9,120.6,39.5,166,-11.17,3353,CLP-18DD0,1
PEC-81786,Fresadora,Aco_Inox,Soluvel,Turno_1,2525.4,237.5,1.39,62.7,48.0,143.0,40.7,89,-8.37,7541,CLP-BAA86,1
PEC-81787,Fresadora,Aco_Inox,Sintetico,Turno_1,2839.0,239.9,4.07,30.9,76.8,121.9,43.3,116,-0.7,5986,CLP-57559,1
PEC-81788,Torno_CNC,Aluminio,Soluvel,Turno_3,2718.9,354.0,3.83,,45.9,112.0,47.3,12,9.17,6274,CLP-A5FA8,0
PEC-81789,torno_cnc,Aco_Inox,Soluvel,Turno_1,3411.3,263.1,2.99,38.7,63.6,118.4,45.4,164,-32.49,4248,CLP-6D177,1
PEC-81790,Torno_CNC,Aco_Inox,Semi_Sintetico,Turno_3,3738.4,267.4,0.87,85.9,82.7,112.4,48.1,13,14.69,6429,CLP-2286E,1
PEC-81791,Fresadora,Aluminio,Soluvel,Turno_2,3036.0,192.7,0.56,33.0,66.7,112.9,50.8,19,32.93,7217,CLP-5F026,0
PEC-81792,torno_cnc,Aco_Inox,Soluvel,Turno_1,2931.7,270.5,1.23,37.6,65.3,111.4,43.9,101,33.88,9517,CLP-9A9D7,1
PEC-81793,Fresadora,Aco_Inox,Sintetico,Turno_2,3013.6,282.9,1.29,19.4,56.4,115.4,36.7,56,-18.35,7355,CLP-60657,1
PEC-81794,Torno_CNC,Aluminio,Seco,Turno_1,2701.3,305.5,1.04,36.7,56.5,130.7,32.2,159,-3.97,7192,CLP-9DCB3,1
PEC-81795,Torno_CNC,Aluminio,Soluvel,Turno_1,2620.1,281.5,1.55,39.6,63.0,94.5,38.9,155,-8.58,7423,CLP-E6C92,1
PEC-81796,Fresadora,Latao,Soluvel,Turno_2,2459.5,243.7,1.85,54.0,41.0,124.3,46.8,83,-0.18,7596,CLP-3A49B,0
PEC-81797,Torno_CNC,Aluminio,Sintetico,Turno_1,2601.7,241.5,3.52,34.7,77.2,121.8,33.9,53,34.83,7963,CLP-C2843,1
PEC-81798,Torno_CNC,Aluminio,Soluvel,Turno_1,3934.4,246.4,3.34,12.7,67.5,140.8,53.6,140,-9.74,6190,CLP-8906E,1
PEC-81799,Torno_CNC,Latao,Semi_Sintetico,Turno_3,2889.3,255.4,0.92,35.5,44.0,114.5,36.6,60,-18.8,2401,CLP-A59C7,0
PEC-81800,Celula_Robotica,Aco_Carbono,Seco,Turno_3,1876.3,313.4,4.41,17.4,77.3,137.0,44.1,88,16.53,6361,CLP-A1536,1
PEC-81801,Fresadora,Aco_Inox,Seco,Turno_2,2935.8,303.6,3.51,,73.2,107.1,56.8,103,7.77,2304,CLP-67D64,1
PEC-81802, TORNO_CNC ,Aco_Inox,Soluvel,Turno_2,2484.3,287.6,1.15,66.1,70.3,113.2,43.5,149,-3.52,5987,CLP-A2C71,1
PEC-81803,Torno_CNC,Aluminio,Soluvel,Turno_2,3226.8,351.5,1.0,7.4,91.8,126.2,36.3,24,3.18,6241,CLP-F1375,1
PEC-81804,Torno_CNC,Aluminio,Seco,Turno_2,3178.2,117.2,0.85,40.0,66.2,129.1,24.9,62,27.61,5936,CLP-E2AC1,1
PEC-81805,Fresadora,Aco_Carbono,Soluvel,Turno_2,3225.1,227.0,3.43,161.3,83.4,116.0,48.2,22,0.68,7570,CLP-211DA,1
PEC-81806,Fresadora,Aco_Carbono,Soluvel,Turno_3,3181.7,249.4,1.45,8.2,65.3,123.3,47.5,103,-1.65,5776,CLP-2FFE0,1
PEC-81807,Torno_CNC,Aluminio,Sintetico,Turno_1,3032.3,216.4,0.79,13.7,70.4,117.5,49.6,159,-16.03,6104,CLP-F1015,1
PEC-81808,Torno_CNC,Latao,Soluvel,Turno_2,2544.8,203.5,2.19,55.1,58.4,131.9,45.9,83,1.96,2252,CLP-C66FD,1
PEC-81809,Torno_CNC,Aluminio,Soluvel,Turno_3,3166.4,164.1,3.33,8.6,42.4,117.8,40.7,141,-11.68,4547,CLP-E9DF2,1
PEC-81810,Fresadora,Aco_Inox,Semi_Sintetico,Turno_2,3658.5,234.4,1.72,67.6,43.1,116.7,38.7,98,-7.62,9393,CLP-975E2,1
PEC-81811,Fresadora,Aco_Carbono,Soluvel,Turno_3,4016.2,294.7,2.43,5.0,64.0,134.9,45.3,170,3.29,3102,CLP-D397B,1
PEC-81812,Torno_CNC,Aco_Inox,Soluvel,Turno_1,,288.7,1.27,82.2,62.2,123.2,52.9,34,6.98,6299,CLP-34BE9,1
PEC-81813,Torno_CNC,Aco_Carbono,Soluvel,Turno_1,3141.7,212.4,2.22,7.4,50.8,130.0,21.3,162,0.49,4562,CLP-6CF3B,0
PEC-81814,Torno_CNC,Latao,Sintetico,Turno_3,3425.2,261.0,1.94,94.3,61.7,157.5,52.5,155,26.74,1665,CLP-194AA,1
PEC-81815,Celula_Robotica,Aluminio,Soluvel,Turno_1,3872.0,317.9,2.24,75.0,70.4,90.2,42.7,97,5.81,8145,CLP-1AEAF,1
PEC-81816,Torno_CNC,Aluminio,Soluvel,Turno_2,2981.2,174.0,2.36,32.1,80.5,104.6,43.7,71,-8.23,2519,CLP-C20B6,1
PEC-81817,Fresadora,Aluminio,Sintetico,Turno_1,3511.7,242.1,0.87,57.7,56.7,106.1,50.6,90,13.2,9734,CLP-BDF42,1
PEC-81818,Fresadora,Aco_Inox,Semi_Sintetico,Turno_3,2829.7,264.3,0.87,7.7,69.7,107.2,43.6,26,16.64,1279,CLP-20495,0
PEC-81819, TORNO_CNC ,Aco_Inox,Soluvel,Turno_2,3348.4,250.5,1.54,10.1,85.9,141.3,46.8,178,-9.49,4861,CLP-A9D6A,1
PEC-81820,Torno_CNC,Aluminio,Semi_Sintetico,Turno_1,3636.8,292.5,0.96,21.1,74.0,80.0,31.9,121,15.08,7992,CLP-9EAB7,1
PEC-81821,Torno_CNC,Aco_Carbono,Soluvel,Turno_2,,175.1,1.51,,55.8,127.2,42.8,21,-3.18,7611,CLP-92D42,0
PEC-81822,Fresadora,Aluminio,Sintetico,Turno_2,2963.7,199.7,0.6,75.9,66.2,97.0,49.1,145,1.21,5330,CLP-AE294,1
PEC-81823,Fresadora,Aco_Inox,Soluvel,Turno_1,3629.7,284.1,1.9,32.4,67.2,120.4,41.9,160,-12.64,2924,CLP-C02B4,1
PEC-81824,Fresadora,Aluminio,Soluvel,Turno_2,,164.9,1.35,43.3,72.6,123.9,42.3,155,-38.92,7498,CLP-A24ED,1
PEC-81825,torno_cnc,Aco_Carbono,Sintetico,Turno_2,3666.2,290.6,4.07,44.9,65.5,133.6,46.3,44,15.08,4152,CLP-2933A,1
PEC-81826,Torno_CNC,Aluminio,Soluvel,Turno_1,3581.8,272.5,3.93,78.5,70.8,116.0,48.4,66,-10.6,7447,CLP-2BE4C,1
PEC-81827,Celula_Robotica,Aluminio,Soluvel,Turno_3,3046.5,287.1,1.7,57.5,77.2,117.4,57.2,108,3.02,3598,CLP-654BA,1
PEC-81828,Fresadora,Aco_Carbono,Soluvel,Turno_1,4189.6,226.5,2.4,137.1,52.4,89.3,48.5,168,5.18,6093,CLP-A9ECC,1
PEC-81829,Torno_CNC,Aluminio,Sintetico,Turno_1,3261.6,275.5,4.32,5.7,49.2,154.2,55.8,163,12.47,7302,CLP-57144,1
PEC-81830,Celula_Robotica,Aluminio,Soluvel,Turno_2,1824.9,191.4,2.6,13.2,72.3,124.6,44.2,149,-15.36,9592,CLP-D78B9,1
PEC-81831,Fresadora,Aco_Carbono,Soluvel,Turno_2,3072.9,229.3,3.89,98.3,63.2,126.6,26.1,6,-8.21,4213,CLP-3BF51,1
PEC-81832,torno_cnc,Aco_Inox,Soluvel,Turno_3,2988.9,251.8,3.81,,75.4,136.1,41.6,32,5.11,5297,CLP-A2A18,1
PEC-81833,Fresadora,Latao,Soluvel,Turno_1,3557.9,205.1,4.27,15.9,78.1,119.0,38.5,140,14.34,7831,CLP-F1845,1
PEC-81834,Centro_Usinagem,Aco_Inox,Soluvel,Turno_1,2997.0,260.9,1.72,133.1,42.8,126.4,44.5,82,10.16,3064,CLP-3981A,1
PEC-81835,Fresadora,Aco_Inox,Soluvel,Turno_1,3694.5,192.8,0.67,76.4,55.0,130.7,42.4,142,-14.97,7737,CLP-9EE91,1
PEC-81836,Torno_CNC,Aco_Carbono,Soluvel,Turno_3,3451.1,263.4,0.92,7.3,63.5,97.9,47.1,2,8.14,9927,CLP-E3199,1
PEC-81837,Torno_CNC,Aco_Inox,Soluvel,Turno_2,2750.0,337.1,2.79,63.4,52.7,128.0,39.6,151,-5.01,5678,CLP-32E15,1
PEC-81838,Celula_Robotica,Aco_Carbono,Semi_Sintetico,Turno_2,3136.8,187.2,2.62,58.7,59.3,151.1,46.7,127,11.65,2537,CLP-5C38E,1
PEC-81839,Torno_CNC,Aco_Carbono,Sintetico,Turno_1,2851.0,248.9,1.69,13.7,49.7,146.2,48.0,118,4.88,1889,CLP-ED9EA,1
PEC-81840, TORNO_CNC ,Aco_Carbono,Semi_Sintetico,Turno_3,3283.1,169.1,1.49,43.7,59.7,143.0,45.3,144,-10.35,9215,CLP-3B664,1
PEC-81841, TORNO_CNC ,Latao,Soluvel,Turno_2,2848.3,208.4,3.34,128.0,53.4,148.7,33.3,146,22.49,4796,CLP-3B924,1
PEC-81842, TORNO_CNC ,Aco_Inox,Seco,Turno_3,3233.5,285.1,1.86,44.4,69.1,101.1,52.2,2,7.13,1717,CLP-D6BEF,1
PEC-81843,Fresadora,Aco_Carbono,Soluvel,Turno_1,3077.5,228.5,2.92,,75.8,112.1,50.0,173,7.11,4714,CLP-C17AD,1
PEC-81844,Celula_Robotica,Aco_Inox,Seco,Turno_2,3131.5,287.1,3.35,8.7,69.9,106.3,43.5,117,1.26,2632,CLP-52197,1
PEC-81845,Torno_CNC,Aluminio,Soluvel,Turno_3,4122.9,267.8,2.22,50.5,96.2,172.4,30.5,109,4.98,9835,CLP-BB940,1
PEC-81846,Torno_CNC,Aco_Carbono,Soluvel,Turno_2,3037.8,246.8,1.27,13.0,76.3,123.7,47.4,109,-2.87,4967,CLP-315D3,1
PEC-81847,Torno_CNC,Aco_Inox,Soluvel,Turno_1,2329.5,198.5,3.94,7.6,75.8,98.8,40.8,176,29.55,3627,CLP-9E437,1
PEC-81848,Centro_Usinagem,Aluminio,Soluvel,Turno_3,3657.1,284.3,0.87,33.1,64.0,103.5,40.6,66,-5.73,1892,CLP-7FDA4,0
PEC-81849,Fresadora,Aluminio,Semi_Sintetico,Turno_1,3653.6,265.2,3.82,53.6,61.3,121.6,44.4,138,-3.15,1567,CLP-8D4C9,1
PEC-81850,Torno_CNC,Aluminio,Sintetico,Turno_1,2309.5,173.6,3.85,32.7,80.3,99.6,56.6,16,-2.92,9667,CLP-CC3CD,1
PEC-81851,Centro_Usinagem,Latao,Seco,Turno_2,2884.6,201.8,2.78,98.9,62.0,148.0,46.2,107,24.36,4517,CLP-9963E,1
PEC-81852,Centro_Usinagem,Aco_Inox,Sintetico,Turno_2,3396.1,111.5,3.02,46.6,65.4,131.9,44.1,150,-3.44,3777,CLP-9ED30,1
PEC-81853,Centro_Usinagem,Aluminio,Soluvel,Turno_3,3435.9,181.7,1.93,9.4,62.9,124.7,40.8,107,17.48,6565,CLP-8C6DC,1
PEC-81854,Centro_Usinagem,Aco_Carbono,Soluvel,Turno_1,3197.9,234.3,3.87,100.4,71.5,104.2,45.2,16,-2.4,7881,CLP-CD0EB,1
PEC-81855,Torno_CNC,Aluminio,Seco,Turno_2,3208.0,197.2,1.55,10.8,75.7,100.2,45.0,111,8.26,5038,CLP-7F443,1
PEC-81856,Fresadora,Aco_Inox,Sintetico,Turno_2,2777.6,208.4,2.74,54.7,77.8,125.2,49.8,161,28.86,3240,CLP-A1646,1
PEC-81857, TORNO_CNC ,Aluminio,Sintetico,Turno_1,2120.1,319.5,0.51,10.6,61.4,122.1,40.7,40,-11.76,1472,CLP-6EBE6,0
PEC-81858,Centro_Usinagem,Aco_Inox,Soluvel,Turno_3,4122.3,301.4,4.26,234.5,67.2,100.7,38.5,153,15.48,1117,CLP-A861B,1
PEC-81859,Fresadora,Aco_Inox,Sintetico,Turno_3,2764.1,215.3,4.29,19.1,69.0,119.2,41.5,169,-22.11,1113,CLP-45AD7,1
PEC-81860,Fresadora,Aco_Carbono,Seco,Turno_2,3279.4,289.7,3.34,29.0,82.6,119.2,44.3,11,-5.99,5775,CLP-18D8E,1
PEC-81861,Fresadora,Aluminio,Soluvel,Turno_1,3128.5,310.7,2.19,27.0,43.6,131.1,44.8,167,-4.1,1026,CLP-6BEF4,0
PEC-81862,Torno_CNC,Latao,Soluvel,Turno_3,3603.7,280.9,1.21,8.8,65.1,151.6,44.9,12,-1.0,8601,CLP-E4F8C,1
PEC-81863,torno_cnc,Aco_Carbono,Soluvel,Turno_1,3251.7,264.9,2.47,28.8,57.3,88.8,37.1,134,-8.25,4202,CLP-D7083,1
PEC-81864,Celula_Robotica,Aluminio,Semi_Sintetico,Turno_1,3269.0,304.9,3.67,10.7,58.6,132.0,44.3,132,5.32,6853,CLP-5F6D2,1
PEC-81865,Celula_Robotica,Aco_Inox,Soluvel,Turno_1,2014.6,288.5,2.92,61.7,54.8,109.6,50.5,54,-5.39,5446,CLP-7BCDE,0
PEC-81866,Torno_CNC,Aluminio,Soluvel,Turno_1,2825.0,189.3,2.61,116.2,71.5,126.3,55.2,77,-4.67,5182,CLP-2688A,1
PEC-81867,Torno_CNC,Aco_Inox,Soluvel,Turno_3,3535.1,240.6,3.9,62.8,35.6,122.0,52.9,176,-5.21,5937,CLP-85A8A,1
PEC-81868,Torno_CNC,Latao,Sintetico,Turno_2,3494.6,222.4,1.75,24.7,63.3,127.5,44.5,66,-6.11,8369,CLP-9D7B9,1
PEC-81869,Fresadora,Aco_Inox,Soluvel,Turno_3,2771.8,307.6,3.94,5.1,43.1,101.4,43.7,161,3.49,7184,CLP-EA294,1
PEC-81870,Centro_Usinagem,Aco_Inox,Soluvel,Turno_1,2489.9,221.0,2.26,6.3,56.7,134.5,54.9,120,-0.67,5264,CLP-1CA1A,0
PEC-81871,Torno_CNC,Aluminio,Seco,Turno_2,3257.0,212.4,0.51,28.9,62.4,120.6,44.1,56,6.01,8583,CLP-B3AEC,1
PEC-81872,torno_cnc,Aco_Inox,Seco,Turno_3,1892.0,301.3,3.43,44.8,60.1,140.9,51.9,175,9.73,4089,CLP-C496B,1
PEC-81873,Centro_Usinagem,Aco_Inox,Soluvel,Turno_3,2683.1,263.0,4.01,64.9,73.2,143.9,44.8,41,0.16,8646,CLP-24804,1
PEC-81874,Fresadora,Aluminio,Sintetico,Turno_2,3992.1,355.6,2.44,37.0,80.0,123.6,25.8,88,-10.84,4072,CLP-4FEF3,1
PEC-81875,torno_cnc,Aco_Inox,Sintetico,Turno_1,3850.3,206.9,2.32,,88.5,134.8,50.3,86,-11.18,6944,CLP-7FF48,1
PEC-81876,torno_cnc,Aco_Inox,Soluvel,Turno_3,3419.3,224.1,3.72,28.8,64.9,133.6,52.7,23,-5.09,5609,CLP-261F7,1
PEC-81877,torno_cnc,Aco_Inox,Soluvel,Turno_1,3338.3,306.1,4.04,37.1,78.9,140.1,42.4,36,32.66,4385,CLP-739AC,1
PEC-81878,Torno_CNC,Aco_Carbono,Soluvel,Turno_2,2322.4,186.0,4.4,14.2,82.6,139.0,35.7,77,-20.13,9824,CLP-A2C27,1
PEC-81879,torno_cnc,Aluminio,Soluvel,Turno_2,2866.7,316.0,1.88,19.5,59.3,102.5,57.2,18,-5.67,9291,CLP-DD394,0
PEC-81880,Fresadora,Aluminio,Soluvel,Turno_2,3067.2,189.6,2.88,45.2,79.8,124.2,43.8,7,-9.09,6003,CLP-29C7E,1
PEC-81881,Centro_Usinagem,Aluminio,Semi_Sintetico,Turno_2,2876.3,280.5,3.79,37.2,38.9,99.2,42.2,168,-18.71,8654,CLP-6388C,1
PEC-81882,Fresadora,Aco_Inox,Soluvel,Turno_2,3042.4,157.8,2.63,21.2,68.6,112.2,48.6,68,-6.34,6179,CLP-451BE,1
PEC-81883,Fresadora,Latao,Sintetico,Turno_1,3784.7,252.3,2.35,,84.3,112.8,66.9,110,1.82,3793,CLP-C31E0,1
