id,timestamp,plant,station,piece_id,event,status,pressao_bar,temperature,payload
164,2026-08-01 02:43:00,SmartN1,Fresadora_03,PART-1163,inspection.done,OK,5.84,65.05,"{""pressao_bar"": 5.84, ""temperatura_c"": 65.05}"
165,2026-08-01 02:44:00,SmartN1,Prensa_01,PART-1164,sensor.read,OK,5.67,72.79,"{""pressao_bar"": 5.67, ""temperatura_c"": 72.79}"
166,2026-08-01 02:45:00,SmartN1,Injetora_04,PART-1165,press.cycle,OK,5.79,71.42,"{""pressao_bar"": 5.79, ""temperatura_c"": 71.42}"
167,2026-08-01 02:46:00,SmartN1,Prensa_01,PART-1166,press.cycle,OK,10.08,76.69,"{""pressao_bar"": 10.08, ""temperatura_c"": 76.69}"
168,2026-08-01 02:47:00,SmartN1,Injetora_04,PART-1167,inspection.done,OK,6.0,75.93,"{""pressao_bar"": 6.0, ""temperatura_c"": 75.93}"
169,2026-08-01 02:48:00,SmartN1,Injetora_04,PART-1168,press.cycle,OK,5.68,67.36,"{""pressao_bar"": 5.68, ""temperatura_c"": 67.36}"
170,2026-08-01 02:49:00,SmartN1,Fresadora_03,PART-1169,sensor.read,WARNING,5.03,76.69,"{""pressao_bar"": 5.03, ""temperatura_c"": 76.69}"
171,2026-08-01 02:50:00,SmartN1,Prensa_01,PART-1170,press.cycle,OK,5.58,64.33,"{""pressao_bar"": 5.58, ""temperatura_c"": 64.33}"
172,2026-08-01 02:51:00,SmartN1,Injetora_04,PART-1171,sensor.read,OK,5.18,74.64,"{""pressao_bar"": 5.18, ""temperatura_c"": 74.64}"
173,2026-08-01 02:52:00,SmartN1,Injetora_04,PART-1172,press.cycle,OK,6.11,74.96,"{""pressao_bar"": 6.11, ""temperatura_c"": 74.96}"
174,2026-08-01 02:53:00,SmartN1,Fresadora_03,PART-1173,sensor.read,OK,5.95,78.4,"{""pressao_bar"": 5.95, ""temperatura_c"": 78.4}"
175,2026-08-01 02:54:00,SmartN1,Torno_CNC_02,PART-1174,press.cycle,OK,5.76,73.3,"{""pressao_bar"": 5.76, ""temperatura_c"": 73.3}"
176,2026-08-01 02:55:00,SmartN1,Torno_CNC_02,PART-1175,press.cycle,OK,5.7,70.17,"{""pressao_bar"": 5.7, ""temperatura_c"": 70.17}"
177,2026-08-01 02:56:00,SmartN1,Linha_Montagem,PART-1176,inspection.done,OK,6.59,68.97,"{""pressao_bar"": 6.59, ""temperatura_c"": 68.97}"
178,2026-08-01 02:57:00,SmartN1,Linha_Montagem,PART-1177,sensor.read,OK,6.26,77.61,"{""pressao_bar"": 6.26, ""temperatura_c"": 77.61}"
179,2026-08-01 02:58:00,SmartN1,Injetora_04,PART-1178,piece.detected,WARNING,5.88,78.44,"{""pressao_bar"": 5.88, ""temperatura_c"": 78.44}"
180,2026-08-01 02:59:00,SmartN1,Torno_CNC_02,PART-1179,sensor.read,OK,5.58,70.93,"{""pressao_bar"": 5.58, ""temperatura_c"": 70.93}"
181,2026-08-01 03:00:00,SmartN1,Injetora_04,PART-1180,sensor.read,OK,6.32,72.58,"{""pressao_bar"": 6.32, ""temperatura_c"": 72.58}"
182,2026-08-01 03:01:00,SmartN1,Prensa_01,PART-1181,press.cycle,OK,5.84,77.27,"{""pressao_bar"": 5.84, ""temperatura_c"": 77.27}"
183,2026-08-01 03:02:00,SmartN1,Torno_CNC_02,PART-1182,press.cycle,OK,5.54,75.19,"{""pressao_bar"": 5.54, ""temperatura_c"": 75.19}"
184,2026-08-01 03:03:00,SmartN1,Torno_CNC_02,PART-1183,press.cycle,OK,5.56,71.85,"{""pressao_bar"": 5.56, ""temperatura_c"": 71.85}"
185,2026-08-01 03:04:00,SmartN1,Torno_CNC_02,PART-1184,piece.detected,OK,10.69,69.84,"{""pressao_bar"": 10.69, ""temperatura_c"": 69.84}"
186,2026-08-01 03:05:00,SmartN1,Linha_Montagem,PART-1185,sensor.read,OK,6.18,69.56,"{""pressao_bar"": 6.18, ""temperatura_c"": 69.56}"
187,2026-08-01 03:06:00,SmartN1,Fresadora_03,PART-1186,press.cycle,WARNING,6.05,75.84,"{""pressao_bar"": 6.05, ""temperatura_c"": 75.84}"
188,2026-08-01 03:07:00,SmartN1,Fresadora_03,PART-1187,sensor.read,OK,6.06,71.22,"{""pressao_bar"": 6.06, ""temperatura_c"": 71.22}"
189,2026-08-01 03:08:00,SmartN1,Linha_Montagem,PART-1188,sensor.read,OK,5.68,71.08,"{""pressao_bar"": 5.68, ""temperatura_c"": 71.08}"
190,2026-08-01 03:09:00,SmartN1,Linha_Montagem,PART-1189,sensor.read,OK,5.58,74.64,"{""pressao_bar"": 5.58, ""temperatura_c"": 74.64}"
191,2026-08-01 03:10:00,SmartN1,Linha_Montagem,PART-1190,piece.detected,OK,5.86,72.78,"{""pressao_bar"": 5.86, ""temperatura_c"": 72.78}"
192,2026-08-01 03:11:00,SmartN1,Fresadora_03,PART-1191,press.cycle,OK,5.77,73.86,"{""pressao_bar"": 5.77, ""temperatura_c"": 73.86}"
193,2026-08-01 03:12:00,SmartN1,Injetora_04,PART-1192,sensor.read,OK,5.4,71.37,"{""pressao_bar"": 5.4, ""temperatura_c"": 71.37}"
194,2026-08-01 03:13:00,SmartN1,Linha_Montagem,PART-1193,press.cycle,OK,5.79,71.22,"{""pressao_bar"": 5.79, ""temperatura_c"": 71.22}"
195,2026-08-01 03:14:00,SmartN1,Injetora_04,PART-1194,sensor.read,OK,6.08,69.93,"{""pressao_bar"": 6.08, ""temperatura_c"": 69.93}"
196,2026-08-01 03:15:00,SmartN1,Injetora_04,PART-1195,piece.detected,OK,5.64,74.98,"{""pressao_bar"": 5.64, ""temperatura_c"": 74.98}"
197,2026-08-01 03:16:00,SmartN1,Prensa_01,PART-1196,press.cycle,OK,6.43,72.8,"{""pressao_bar"": 6.43, ""temperatura_c"": 72.8}"
198,2026-08-01 03:17:00,SmartN1,Fresadora_03,PART-1197,sensor.read,OK,5.3,73.53,"{""pressao_bar"": 5.3, ""temperatura_c"": 73.53}"
199,2026-08-01 03:18:00,SmartN1,Injetora_04,PART-1198,temp.warning,OK,5.47,68.93,"{""pressao_bar"": 5.47, ""temperatura_c"": 68.93}"
200,2026-08-01 03:19:00,SmartN1,Fresadora_03,PART-1199,sensor.read,OK,5.57,74.93,"{""pressao_bar"": 5.57, ""temperatura_c"": 74.93}"
201,2026-08-01 03:20:00,SmartN1,Fresadora_03,PART-1200,press.cycle,OK,6.13,73.59,"{""pressao_bar"": 6.13, ""temperatura_c"": 73.59}"
202,2026-08-01 03:21:00,SmartN1,Prensa_01,PART-1201,sensor.read,OK,5.88,75.06,"{""pressao_bar"": 5.88, ""temperatura_c"": 75.06}"
203,2026-08-01 03:22:00,SmartN1,Fresadora_03,PART-1202,sensor.read,OK,11.89,73.71,"{""pressao_bar"": 11.89, ""temperatura_c"": 73.71}"
204,2026-08-01 03:23:00,SmartN1,Injetora_04,PART-1203,press.cycle,WARNING,5.05,73.5,"{""pressao_bar"": 5.05, ""temperatura_c"": 73.5}"
205,2026-08-01 03:24:00,SmartN1,Torno_CNC_02,PART-1204,sensor.read,OK,5.33,66.13,"{""pressao_bar"": 5.33, ""temperatura_c"": 66.13}"
206,2026-08-01 03:25:00,SmartN1,Injetora_04,PART-1205,inspection.done,OK,5.1,76.48,"{""pressao_bar"": 5.1, ""temperatura_c"": 76.48}"
207,2026-08-01 03:26:00,SmartN1,Injetora_04,PART-1206,sensor.read,OK,6.15,67.88,"{""pressao_bar"": 6.15, ""temperatura_c"": 67.88}"
208,2026-08-01 03:27:00,SmartN1,Fresadora_03,PART-1207,sensor.read,OK,9.32,76.13,"{""pressao_bar"": 9.32, ""temperatura_c"": 76.13}"
209,2026-08-01 03:28:00,SmartN1,Injetora_04,PART-1208,press.cycle,OK,6.07,72.25,"{""pressao_bar"": 6.07, ""temperatura_c"": 72.25}"
210,2026-08-01 03:29:00,SmartN1,Torno_CNC_02,PART-1209,sensor.read,OK,6.02,66.88,"{""pressao_bar"": 6.02, ""temperatura_c"": 66.88}"
211,2026-08-01 03:30:00,SmartN1,Fresadora_03,PART-1210,sensor.read,OK,6.28,72.2,"{""pressao_bar"": 6.28, ""temperatura_c"": 72.2}"
212,2026-08-01 03:31:00,SmartN1,Linha_Montagem,PART-1211,inspection.done,OK,5.51,67.25,"{""pressao_bar"": 5.51, ""temperatura_c"": 67.25}"
213,2026-08-01 03:32:00,SmartN1,Injetora_04,PART-1212,press.cycle,OK,5.96,76.38,"{""pressao_bar"": 5.96, ""temperatura_c"": 76.38}"
214,2026-08-01 03:33:00,SmartN1,Injetora_04,PART-1213,sensor.read,OK,5.85,70.69,"{""pressao_bar"": 5.85, ""temperatura_c"": 70.69}"
215,2026-08-01 03:34:00,SmartN1,Prensa_01,PART-1214,press.cycle,WARNING,5.85,68.86,"{""pressao_bar"": 5.85, ""temperatura_c"": 68.86}"
216,2026-08-01 03:35:00,SmartN1,Linha_Montagem,PART-1215,inspection.done,OK,5.79,74.81,"{""pressao_bar"": 5.79, ""temperatura_c"": 74.81}"
217,2026-08-01 03:36:00,SmartN1,Linha_Montagem,PART-1216,sensor.read,OK,6.14,72.35,"{""pressao_bar"": 6.14, ""temperatura_c"": 72.35}"
218,2026-08-01 03:37:00,SmartN1,Torno_CNC_02,PART-1217,press.cycle,OK,6.09,74.32,"{""pressao_bar"": 6.09, ""temperatura_c"": 74.32}"
219,2026-08-01 03:38:00,SmartN1,Linha_Montagem,PART-1218,sensor.read,OK,,72.1,"{""pressao_bar"": null, ""temperatura_c"": 72.1}"
220,2026-08-01 03:39:00,SmartN1,Prensa_01,PART-1219,inspection.done,OK,5.62,76.55,"{""pressao_bar"": 5.62, ""temperatura_c"": 76.55}"
221,2026-08-01 03:40:00,SmartN1,Torno_CNC_02,PART-1220,piece.detected,OK,5.57,71.09,"{""pressao_bar"": 5.57, ""temperatura_c"": 71.09}"
222,2026-08-01 03:41:00,SmartN1,Linha_Montagem,PART-1221,piece.detected,OK,5.81,66.98,"{""pressao_bar"": 5.81, ""temperatura_c"": 66.98}"
223,2026-08-01 03:42:00,SmartN1,Torno_CNC_02,PART-1222,inspection.done,OK,5.89,68.67,"{""pressao_bar"": 5.89, ""temperatura_c"": 68.67}"
224,2026-08-01 03:43:00,SmartN1,Linha_Montagem,PART-1223,sensor.read,OK,5.76,74.02,"{""pressao_bar"": 5.76, ""temperatura_c"": 74.02}"
225,2026-08-01 03:44:00,SmartN1,Linha_Montagem,PART-1224,sensor.read,WARNING,5.28,70.2,"{""pressao_bar"": 5.28, ""temperatura_c"": 70.2}"
226,2026-08-01 03:45:00,SmartN1,Linha_Montagem,PART-1225,sensor.read,OK,5.68,76.99,"{""pressao_bar"": 5.68, ""temperatura_c"": 76.99}"
227,2026-08-01 03:46:00,SmartN1,Injetora_04,PART-1226,sensor.read,OK,5.59,68.4,"{""pressao_bar"": 5.59, ""temperatura_c"": 68.4}"
228,2026-08-01 03:47:00,SmartN1,Linha_Montagem,PART-1227,press.cycle,OK,5.81,76.06,"{""pressao_bar"": 5.81, ""temperatura_c"": 76.06}"
229,2026-08-01 03:48:00,SmartN1,Injetora_04,PART-1228,piece.detected,OK,6.81,70.98,"{""pressao_bar"": 6.81, ""temperatura_c"": 70.98}"
230,2026-08-01 03:49:00,SmartN1,Fresadora_03,PART-1229,sensor.read,OK,5.97,77.08,"{""pressao_bar"": 5.97, ""temperatura_c"": 77.08}"
231,2026-08-01 03:50:00,SmartN1,Prensa_01,PART-1230,sensor.read,WARNING,6.3,74.27,"{""pressao_bar"": 6.3, ""temperatura_c"": 74.27}"
232,2026-08-01 03:51:00,SmartN1,Torno_CNC_02,PART-1231,piece.detected,OK,5.53,73.17,"{""pressao_bar"": 5.53, ""temperatura_c"": 73.17}"
233,2026-08-01 03:52:00,SmartN1,Torno_CNC_02,PART-1232,sensor.read,OK,5.81,74.83,"{""pressao_bar"": 5.81, ""temperatura_c"": 74.83}"
234,2026-08-01 03:53:00,SmartN1,Fresadora_03,PART-1233,sensor.read,WARNING,6.29,76.79,"{""pressao_bar"": 6.29, ""temperatura_c"": 76.79}"
235,2026-08-01 03:54:00,SmartN1,Linha_Montagem,PART-1234,press.cycle,WARNING,5.17,72.32,"{""pressao_bar"": 5.17, ""temperatura_c"": 72.32}"
236,2026-08-01 03:55:00,SmartN1,Prensa_01,PART-1235,sensor.read,OK,5.71,65.93,"{""pressao_bar"": 5.71, ""temperatura_c"": 65.93}"
237,2026-08-01 03:56:00,SmartN1,Fresadora_03,PART-1236,inspection.done,OK,6.05,76.7,"{""pressao_bar"": 6.05, ""temperatura_c"": 76.7}"
238,2026-08-01 03:57:00,SmartN1,Fresadora_03,PART-1237,sensor.read,OK,5.77,71.55,"{""pressao_bar"": 5.77, ""temperatura_c"": 71.55}"
239,2026-08-01 03:58:00,SmartN1,Torno_CNC_02,PART-1238,piece.detected,ERROR,5.57,81.46,"{""pressao_bar"": 5.57, ""temperatura_c"": 81.46}"
240,2026-08-01 03:59:00,SmartN1,Injetora_04,PART-1239,press.cycle,OK,5.6,70.39,"{""pressao_bar"": 5.6, ""temperatura_c"": 70.39}"
241,2026-08-01 04:00:00,SmartN1,Injetora_04,PART-1240,sensor.read,OK,5.93,71.17,"{""pressao_bar"": 5.93, ""temperatura_c"": 71.17}"
242,2026-08-01 04:01:00,SmartN1,Linha_Montagem,PART-1241,sensor.read,OK,5.17,75.11,"{""pressao_bar"": 5.17, ""temperatura_c"": 75.11}"
243,2026-08-01 04:02:00,SmartN1,Linha_Montagem,PART-1242,sensor.read,OK,5.85,75.17,"{""pressao_bar"": 5.85, ""temperatura_c"": 75.17}"
244,2026-08-01 04:03:00,SmartN1,Fresadora_03,PART-1243,sensor.read,ERROR,6.09,73.98,"{""pressao_bar"": 6.09, ""temperatura_c"": 73.98}"
245,2026-08-01 04:04:00,SmartN1,Linha_Montagem,PART-1244,sensor.read,OK,5.66,70.54,"{""pressao_bar"": 5.66, ""temperatura_c"": 70.54}"
246,2026-08-01 04:05:00,SmartN1,Injetora_04,PART-1245,press.cycle,WARNING,5.18,68.44,"{""pressao_bar"": 5.18, ""temperatura_c"": 68.44}"
247,2026-08-01 04:06:00,SmartN1,Prensa_01,PART-1246,press.cycle,OK,5.6,70.13,"{""pressao_bar"": 5.6, ""temperatura_c"": 70.13}"
248,2026-08-01 04:07:00,SmartN1,Torno_CNC_02,PART-1247,press.cycle,WARNING,5.75,67.19,"{""pressao_bar"": 5.75, ""temperatura_c"": 67.19}"
249,2026-08-01 04:08:00,SmartN1,Injetora_04,PART-1248,sensor.read,OK,5.37,79.72,"{""pressao_bar"": 5.37, ""temperatura_c"": 79.72}"
250,2026-08-01 04:09:00,SmartN1,Linha_Montagem,PART-1249,press.cycle,OK,5.81,68.91,"{""pressao_bar"": 5.81, ""temperatura_c"": 68.91}"
251,2026-08-01 04:10:00,SmartN1,Torno_CNC_02,PART-1000,sensor.read,ERROR,5.87,71.47,"{""pressao_bar"": 5.87, ""temperatura_c"": 71.47}"
252,2026-08-01 04:11:00,SmartN1,Torno_CNC_02,PART-1001,inspection.done,OK,6.28,74.92,"{""pressao_bar"": 6.28, ""temperatura_c"": 74.92}"
253,2026-08-01 04:12:00,SmartN1,Fresadora_03,PART-1002,inspection.done,OK,5.73,72.52,"{""pressao_bar"": 5.73, ""temperatura_c"": 72.52}"
254,2026-08-01 04:13:00,SmartN1,Linha_Montagem,PART-1003,piece.detected,OK,5.84,70.43,"{""pressao_bar"": 5.84, ""temperatura_c"": 70.43}"
255,2026-08-01 04:14:00,SmartN1,Fresadora_03,PART-1004,piece.detected,OK,5.58,71.98,"{""pressao_bar"": 5.58, ""temperatura_c"": 71.98}"
256,2026-08-01 04:15:00,SmartN1,Torno_CNC_02,PART-1005,sensor.read,WARNING,5.61,70.37,"{""pressao_bar"": 5.61, ""temperatura_c"": 70.37}"
257,2026-08-01 04:16:00,SmartN1,Fresadora_03,PART-1006,sensor.read,OK,6.08,71.61,"{""pressao_bar"": 6.08, ""temperatura_c"": 71.61}"
258,2026-08-01 04:17:00,SmartN1,Linha_Montagem,PART-1007,piece.detected,OK,5.71,73.87,"{""pressao_bar"": 5.71, ""temperatura_c"": 73.87}"
259,2026-08-01 04:18:00,SmartN1,Injetora_04,PART-1008,sensor.read,OK,6.13,68.87,"{""pressao_bar"": 6.13, ""temperatura_c"": 68.87}"
260,2026-08-01 04:19:00,SmartN1,Prensa_01,PART-1009,sensor.read,OK,5.78,76.28,"{""pressao_bar"": 5.78, ""temperatura_c"": 76.28}"
261,2026-08-01 04:20:00,SmartN1,Injetora_04,PART-1010,piece.detected,OK,5.34,72.75,"{""pressao_bar"": 5.34, ""temperatura_c"": 72.75}"
262,2026-08-01 04:21:00,SmartN1,Torno_CNC_02,PART-1011,press.cycle,OK,5.52,70.46,"{""pressao_bar"": 5.52, ""temperatura_c"": 70.46}"
263,2026-08-01 04:22:00,SmartN1,Injetora_04,PART-1012,sensor.read,OK,6.77,71.4,"{""pressao_bar"": 6.77, ""temperatura_c"": 71.4}"
264,2026-08-01 04:23:00,SmartN1,Fresadora_03,PART-1013,sensor.read,WARNING,5.76,76.59,"{""pressao_bar"": 5.76, ""temperatura_c"": 76.59}"
265,2026-08-01 04:24:00,SmartN1,Linha_Montagem,PART-1014,sensor.read,OK,9.99,75.36,"{""pressao_bar"": 9.99, ""temperatura_c"": 75.36}"
266,2026-08-01 04:25:00,SmartN1,Injetora_04,PART-1015,piece.detected,OK,5.34,73.34,"{""pressao_bar"": 5.34, ""temperatura_c"": 73.34}"
267,2026-08-01 04:26:00,SmartN1,Injetora_04,PART-1016,sensor.read,OK,5.51,70.4,"{""pressao_bar"": 5.51, ""temperatura_c"": 70.4}"
268,2026-08-01 04:27:00,SmartN1,Linha_Montagem,PART-1017,inspection.done,OK,5.44,74.49,"{""pressao_bar"": 5.44, ""temperatura_c"": 74.49}"
269,2026-08-01 04:28:00,SmartN1,Fresadora_03,PART-1018,piece.detected,OK,5.36,72.55,"{""pressao_bar"": 5.36, ""temperatura_c"": 72.55}"
270,2026-08-01 04:29:00,SmartN1,Prensa_01,PART-1019,sensor.read,OK,6.38,78.61,"{""pressao_bar"": 6.38, ""temperatura_c"": 78.61}"
271,2026-08-01 04:30:00,SmartN1,Injetora_04,PART-1020,sensor.read,OK,6.07,72.37,"{""pressao_bar"": 6.07, ""temperatura_c"": 72.37}"
272,2026-08-01 04:31:00,SmartN1,Torno_CNC_02,PART-1021,press.cycle,WARNING,5.72,78.39,"{""pressao_bar"": 5.72, ""temperatura_c"": 78.39}"
273,2026-08-01 04:32:00,SmartN1,Fresadora_03,PART-1022,inspection.done,OK,5.57,73.18,"{""pressao_bar"": 5.57, ""temperatura_c"": 73.18}"
274,2026-08-01 04:33:00,SmartN1,Fresadora_03,PART-1023,sensor.read,OK,5.74,68.87,"{""pressao_bar"": 5.74, ""temperatura_c"": 68.87}"
275,2026-08-01 04:34:00,SmartN1,Injetora_04,PART-1024,piece.detected,ERROR,6.51,84.04,"{""pressao_bar"": 6.51, ""temperatura_c"": 84.04}"
276,2026-08-01 04:35:00,SmartN1,Linha_Montagem,PART-1025,sensor.read,OK,5.45,67.44,"{""pressao_bar"": 5.45, ""temperatura_c"": 67.44}"
277,2026-08-01 04:36:00,SmartN1,Injetora_04,PART-1026,sensor.read,WARNING,5.17,65.58,"{""pressao_bar"": 5.17, ""temperatura_c"": 65.58}"
278,2026-08-01 04:37:00,SmartN1,Injetora_04,PART-1027,inspection.done,OK,6.07,65.24,"{""pressao_bar"": 6.07, ""temperatura_c"": 65.24}"
279,2026-08-01 04:38:00,SmartN1,Linha_Montagem,PART-1028,sensor.read,OK,6.2,82.09,"{""pressao_bar"": 6.2, ""temperatura_c"": 82.09}"
280,2026-08-01 04:39:00,SmartN1,Torno_CNC_02,PART-1029,press.cycle,OK,6.38,79.93,"{""pressao_bar"": 6.38, ""temperatura_c"": 79.93}"
281,2026-08-01 04:40:00,SmartN1,Linha_Montagem,PART-1030,sensor.read,OK,5.66,73.0,"{""pressao_bar"": 5.66, ""temperatura_c"": 73.0}"
282,2026-08-01 04:41:00,SmartN1,Injetora_04,PART-1031,piece.detected,OK,5.66,74.02,"{""pressao_bar"": 5.66, ""temperatura_c"": 74.02}"
283,2026-08-01 04:42:00,SmartN1,Prensa_01,PART-1032,piece.detected,OK,6.6,73.38,"{""pressao_bar"": 6.6, ""temperatura_c"": 73.38}"
284,2026-08-01 04:43:00,SmartN1,Linha_Montagem,PART-1033,inspection.done,OK,6.04,66.3,"{""pressao_bar"": 6.04, ""temperatura_c"": 66.3}"
285,2026-08-01 04:44:00,SmartN1,Torno_CNC_02,PART-1034,sensor.read,OK,5.77,77.61,"{""pressao_bar"": 5.77, ""temperatura_c"": 77.61}"
286,2026-08-01 04:45:00,SmartN1,Linha_Montagem,PART-1035,sensor.read,OK,6.0,77.15,"{""pressao_bar"": 6.0, ""temperatura_c"": 77.15}"
287,2026-08-01 04:46:00,SmartN1,Linha_Montagem,PART-1036,press.cycle,OK,5.63,68.19,"{""pressao_bar"": 5.63, ""temperatura_c"": 68.19}"
288,2026-08-01 04:47:00,SmartN1,Fresadora_03,PART-1037,sensor.read,WARNING,5.92,73.64,"{""pressao_bar"": 5.92, ""temperatura_c"": 73.64}"
289,2026-08-01 04:48:00,SmartN1,Fresadora_03,PART-1038,press.cycle,OK,5.91,72.24,"{""pressao_bar"": 5.91, ""temperatura_c"": 72.24}"
290,2026-08-01 04:49:00,SmartN1,Injetora_04,PART-1039,press.cycle,WARNING,6.13,71.76,"{""pressao_bar"": 6.13, ""temperatura_c"": 71.76}"
291,2026-08-01 04:50:00,SmartN1,Injetora_04,PART-1040,sensor.read,OK,5.41,70.12,"{""pressao_bar"": 5.41, ""temperatura_c"": 70.12}"
292,2026-08-01 04:51:00,SmartN1,Linha_Montagem,PART-1041,piece.detected,OK,5.94,72.11,"{""pressao_bar"": 5.94, ""temperatura_c"": 72.11}"
293,2026-08-01 04:52:00,SmartN1,Prensa_01,PART-1042,piece.detected,OK,5.33,70.66,"{""pressao_bar"": 5.33, ""temperatura_c"": 70.66}"
294,2026-08-01 04:53:00,SmartN1,Injetora_04,PART-1043,temp.warning,OK,6.55,76.22,"{""pressao_bar"": 6.55, ""temperatura_c"": 76.22}"
295,2026-08-01 04:54:00,SmartN1,Linha_Montagem,PART-1044,sensor.read,WARNING,5.63,72.4,"{""pressao_bar"": 5.63, ""temperatura_c"": 72.4}"
296,2026-08-01 04:55:00,SmartN1,Linha_Montagem,PART-1045,sensor.read,OK,5.14,70.08,"{""pressao_bar"": 5.14, ""temperatura_c"": 70.08}"
297,2026-08-01 04:56:00,SmartN1,Linha_Montagem,PART-1046,sensor.read,OK,6.91,72.41,"{""pressao_bar"": 6.91, ""temperatura_c"": 72.41}"
298,2026-08-01 04:57:00,SmartN1,Linha_Montagem,PART-1047,sensor.read,OK,5.59,72.01,"{""pressao_bar"": 5.59, ""temperatura_c"": 72.01}"
299,2026-08-01 04:58:00,SmartN1,Linha_Montagem,PART-1048,sensor.read,OK,5.84,71.86,"{""pressao_bar"": 5.84, ""temperatura_c"": 71.86}"
300,2026-08-01 04:59:00,SmartN1,Fresadora_03,PART-1049,temp.warning,OK,5.12,74.87,"{""pressao_bar"": 5.12, ""temperatura_c"": 74.87}"
301,2026-08-01 05:00:00,SmartN1,Torno_CNC_02,PART-1050,sensor.read,OK,5.78,71.53,"{""pressao_bar"": 5.78, ""temperatura_c"": 71.53}"
302,2026-08-01 05:01:00,SmartN1,Torno_CNC_02,PART-1051,sensor.read,OK,,70.5,"{""pressao_bar"": null, ""temperatura_c"": 70.5}"
303,2026-08-01 05:02:00,SmartN1,Linha_Montagem,PART-1052,sensor.read,OK,6.08,67.74,"{""pressao_bar"": 6.08, ""temperatura_c"": 67.74}"
304,2026-08-01 05:03:00,SmartN1,Injetora_04,PART-1053,sensor.read,OK,5.12,72.47,"{""pressao_bar"": 5.12, ""temperatura_c"": 72.47}"
305,2026-08-01 05:04:00,SmartN1,Prensa_01,PART-1054,sensor.read,OK,5.49,76.86,"{""pressao_bar"": 5.49, ""temperatura_c"": 76.86}"
306,2026-08-01 05:05:00,SmartN1,Linha_Montagem,PART-1055,press.cycle,OK,6.17,72.07,"{""pressao_bar"": 6.17, ""temperatura_c"": 72.07}"
307,2026-08-01 05:06:00,SmartN1,Prensa_01,PART-1056,sensor.read,OK,6.05,70.74,"{""pressao_bar"": 6.05, ""temperatura_c"": 70.74}"
308,2026-08-01 05:07:00,SmartN1,Fresadora_03,PART-1057,sensor.read,ERROR,5.61,69.85,"{""pressao_bar"": 5.61, ""temperatura_c"": 69.85}"
309,2026-08-01 05:08:00,SmartN1,Torno_CNC_02,PART-1058,sensor.read,OK,5.96,66.47,"{""pressao_bar"": 5.96, ""temperatura_c"": 66.47}"
310,2026-08-01 05:09:00,SmartN1,Fresadora_03,PART-1059,press.cycle,OK,5.32,76.62,"{""pressao_bar"": 5.32, ""temperatura_c"": 76.62}"
311,2026-08-01 05:10:00,SmartN1,Injetora_04,PART-1060,sensor.read,OK,5.28,74.2,"{""pressao_bar"": 5.28, ""temperatura_c"": 74.2}"
312,2026-08-01 05:11:00,SmartN1,Injetora_04,PART-1061,sensor.read,OK,4.8,75.19,"{""pressao_bar"": 4.8, ""temperatura_c"": 75.19}"
313,2026-08-01 05:12:00,SmartN1,Linha_Montagem,PART-1062,inspection.done,OK,6.17,73.38,"{""pressao_bar"": 6.17, ""temperatura_c"": 73.38}"
314,2026-08-01 05:13:00,SmartN1,Injetora_04,PART-1063,sensor.read,OK,5.76,69.68,"{""pressao_bar"": 5.76, ""temperatura_c"": 69.68}"
315,2026-08-01 05:14:00,SmartN1,Injetora_04,PART-1064,press.cycle,OK,5.8,71.39,"{""pressao_bar"": 5.8, ""temperatura_c"": 71.39}"
316,2026-08-01 05:15:00,SmartN1,Fresadora_03,PART-1065,inspection.done,OK,4.57,70.75,"{""pressao_bar"": 4.57, ""temperatura_c"": 70.75}"
317,2026-08-01 05:16:00,SmartN1,Prensa_01,PART-1066,sensor.read,OK,5.78,71.04,"{""pressao_bar"": 5.78, ""temperatura_c"": 71.04}"
318,2026-08-01 05:17:00,SmartN1,Torno_CNC_02,PART-1067,piece.detected,OK,6.02,71.06,"{""pressao_bar"": 6.02, ""temperatura_c"": 71.06}"
319,2026-08-01 05:18:00,SmartN1,Injetora_04,PART-1068,inspection.done,WARNING,10.91,76.37,"{""pressao_bar"": 10.91, ""temperatura_c"": 76.37}"
320,2026-08-01 05:19:00,SmartN1,Injetora_04,PART-1069,sensor.read,WARNING,5.82,79.58,"{""pressao_bar"": 5.82, ""temperatura_c"": 79.58}"
321,2026-08-01 05:20:00,SmartN1,Fresadora_03,PART-1070,inspection.done,OK,5.77,69.45,"{""pressao_bar"": 5.77, ""temperatura_c"": 69.45}"
322,2026-08-01 05:21:00,SmartN1,Torno_CNC_02,PART-1071,sensor.read,OK,5.61,71.91,"{""pressao_bar"": 5.61, ""temperatura_c"": 71.91}"
323,2026-08-01 05:22:00,SmartN1,Fresadora_03,PART-1072,sensor.read,OK,6.32,73.26,"{""pressao_bar"": 6.32, ""temperatura_c"": 73.26}"
324,2026-08-01 05:23:00,SmartN1,Prensa_01,PART-1073,piece.detected,OK,6.23,69.07,"{""pressao_bar"": 6.23, ""temperatura_c"": 69.07}"
325,2026-08-01 05:24:00,SmartN1,Fresadora_03,PART-1074,inspection.done,OK,7.13,72.68,"{""pressao_bar"": 7.13, ""temperatura_c"": 72.68}"
326,2026-08-01 05:25:00,SmartN1,Torno_CNC_02,PART-1075,press.cycle,OK,,73.73,"{""pressao_bar"": null, ""temperatura_c"": 73.73}"
