Batch_ID,Plant_Location,Timestamp,Sensor_Temp,Sensor_Pressure,Vibration_RMS,Power_KW,Quality_Score,Scrap_Units,Operational_Cost_USD,Status
BATCH-2026-319,Planta_SP,2026-07-07 12:00:00,85.75,5.64,2.82,129.34,96.2,6,890.49,Operação Normal
BATCH-2026-320,Planta_SP,2026-07-07 16:00:00,75.62,5.89,3.23,136.9,88.2,4,862.37,Operação Normal
BATCH-2026-321,Planta_PR,2026-07-07 20:00:00,79.52,5.62,3.8,118.52,80.5,2,822.69,Operação Normal
BATCH-2026-322,Planta_PR,2026-07-08 00:00:00,83.21,5.12,3.56,150.03,81.2,5,956.23,Operação Normal
BATCH-2026-323,Planta_SP,2026-07-08 04:00:00,70.81,6.03,2.41,120.66,97.1,0,783.94,Operação Normal
BATCH-2026-324,Planta_MG,2026-07-08 08:00:00,79.07,6.51,1.93,137.11,99.2,3,823.87,Operação Normal
BATCH-2026-325,Planta_SP,2026-07-08 12:00:00,71.28,6.04,4.08,124.4,93.8,5,876.66,Operação Normal
BATCH-2026-326,Planta_MG,2026-07-08 16:00:00,86.74,6.46,4.03,128.78,87.3,6,948.99,Operação Normal
BATCH-2026-327,Planta_MG,2026-07-08 20:00:00,80.09,5.45,2.99,94.93,98.8,2,689.69,Operação Normal
BATCH-2026-328,Planta_PR,2026-07-09 00:00:00,79.55,5.62,2.26,125.57,93.3,4,810.1,Operação Normal
BATCH-2026-329,Planta_SP,2026-07-09 04:00:00,70.51,5.35,3.38,108.98,96.9,5,821.96,Operação Normal
BATCH-2026-330,Planta_SP,2026-07-09 08:00:00,75.98,6.18,2.85,107.3,95.3,1,763.13,Operação Normal
BATCH-2026-331,Planta_MG,2026-07-09 12:00:00,76.0,5.84,2.84,146.16,87.6,4,908.85,Operação Normal
BATCH-2026-332,Planta_SP,2026-07-09 16:00:00,85.07,5.82,3.35,116.79,89.6,4,798.68,Operação Normal
BATCH-2026-333,Planta_PR,2026-07-09 20:00:00,80.92,6.33,3.07,104.95,83.7,7,788.48,Operação Normal
BATCH-2026-334,Planta_PR,2026-07-10 00:00:00,71.39,5.76,2.31,114.61,85.8,3,793.61,Operação Normal
BATCH-2026-335,Planta_SP,2026-07-10 04:00:00,79.88,6.54,2.74,100.49,95.6,4,734.97,Operação Normal
BATCH-2026-336,Planta_SP,2026-07-10 08:00:00,71.99,6.12,3.23,141.51,97.9,3,755.22,Operação Normal
BATCH-2026-337,Planta_PR,2026-07-10 12:00:00,71.48,5.82,3.16,109.56,94.5,3,709.02,Operação Normal
BATCH-2026-338,Planta_SP,2026-07-10 16:00:00,79.81,5.22,3.03,127.94,89.3,1,771.61,Operação Normal
BATCH-2026-339,Planta_MG,2026-07-10 20:00:00,80.98,6.33,3.37,140.34,81.7,0,820.67,Operação Normal
BATCH-2026-340,Planta_SP,2026-07-11 00:00:00,79.84,6.14,2.72,112.5,81.1,10,954.44,Operação Normal
BATCH-2026-341,Planta_MG,2026-07-11 04:00:00,85.52,6.17,2.99,127.98,87.5,5,865.93,Operação Normal
BATCH-2026-342,Planta_SP,2026-07-11 08:00:00,79.48,6.18,1.21,104.55,89.3,1,772.33,Operação Normal
BATCH-2026-343,Planta_SP,2026-07-11 12:00:00,78.68,,2.68,156.69,92.2,3,779.81,Operação Normal
BATCH-2026-344,Planta_PR,2026-07-11 16:00:00,73.14,5.92,3.28,134.05,80.1,1,792.29,Operação Normal
BATCH-2026-345,Planta_MG,2026-07-11 20:00:00,81.43,5.77,2.7,117.11,99.8,1,735.22,Operação Normal
BATCH-2026-346,Planta_PR,2026-07-12 00:00:00,71.39,6.63,2.67,108.41,87.3,1,748.44,Operação Normal
BATCH-2026-347,Planta_SP,2026-07-12 04:00:00,86.08,5.86,2.38,118.29,97.0,2,738.75,Operação Normal
BATCH-2026-348,Planta_PR,2026-07-12 08:00:00,81.48,5.69,3.4,114.9,90.7,0,665.92,Operação Normal
BATCH-2026-349,Planta_SP,2026-07-12 12:00:00,89.16,6.66,3.17,149.29,82.6,3,850.75,Alerta Crítico
BATCH-2026-350,Planta_SP,2026-07-12 16:00:00,79.56,6.6,3.31,101.62,96.0,2,815.37,Operação Normal
BATCH-2026-351,Planta_SP,2026-07-12 20:00:00,81.68,6.12,2.04,122.02,94.2,9,987.69,Operação Normal
BATCH-2026-352,Planta_MG,2026-07-13 00:00:00,76.89,5.94,2.82,119.72,90.5,2,740.12,Operação Normal
BATCH-2026-353,Planta_MG,2026-07-13 04:00:00,77.83,5.81,2.76,118.24,90.3,5,770.78,Operação Normal
BATCH-2026-354,Planta_MG,2026-07-13 08:00:00,73.79,5.98,2.76,118.37,81.7,3,703.96,Operação Normal
BATCH-2026-355,Planta_PR,2026-07-13 12:00:00,72.21,5.56,2.59,118.26,93.1,2,828.67,Operação Normal
BATCH-2026-356,Planta_SP,2026-07-13 16:00:00,78.76,6.24,2.73,133.1,98.2,3,766.82,Operação Normal
BATCH-2026-357,Planta_PR,2026-07-13 20:00:00,77.8,6.83,3.32,129.13,81.9,3,791.17,Operação Normal
BATCH-2026-358,Planta_PR,2026-07-14 00:00:00,73.7,6.28,1.94,126.28,85.3,3,868.37,Operação Normal
BATCH-2026-359,Planta_SP,2026-07-14 04:00:00,74.41,5.45,3.79,74.49,98.0,2,603.39,Operação Normal
BATCH-2026-360,Planta_PR,2026-07-14 08:00:00,78.13,6.23,3.14,124.5,85.7,5,923.71,Operação Normal
BATCH-2026-361,Planta_SP,2026-07-14 12:00:00,73.63,6.1,2.88,95.17,93.1,3,733.62,Operação Normal
BATCH-2026-362,Planta_SP,2026-07-14 16:00:00,79.43,6.22,3.35,129.69,90.7,2,726.02,Operação Normal
BATCH-2026-363,Planta_SP,2026-07-14 20:00:00,73.75,5.59,2.17,142.12,91.9,3,818.44,Operação Normal
BATCH-2026-364,Planta_SP,2026-07-15 00:00:00,79.02,6.0,2.57,106.11,88.3,4,754.86,Operação Normal
BATCH-2026-365,Planta_PR,2026-07-15 04:00:00,73.4,6.44,2.84,116.07,86.0,4,830.97,Operação Normal
BATCH-2026-366,Planta_PR,2026-07-15 08:00:00,73.41,5.47,3.58,111.01,81.0,2,717.41,Operação Normal
BATCH-2026-367,Planta_PR,2026-07-15 12:00:00,68.55,5.78,2.88,138.53,94.9,4,753.77,Operação Normal
BATCH-2026-368,Planta_MG,2026-07-15 16:00:00,77.36,5.86,3.13,121.43,94.9,5,832.54,Operação Normal
BATCH-2026-369,Planta_PR,2026-07-15 20:00:00,83.82,6.5,2.61,145.92,93.4,3,769.84,Operação Normal
BATCH-2026-370,Planta_PR,2026-07-16 00:00:00,83.59,6.57,3.14,126.21,92.9,2,787.39,Operação Normal
BATCH-2026-371,Planta_MG,2026-07-16 04:00:00,79.3,5.04,3.74,123.64,84.9,2,713.19,Operação Normal
BATCH-2026-372,Planta_SP,2026-07-16 08:00:00,70.0,6.5,3.4,121.02,80.4,2,743.44,Operação Normal
BATCH-2026-373,Planta_SP,2026-07-16 12:00:00,81.38,6.59,2.86,132.27,96.2,2,797.22,Operação Normal
BATCH-2026-374,Planta_SP,2026-07-16 16:00:00,78.9,6.56,3.24,93.93,89.8,4,758.46,Operação Normal
BATCH-2026-375,Planta_MG,2026-07-16 20:00:00,76.37,5.74,3.19,121.28,86.1,2,780.83,Operação Normal
BATCH-2026-376,Planta_PR,2026-07-17 00:00:00,82.83,5.89,3.15,118.95,82.0,3,823.12,Operação Normal
BATCH-2026-377,Planta_PR,2026-07-17 04:00:00,80.46,5.22,3.46,130.88,81.3,2,727.69,Operação Normal
BATCH-2026-378,Planta_PR,2026-07-17 08:00:00,85.85,4.95,3.45,117.18,87.0,4,807.71,Operação Normal
BATCH-2026-379,Planta_PR,2026-07-17 12:00:00,72.38,5.82,2.84,104.42,96.1,6,671.48,Operação Normal
BATCH-2026-380,Planta_MG,2026-07-17 16:00:00,72.69,,3.22,120.11,98.4,5,853.57,Operação Normal
BATCH-2026-381,Planta_PR,2026-07-17 20:00:00,73.36,6.09,2.71,103.76,97.9,4,771.72,Operação Normal
BATCH-2026-382,Planta_SP,2026-07-18 00:00:00,76.86,6.41,2.44,91.12,98.4,3,689.85,Operação Normal
BATCH-2026-383,Planta_MG,2026-07-18 04:00:00,84.35,7.53,2.77,130.91,98.2,5,876.42,Operação Normal
BATCH-2026-384,Planta_MG,2026-07-18 08:00:00,75.51,5.8,2.86,128.69,90.5,0,790.27,Operação Normal
BATCH-2026-385,Planta_SP,2026-07-18 12:00:00,75.59,5.47,2.07,127.01,84.4,4,804.81,Operação Normal
BATCH-2026-386,Planta_SP,2026-07-18 16:00:00,79.67,6.27,3.33,139.54,96.0,2,753.94,Operação Normal
BATCH-2026-387,Planta_PR,2026-07-18 20:00:00,81.37,6.11,1.52,110.02,84.3,3,781.3,Operação Normal
BATCH-2026-388,Planta_SP,2026-07-19 00:00:00,69.05,5.71,4.26,98.53,85.3,4,710.58,Alerta Crítico
BATCH-2026-389,Planta_MG,2026-07-19 04:00:00,82.16,6.46,3.65,118.95,84.7,6,831.09,Operação Normal
BATCH-2026-390,Planta_MG,2026-07-19 08:00:00,75.38,5.59,2.77,114.79,90.3,4,867.74,Operação Normal
BATCH-2026-391,Planta_MG,2026-07-19 12:00:00,77.59,5.94,2.9,107.37,86.4,2,746.37,Operação Normal
BATCH-2026-392,Planta_PR,2026-07-19 16:00:00,83.67,5.96,3.05,118.8,83.1,3,694.87,Operação Normal
BATCH-2026-393,Planta_PR,2026-07-19 20:00:00,77.13,5.53,2.61,110.83,89.1,1,634.64,Operação Normal
BATCH-2026-394,Planta_SP,2026-07-20 00:00:00,71.87,5.15,3.0,92.46,97.5,5,799.53,Operação Normal
BATCH-2026-395,Planta_PR,2026-07-20 04:00:00,72.1,6.11,2.83,113.38,91.4,4,847.21,Operação Normal
BATCH-2026-396,Planta_PR,2026-07-20 08:00:00,77.88,6.68,2.85,102.95,97.6,2,654.44,Operação Normal
BATCH-2026-397,Planta_MG,2026-07-20 12:00:00,76.66,6.48,2.99,123.47,83.9,4,844.74,Operação Normal
BATCH-2026-398,Planta_MG,2026-07-20 16:00:00,78.24,6.51,2.24,110.16,83.3,2,814.8,Operação Normal
BATCH-2026-399,Planta_SP,2026-07-20 20:00:00,76.39,5.6,2.92,136.67,91.5,3,915.41,Operação Normal
BATCH-2026-400,Planta_MG,2026-07-21 00:00:00,82.97,6.11,2.98,144.06,89.3,2,825.87,Operação Normal
BATCH-2026-401,Planta_PR,2026-07-21 04:00:00,78.1,5.29,2.96,130.19,93.2,0,759.68,Operação Normal
BATCH-2026-402,Planta_SP,2026-07-21 08:00:00,70.95,6.08,2.79,96.73,95.9,1,592.46,Operação Normal
BATCH-2026-403,Planta_SP,2026-07-21 12:00:00,81.27,6.69,3.47,142.58,95.0,3,936.63,Operação Normal
BATCH-2026-404,Planta_MG,2026-07-21 16:00:00,85.63,6.71,2.72,143.64,98.8,3,804.77,Operação Normal
BATCH-2026-405,Planta_MG,2026-07-21 20:00:00,78.62,7.02,3.01,120.28,88.0,7,844.83,Operação Normal
BATCH-2026-406,Planta_MG,2026-07-22 00:00:00,78.93,6.49,3.55,139.84,84.1,3,813.96,Operação Normal
BATCH-2026-407,Planta_SP,2026-07-22 04:00:00,74.88,6.24,2.86,111.72,91.0,2,826.69,Operação Normal
BATCH-2026-408,Planta_MG,2026-07-22 08:00:00,77.03,6.44,3.01,92.01,82.2,3,851.01,Operação Normal
BATCH-2026-409,Planta_PR,2026-07-22 12:00:00,80.01,6.34,2.85,108.6,85.8,5,826.74,Operação Normal
BATCH-2026-410,Planta_SP,2026-07-22 16:00:00,82.53,5.6,3.52,145.94,84.2,4,912.6,Operação Normal
BATCH-2026-411,Planta_MG,2026-07-22 20:00:00,79.78,5.24,2.77,97.63,87.9,4,777.9,Operação Normal
BATCH-2026-412,Planta_PR,2026-07-23 00:00:00,85.27,6.44,3.54,119.99,82.2,0,664.1,Operação Normal
BATCH-2026-413,Planta_PR,2026-07-23 04:00:00,78.39,7.05,2.85,120.51,80.6,4,890.76,Operação Normal
BATCH-2026-414,Planta_MG,2026-07-23 08:00:00,73.51,6.46,2.47,112.31,93.1,9,896.04,Operação Normal
BATCH-2026-415,Planta_PR,2026-07-23 12:00:00,73.63,5.06,3.24,113.35,92.2,1,805.8,Operação Normal
BATCH-2026-416,Planta_SP,2026-07-23 16:00:00,82.94,5.74,2.75,121.08,94.2,2,832.88,Operação Normal
BATCH-2026-417,Planta_SP,2026-07-23 20:00:00,82.03,5.9,3.21,111.57,93.2,2,781.52,Operação Normal
BATCH-2026-418,Planta_PR,2026-07-24 00:00:00,71.42,5.07,1.54,98.67,82.3,3,844.05,Operação Normal
BATCH-2026-419,Planta_SP,2026-07-24 04:00:00,77.16,5.31,2.9,123.23,85.8,4,933.42,Operação Normal
BATCH-2026-420,Planta_MG,2026-07-24 08:00:00,77.31,5.98,2.67,136.1,82.6,6,886.22,Operação Normal
BATCH-2026-421,Planta_PR,2026-07-24 12:00:00,74.99,6.13,2.37,133.04,96.9,8,899.04,Operação Normal
BATCH-2026-422,Planta_SP,2026-07-24 16:00:00,72.36,5.51,2.62,107.85,94.9,2,650.92,Operação Normal
BATCH-2026-423,Planta_MG,2026-07-24 20:00:00,74.91,5.29,2.61,101.23,84.0,6,944.45,Operação Normal
BATCH-2026-424,Planta_MG,2026-07-25 00:00:00,74.19,6.6,2.88,115.74,86.8,4,786.34,Operação Normal
BATCH-2026-425,Planta_SP,2026-07-25 04:00:00,72.45,5.81,2.22,143.52,99.3,8,1015.08,Operação Normal
BATCH-2026-426,Planta_PR,2026-07-25 08:00:00,81.32,5.88,3.06,129.68,91.9,0,696.37,Operação Normal
BATCH-2026-427,Planta_MG,2026-07-25 12:00:00,79.13,5.73,3.58,130.56,96.0,1,836.92,Operação Normal
BATCH-2026-428,Planta_MG,2026-07-25 16:00:00,76.14,5.61,3.04,133.35,85.3,6,855.02,Operação Normal
BATCH-2026-429,Planta_MG,2026-07-25 20:00:00,69.72,6.65,3.3,126.31,84.2,2,717.77,Operação Normal
BATCH-2026-430,Planta_MG,2026-07-26 00:00:00,76.8,5.56,3.45,121.81,95.7,3,783.83,Operação Normal
BATCH-2026-431,Planta_PR,2026-07-26 04:00:00,80.08,6.09,3.52,129.93,93.7,1,732.29,Operação Normal
BATCH-2026-432,Planta_SP,2026-07-26 08:00:00,75.06,6.0,3.84,111.81,93.6,3,806.07,Operação Normal
BATCH-2026-433,Planta_SP,2026-07-26 12:00:00,73.4,5.03,2.65,98.78,91.1,1,700.24,Operação Normal
BATCH-2026-434,Planta_SP,2026-07-26 16:00:00,77.51,6.12,2.54,130.84,91.3,2,816.91,Operação Normal
BATCH-2026-435,Planta_MG,2026-07-26 20:00:00,79.34,5.23,3.29,138.57,94.7,4,834.87,Operação Normal
BATCH-2026-436,Planta_PR,2026-07-27 00:00:00,70.0,6.32,3.25,103.23,85.4,6,802.55,Operação Normal
BATCH-2026-437,Planta_SP,2026-07-27 04:00:00,83.42,5.41,3.29,132.33,87.1,2,759.01,Operação Normal
BATCH-2026-438,Planta_PR,2026-07-27 08:00:00,73.0,6.26,3.84,145.21,97.4,2,913.63,Operação Normal
BATCH-2026-439,Planta_SP,2026-07-27 12:00:00,76.31,5.79,2.91,119.97,86.2,2,777.2,Operação Normal
BATCH-2026-440,Planta_MG,2026-07-27 16:00:00,82.73,5.66,3.11,107.73,90.9,4,694.73,Operação Normal
BATCH-2026-441,Planta_SP,2026-07-27 20:00:00,78.5,6.11,2.41,121.85,94.1,3,768.31,Operação Normal
BATCH-2026-442,Planta_MG,2026-07-28 00:00:00,82.38,5.26,3.97,111.74,100.0,6,855.98,Operação Normal
BATCH-2026-443,Planta_MG,2026-07-28 04:00:00,84.21,5.97,2.73,110.75,88.7,3,866.62,Operação Normal
BATCH-2026-444,Planta_SP,2026-07-28 08:00:00,72.16,6.39,2.75,126.5,88.6,2,829.13,Operação Normal
BATCH-2026-445,Planta_PR,2026-07-28 12:00:00,81.61,6.52,2.73,95.94,96.9,2,676.61,Operação Normal
BATCH-2026-446,Planta_MG,2026-07-28 16:00:00,83.3,5.77,2.58,98.34,96.1,5,922.93,Operação Normal
BATCH-2026-447,Planta_PR,2026-07-28 20:00:00,76.5,5.84,2.54,120.29,94.6,3,789.96,Operação Normal
BATCH-2026-448,Planta_SP,2026-07-29 00:00:00,76.82,5.25,2.64,119.67,89.3,7,952.71,Operação Normal
BATCH-2026-449,Planta_MG,2026-07-29 04:00:00,70.35,5.62,2.22,125.15,86.5,2,717.53,Operação Normal
BATCH-2026-450,Planta_PR,2026-07-29 08:00:00,81.12,5.22,2.51,148.13,92.2,4,746.72,Operação Normal
BATCH-2026-451,Planta_MG,2026-07-29 12:00:00,67.86,6.22,3.87,121.57,97.5,2,698.4,Operação Normal
BATCH-2026-452,Planta_SP,2026-07-29 16:00:00,81.88,6.42,3.27,128.97,97.7,2,619.63,Operação Normal
BATCH-2026-453,Planta_MG,2026-07-29 20:00:00,72.33,5.77,3.36,105.37,82.2,2,845.27,Operação Normal
BATCH-2026-454,Planta_SP,2026-07-30 00:00:00,83.56,5.47,3.49,131.52,88.6,4,847.46,Operação Normal
BATCH-2026-455,Planta_PR,2026-07-30 04:00:00,79.59,6.15,3.82,112.1,89.3,3,730.56,Operação Normal
BATCH-2026-456,Planta_MG,2026-07-30 08:00:00,82.04,5.57,2.01,121.07,99.6,6,890.56,Operação Normal
BATCH-2026-457,Planta_PR,2026-07-30 12:00:00,74.75,6.34,2.29,118.37,93.6,4,822.53,Operação Normal
BATCH-2026-458,Planta_SP,2026-07-30 16:00:00,72.67,6.97,2.5,135.49,88.1,2,824.94,Operação Normal
BATCH-2026-459,Planta_SP,2026-07-30 20:00:00,70.95,5.56,2.67,100.35,80.5,2,791.11,Operação Normal
BATCH-2026-460,Planta_PR,2026-07-31 00:00:00,82.36,5.63,2.75,85.75,91.3,4,739.86,Operação Normal
BATCH-2026-461,Planta_PR,2026-07-31 04:00:00,80.65,5.27,2.68,116.8,81.9,5,791.25,Operação Normal
BATCH-2026-462,Planta_SP,2026-07-31 08:00:00,80.79,6.07,3.01,127.03,96.7,1,795.04,Operação Normal
BATCH-2026-463,Planta_PR,2026-07-31 12:00:00,79.17,6.04,2.92,122.28,95.1,1,785.23,Operação Normal
BATCH-2026-464,Planta_SP,2026-07-31 16:00:00,80.18,5.86,2.54,138.48,89.2,4,854.31,Operação Normal
BATCH-2026-465,Planta_PR,2026-07-31 20:00:00,76.83,6.01,1.81,126.56,88.6,3,911.69,Operação Normal
BATCH-2026-466,Planta_SP,2026-08-01 00:00:00,79.48,5.48,2.4,111.54,97.9,3,753.88,Operação Normal
BATCH-2026-467,Planta_SP,2026-08-01 04:00:00,74.57,5.17,2.63,85.12,85.8,2,658.22,Operação Normal
BATCH-2026-468,Planta_MG,2026-08-01 08:00:00,76.63,5.62,2.78,116.44,85.0,4,830.5,Operação Normal
BATCH-2026-469,Planta_SP,2026-08-01 12:00:00,90.17,5.04,2.34,135.42,98.8,4,810.01,Alerta Crítico
BATCH-2026-470,Planta_SP,2026-08-01 16:00:00,78.16,5.56,2.65,114.12,96.2,4,830.19,Operação Normal
BATCH-2026-471,Planta_MG,2026-08-01 20:00:00,70.11,6.15,2.33,120.42,96.4,2,725.11,Operação Normal
BATCH-2026-472,Planta_MG,2026-08-02 00:00:00,76.37,6.03,2.84,126.32,83.9,5,832.36,Operação Normal
BATCH-2026-473,Planta_PR,2026-08-02 04:00:00,73.77,5.11,2.36,104.77,82.9,6,933.13,Operação Normal
BATCH-2026-474,Planta_PR,2026-08-02 08:00:00,78.64,6.52,2.48,129.35,80.5,1,737.55,Operação Normal
BATCH-2026-475,Planta_SP,2026-08-02 12:00:00,74.44,5.9,2.25,144.56,84.7,4,820.26,Operação Normal
BATCH-2026-476,Planta_PR,2026-08-02 16:00:00,77.15,5.35,2.82,117.41,95.5,4,869.87,Operação Normal
BATCH-2026-477,Planta_PR,2026-08-02 20:00:00,75.04,5.82,2.47,103.06,84.8,4,732.96,Operação Normal
BATCH-2026-478,Planta_SP,2026-08-03 00:00:00,78.79,5.71,3.35,119.0,94.6,6,829.55,Operação Normal
BATCH-2026-479,Planta_MG,2026-08-03 04:00:00,75.49,5.57,3.1,86.63,85.0,3,759.77,Operação Normal
BATCH-2026-480,Planta_MG,2026-08-03 08:00:00,79.43,6.41,2.87,125.05,87.9,3,847.02,Operação Normal
BATCH-2026-481,Planta_SP,2026-08-03 12:00:00,85.79,5.45,2.5,126.78,99.7,5,914.24,Operação Normal
BATCH-2026-482,Planta_SP,2026-08-03 16:00:00,73.38,6.09,3.09,145.13,84.9,2,773.88,Operação Normal
BATCH-2026-483,Planta_SP,2026-08-03 20:00:00,80.9,5.33,3.25,117.09,87.5,1,765.56,Operação Normal
BATCH-2026-484,Planta_SP,2026-08-04 00:00:00,68.19,5.98,2.97,126.13,86.0,2,753.72,Operação Normal
BATCH-2026-485,Planta_SP,2026-08-04 04:00:00,77.07,6.13,3.7,107.08,82.2,4,762.46,Operação Normal
BATCH-2026-486,Planta_SP,2026-08-04 08:00:00,78.92,6.13,3.13,114.65,89.8,3,841.54,Operação Normal
BATCH-2026-487,Planta_PR,2026-08-04 12:00:00,75.01,6.04,3.36,97.12,87.6,1,672.34,Operação Normal
BATCH-2026-488,Planta_PR,2026-08-04 16:00:00,70.85,5.88,2.97,117.08,93.9,5,849.65,Operação Normal
BATCH-2026-489,Planta_PR,2026-08-04 20:00:00,77.85,5.47,3.24,115.42,96.4,1,740.54,Operação Normal
BATCH-2026-490,Planta_MG,2026-08-05 00:00:00,84.13,5.47,2.5,124.49,90.9,5,795.54,Operação Normal
BATCH-2026-491,Planta_SP,2026-08-05 04:00:00,77.41,6.15,2.67,110.65,80.6,2,797.47,Operação Normal
BATCH-2026-492,Planta_SP,2026-08-05 08:00:00,80.23,5.37,3.07,121.25,92.4,1,771.26,Operação Normal
BATCH-2026-493,Planta_PR,2026-08-05 12:00:00,82.51,5.25,3.07,115.0,81.1,4,707.68,Operação Normal
BATCH-2026-494,Planta_MG,2026-08-05 16:00:00,87.89,6.71,3.15,115.03,92.3,2,770.92,Operação Normal
BATCH-2026-495,Planta_PR,2026-08-05 20:00:00,73.79,5.87,3.45,121.21,93.7,3,754.52,Operação Normal
BATCH-2026-496,Planta_SP,2026-08-06 00:00:00,74.2,6.32,2.19,120.61,84.0,2,821.95,Operação Normal
BATCH-2026-497,Planta_SP,2026-08-06 04:00:00,76.83,6.44,2.41,131.42,96.4,1,689.28,Operação Normal
BATCH-2026-498,Planta_PR,2026-08-06 08:00:00,80.46,6.03,3.01,118.19,98.2,3,769.92,Operação Normal
BATCH-2026-499,Planta_PR,2026-08-06 12:00:00,68.72,5.81,2.54,114.75,96.3,4,824.65,Operação Normal
BATCH-2026-500,Planta_SP,2026-08-06 16:00:00,80.62,5.82,4.59,117.29,86.1,2,763.84,Alerta Crítico
BATCH-2026-501,Planta_PR,2026-08-06 20:00:00,78.59,6.8,3.16,109.28,91.7,3,809.85,Operação Normal
BATCH-2026-502,Planta_SP,2026-08-07 00:00:00,75.86,5.72,2.86,114.6,98.3,4,730.36,Operação Normal
BATCH-2026-503,Planta_PR,2026-08-07 04:00:00,79.7,6.09,2.64,150.47,86.4,6,1003.44,Operação Normal
BATCH-2026-504,Planta_MG,2026-08-07 08:00:00,81.56,6.34,2.66,106.31,96.4,2,767.61,Operação Normal
BATCH-2026-505,Planta_SP,2026-08-07 12:00:00,82.11,6.13,2.92,115.82,80.2,5,901.46,Operação Normal
BATCH-2026-506,Planta_MG,2026-08-07 16:00:00,78.06,6.54,2.96,114.19,80.1,2,799.25,Operação Normal
BATCH-2026-507,Planta_PR,2026-08-07 20:00:00,79.3,5.81,2.67,116.29,95.2,4,808.75,Operação Normal
BATCH-2026-508,Planta_MG,2026-08-08 00:00:00,79.15,6.34,2.76,115.03,95.2,2,692.85,Operação Normal
BATCH-2026-509,Planta_PR,2026-08-08 04:00:00,82.92,5.1,3.57,124.19,95.8,1,720.36,Operação Normal
BATCH-2026-510,Planta_MG,2026-08-08 08:00:00,79.52,6.67,3.59,94.35,98.6,7,924.3,Operação Normal
BATCH-2026-511,Planta_MG,2026-08-08 12:00:00,80.58,6.56,3.03,135.56,82.4,3,888.28,Operação Normal
BATCH-2026-512,Planta_MG,2026-08-08 16:00:00,81.57,5.85,2.23,129.49,84.6,6,852.1,Operação Normal
BATCH-2026-513,Planta_SP,2026-08-08 20:00:00,85.83,6.22,3.17,101.36,98.1,6,691.53,Operação Normal
BATCH-2026-514,Planta_MG,2026-08-09 00:00:00,75.66,6.45,3.68,85.96,83.5,7,819.1,Operação Normal
BATCH-2026-515,Planta_PR,2026-08-09 04:00:00,84.5,5.48,3.58,105.34,93.6,3,750.23,Operação Normal
BATCH-2026-516,Planta_PR,2026-08-09 08:00:00,87.88,5.93,3.27,116.36,90.6,4,796.96,Operação Normal
BATCH-2026-517,Planta_SP,2026-08-09 12:00:00,75.91,5.35,3.61,158.7,81.7,4,912.09,Operação Normal
BATCH-2026-518,Planta_SP,2026-08-09 16:00:00,77.13,6.57,2.93,128.15,85.7,1,799.48,Operação Normal
BATCH-2026-519,Planta_PR,2026-08-09 20:00:00,76.29,6.41,3.21,92.89,90.4,9,941.71,Operação Normal
BATCH-2026-520,Planta_MG,2026-08-10 00:00:00,80.63,5.86,2.56,109.66,97.0,2,769.66,Operação Normal
BATCH-2026-521,Planta_PR,2026-08-10 04:00:00,70.55,5.8,3.05,119.2,94.2,1,649.52,Operação Normal
BATCH-2026-522,Planta_SP,2026-08-10 08:00:00,76.0,5.93,3.56,123.81,92.4,3,780.79,Operação Normal
BATCH-2026-523,Planta_SP,2026-08-10 12:00:00,76.91,5.55,2.61,100.28,89.9,3,870.71,Operação Normal
BATCH-2026-524,Planta_PR,2026-08-10 16:00:00,76.56,5.91,2.47,117.98,86.0,3,806.07,Operação Normal
BATCH-2026-525,Planta_MG,2026-08-10 20:00:00,76.52,5.48,2.95,109.24,82.4,2,765.01,Operação Normal
BATCH-2026-526,Planta_MG,2026-08-11 00:00:00,76.04,6.45,2.79,103.44,88.2,3,779.17,Operação Normal
BATCH-2026-527,Planta_SP,2026-08-11 04:00:00,81.11,6.57,3.22,123.89,80.6,4,843.78,Operação Normal
BATCH-2026-528,Planta_PR,2026-08-11 08:00:00,80.15,6.47,2.67,131.61,84.2,1,642.74,Operação Normal
BATCH-2026-529,Planta_PR,2026-08-11 12:00:00,84.81,,3.76,132.62,88.6,1,751.73,Operação Normal
BATCH-2026-530,Planta_SP,2026-08-11 16:00:00,81.12,5.9,2.26,128.62,88.4,3,804.61,Operação Normal
BATCH-2026-531,Planta_PR,2026-08-11 20:00:00,73.61,6.29,3.53,112.54,80.9,4,866.65,Operação Normal
BATCH-2026-532,Planta_SP,2026-08-12 00:00:00,77.32,6.38,2.52,130.72,91.8,3,812.68,Operação Normal
BATCH-2026-533,Planta_MG,2026-08-12 04:00:00,76.9,5.08,2.0,124.64,91.0,0,642.02,Operação Normal
BATCH-2026-534,Planta_MG,2026-08-12 08:00:00,79.02,6.37,3.02,122.01,81.6,6,891.12,Operação Normal
BATCH-2026-535,Planta_PR,2026-08-12 12:00:00,82.37,5.38,2.77,110.82,98.9,6,809.29,Operação Normal
BATCH-2026-536,Planta_MG,2026-08-12 16:00:00,78.74,5.92,2.35,112.55,82.0,1,666.75,Operação Normal
BATCH-2026-537,Planta_MG,2026-08-12 20:00:00,78.75,6.63,2.06,121.11,97.1,3,751.29,Operação Normal
BATCH-2026-538,Planta_SP,2026-08-13 00:00:00,78.04,6.56,2.9,156.6,80.0,2,859.0,Operação Normal
