Machine_ID,Timestamp,Temperature,Vibration,Torque,RPM,Tool_Wear,Machine_Failure
Caldeira_01,2026-08-07 21:00:00,88.54,2.71,40.92,1510,132.5,Não
Motor_04,2026-08-07 21:30:00,98.74,2.64,45.91,1823,130.0,Sim
Compressor_03,2026-08-07 22:00:00,85.73,3.1,39.66,1919,129.8,Não
Turbina_02,2026-08-07 22:30:00,75.87,4.08,36.6,1861,135.1,Não
Turbina_02,2026-08-07 23:00:00,87.29,3.72,33.51,1660,138.9,Não
Motor_04,2026-08-07 23:30:00,89.3,3.18,42.92,1708,130.7,Não
Motor_04,2026-08-08 00:00:00,80.41,3.75,47.62,1840,128.1,Não
Compressor_03,2026-08-08 00:30:00,81.77,3.39,36.01,1665,131.6,Não
Compressor_03,2026-08-08 01:00:00,81.26,2.38,42.31,1600,130.2,Não
Motor_04,2026-08-08 01:30:00,82.34,3.1,33.81,1764,138.8,Não
Motor_04,2026-08-08 02:00:00,84.14,3.15,37.5,1658,136.2,Não
Compressor_03,2026-08-08 02:30:00,80.7,3.73,41.21,1861,146.0,Não
Caldeira_01,2026-08-08 03:00:00,78.82,2.8,32.22,1994,140.7,Não
Compressor_03,2026-08-08 03:30:00,85.87,2.56,39.92,2189,146.5,Não
Caldeira_01,2026-08-08 04:00:00,84.09,3.17,36.23,1850,130.8,Não
Turbina_02,2026-08-08 04:30:00,82.82,2.75,42.72,1896,122.0,Não
Turbina_02,2026-08-08 05:00:00,85.42,2.97,39.26,1710,139.8,Não
Compressor_03,2026-08-08 05:30:00,77.4,3.14,44.23,1719,139.6,Não
Caldeira_01,2026-08-08 06:00:00,86.32,2.93,38.74,1992,138.8,Não
Compressor_03,2026-08-08 06:30:00,82.92,3.87,33.87,1758,140.3,Não
Compressor_03,2026-08-08 07:00:00,86.2,4.19,33.31,1810,134.6,Não
Caldeira_01,2026-08-08 07:30:00,87.0,3.8,31.41,1983,143.5,Não
Compressor_03,2026-08-08 08:00:00,90.66,1.96,42.85,1759,144.7,Não
Turbina_02,2026-08-08 08:30:00,85.51,2.75,51.51,2025,135.4,Não
Motor_04,2026-08-08 09:00:00,90.33,3.07,41.96,1885,140.1,Não
Motor_04,2026-08-08 09:30:00,83.39,1.91,47.52,1868,140.8,Não
Compressor_03,2026-08-08 10:00:00,83.63,2.59,45.1,1702,139.3,Não
Caldeira_01,2026-08-08 10:30:00,84.55,3.07,37.67,1876,137.2,Não
Caldeira_01,2026-08-08 11:00:00,88.87,2.89,45.69,1735,143.5,Não
Turbina_02,2026-08-08 11:30:00,88.15,3.21,37.85,1870,145.1,Não
Caldeira_01,2026-08-08 12:00:00,85.68,2.23,37.94,1784,141.2,Não
Caldeira_01,2026-08-08 12:30:00,78.86,2.88,39.06,1945,139.2,Não
Turbina_02,2026-08-08 13:00:00,88.07,3.31,39.27,1795,147.1,Não
Compressor_03,2026-08-08 13:30:00,80.69,3.21,42.98,2105,141.6,Não
Motor_04,2026-08-08 14:00:00,80.42,3.51,36.98,1758,144.3,Não
Turbina_02,2026-08-08 14:30:00,79.31,3.47,44.0,1719,144.1,Não
Compressor_03,2026-08-08 15:00:00,84.58,2.92,43.94,1851,152.9,Não
Turbina_02,2026-08-08 15:30:00,91.06,3.28,41.54,1961,143.4,Não
Compressor_03,2026-08-08 16:00:00,80.17,2.64,48.73,1960,156.1,Não
Turbina_02,2026-08-08 16:30:00,93.39,3.01,45.79,1825,151.6,Não
Compressor_03,2026-08-08 17:00:00,89.55,2.46,44.81,1850,157.4,Não
Turbina_02,2026-08-08 17:30:00,77.68,3.95,40.3,1851,152.0,Não
Compressor_03,2026-08-08 18:00:00,83.09,3.01,41.58,1638,147.9,Não
Turbina_02,2026-08-08 18:30:00,79.8,3.94,42.36,1953,144.9,Não
Motor_04,2026-08-08 19:00:00,88.32,3.42,40.06,1611,148.1,Não
Motor_04,2026-08-08 19:30:00,80.06,2.58,38.31,1638,157.7,Não
Caldeira_01,2026-08-08 20:00:00,76.89,3.38,29.17,1808,150.4,Não
Compressor_03,2026-08-08 20:30:00,83.37,3.77,43.23,1752,154.4,Não
Turbina_02,2026-08-08 21:00:00,90.85,3.15,44.69,1919,152.5,Não
Compressor_03,2026-08-08 21:30:00,84.04,3.25,34.77,1867,153.1,Não
Motor_04,2026-08-08 22:00:00,86.99,2.81,42.72,1820,153.7,Não
Compressor_03,2026-08-08 22:30:00,87.19,3.22,37.34,1631,155.1,Não
Turbina_02,2026-08-08 23:00:00,77.44,3.37,38.35,1803,149.0,Não
Compressor_03,2026-08-08 23:30:00,80.5,2.79,45.9,1792,152.1,Não
Turbina_02,2026-08-09 00:00:00,85.03,2.44,35.54,1833,155.4,Não
Motor_04,2026-08-09 00:30:00,82.21,4.1,35.54,1735,155.1,Não
Motor_04,2026-08-09 01:00:00,93.52,3.62,48.12,1878,152.4,Não
Motor_04,2026-08-09 01:30:00,78.86,2.82,39.34,1748,157.1,Não
Caldeira_01,2026-08-09 02:00:00,80.45,3.35,45.61,1864,151.6,Não
Motor_04,2026-08-09 02:30:00,86.45,2.16,32.81,1919,149.7,Não
Compressor_03,2026-08-09 03:00:00,81.86,1.82,33.17,1719,157.7,Não
Caldeira_01,2026-08-09 03:30:00,70.54,3.96,35.89,1684,150.7,Não
Motor_04,2026-08-09 04:00:00,94.67,3.36,37.83,1871,158.5,Não
Compressor_03,2026-08-09 04:30:00,79.63,3.17,33.69,1601,147.7,Não
Compressor_03,2026-08-09 05:00:00,87.8,3.36,41.66,1966,154.2,Não
Compressor_03,2026-08-09 05:30:00,78.73,5.46,41.96,1801,156.6,Sim
Turbina_02,2026-08-09 06:00:00,80.68,3.81,35.96,1782,150.6,Não
Caldeira_01,2026-08-09 06:30:00,76.89,2.47,36.32,1881,157.2,Não
Compressor_03,2026-08-09 07:00:00,81.29,2.02,36.91,1872,165.4,Não
Turbina_02,2026-08-09 07:30:00,81.78,3.94,34.76,1800,153.5,Não
Motor_04,2026-08-09 08:00:00,84.34,3.8,26.97,1931,158.5,Não
Compressor_03,2026-08-09 08:30:00,83.14,3.6,39.62,1699,169.2,Não
Turbina_02,2026-08-09 09:00:00,77.79,2.63,38.06,1906,155.8,Não
Compressor_03,2026-08-09 09:30:00,82.38,3.45,38.52,1638,168.5,Não
Caldeira_01,2026-08-09 10:00:00,92.24,2.69,35.45,1876,160.5,Não
Caldeira_01,2026-08-09 10:30:00,91.64,3.66,43.65,1750,162.8,Não
Motor_04,2026-08-09 11:00:00,87.28,3.89,50.91,1603,169.1,Não
Compressor_03,2026-08-09 11:30:00,88.32,2.82,36.25,1838,160.6,Não
Turbina_02,2026-08-09 12:00:00,95.3,3.99,46.3,1794,166.6,Não
Motor_04,2026-08-09 12:30:00,87.86,3.28,41.65,1568,168.3,Não
Compressor_03,2026-08-09 13:00:00,88.22,3.54,40.16,1482,161.0,Não
Motor_04,2026-08-09 13:30:00,77.18,2.28,38.45,1777,160.9,Não
Turbina_02,2026-08-09 14:00:00,79.44,3.36,39.63,2042,163.9,Não
Motor_04,2026-08-09 14:30:00,84.84,2.73,45.17,1848,164.5,Não
Motor_04,2026-08-09 15:00:00,80.96,3.53,34.88,1699,160.5,Não
Motor_04,2026-08-09 15:30:00,80.01,4.23,38.76,1962,163.1,Não
Compressor_03,2026-08-09 16:00:00,80.59,3.4,45.62,1936,149.3,Não
Turbina_02,2026-08-09 16:30:00,77.88,2.57,44.43,1990,165.4,Não
Caldeira_01,2026-08-09 17:00:00,81.04,3.64,34.95,1902,172.0,Não
Compressor_03,2026-08-09 17:30:00,86.7,3.48,39.18,1932,159.5,Não
Caldeira_01,2026-08-09 18:00:00,93.98,4.64,43.28,1909,166.0,Não
Caldeira_01,2026-08-09 18:30:00,88.98,3.38,42.99,1728,180.9,Não
Compressor_03,2026-08-09 19:00:00,88.18,2.79,44.39,1554,169.0,Não
Compressor_03,2026-08-09 19:30:00,76.88,3.74,41.73,1721,176.3,Não
Turbina_02,2026-08-09 20:00:00,85.6,3.11,42.48,1965,164.8,Não
Turbina_02,2026-08-09 20:30:00,84.67,3.26,41.54,1742,172.5,Não
Motor_04,2026-08-09 21:00:00,86.45,2.55,47.11,1778,164.8,Não
Caldeira_01,2026-08-09 21:30:00,83.2,3.11,38.1,1625,173.1,Não
Turbina_02,2026-08-09 22:00:00,93.31,3.22,40.22,1717,175.7,Não
Motor_04,2026-08-09 22:30:00,85.26,3.11,35.43,1798,174.9,Não
Turbina_02,2026-08-09 23:00:00,85.75,2.79,34.55,1873,170.6,Não
Compressor_03,2026-08-09 23:30:00,75.19,3.4,41.46,1731,174.1,Não
Turbina_02,2026-08-10 00:00:00,84.47,2.55,36.74,1720,174.5,Não
Caldeira_01,2026-08-10 00:30:00,90.75,2.39,39.74,1926,176.8,Não
Turbina_02,2026-08-10 01:00:00,87.78,3.7,47.28,1848,173.3,Não
Caldeira_01,2026-08-10 01:30:00,74.22,3.63,47.02,1867,178.9,Não
Compressor_03,2026-08-10 02:00:00,82.75,2.28,50.01,2029,181.9,Não
Caldeira_01,2026-08-10 02:30:00,93.66,1.92,47.37,1724,173.5,Não
Turbina_02,2026-08-10 03:00:00,84.25,2.49,50.81,1792,175.7,Não
Motor_04,2026-08-10 03:30:00,86.61,3.11,41.96,1882,171.4,Não
Compressor_03,2026-08-10 04:00:00,93.1,4.01,35.94,1669,178.0,Não
Turbina_02,2026-08-10 04:30:00,84.23,3.09,35.5,1834,178.4,Não
Compressor_03,2026-08-10 05:00:00,88.96,2.66,46.28,1803,177.4,Não
Compressor_03,2026-08-10 05:30:00,87.06,3.3,40.23,2216,178.2,Não
Turbina_02,2026-08-10 06:00:00,88.13,3.12,40.57,1814,187.5,Não
Turbina_02,2026-08-10 06:30:00,86.9,2.23,37.53,1973,163.9,Não
Motor_04,2026-08-10 07:00:00,82.26,2.24,38.07,1924,176.2,Não
Compressor_03,2026-08-10 07:30:00,82.76,2.26,41.73,1626,177.4,Não
Compressor_03,2026-08-10 08:00:00,80.73,4.94,35.25,1567,186.8,Não
Turbina_02,2026-08-10 08:30:00,76.8,3.8,41.16,1837,182.3,Não
Caldeira_01,2026-08-10 09:00:00,91.22,2.78,46.8,1988,182.8,Não
Turbina_02,2026-08-10 09:30:00,85.05,3.98,30.4,1843,187.0,Não
Compressor_03,2026-08-10 10:00:00,90.97,2.8,33.06,1811,180.2,Não
Turbina_02,2026-08-10 10:30:00,92.83,3.95,43.04,1757,184.8,Não
Motor_04,2026-08-10 11:00:00,85.27,3.26,46.14,1601,179.2,Não
Caldeira_01,2026-08-10 11:30:00,78.43,2.74,37.8,1655,177.0,Não
Turbina_02,2026-08-10 12:00:00,84.02,3.68,31.01,1556,191.7,Não
Motor_04,2026-08-10 12:30:00,81.64,3.3,46.44,1634,185.0,Não
Compressor_03,2026-08-10 13:00:00,75.1,3.48,36.35,1721,186.7,Não
Turbina_02,2026-08-10 13:30:00,82.49,3.35,38.37,1916,178.5,Não
Compressor_03,2026-08-10 14:00:00,84.64,3.34,41.44,1733,186.9,Não
Motor_04,2026-08-10 14:30:00,81.78,3.76,37.0,1838,193.6,Não
Compressor_03,2026-08-10 15:00:00,81.14,5.01,36.06,1820,183.7,Sim
Motor_04,2026-08-10 15:30:00,78.61,4.07,36.14,1874,179.2,Não
Motor_04,2026-08-10 16:00:00,85.98,3.35,48.36,1644,186.8,Não
Motor_04,2026-08-10 16:30:00,94.35,2.98,45.22,1958,181.1,Não
Turbina_02,2026-08-10 17:00:00,91.39,3.06,42.59,1588,178.9,Não
Compressor_03,2026-08-10 17:30:00,88.27,2.32,30.16,1732,183.4,Não
Compressor_03,2026-08-10 18:00:00,88.38,3.67,42.6,1796,185.0,Não
Caldeira_01,2026-08-10 18:30:00,84.34,2.49,42.36,1914,183.0,Não
Caldeira_01,2026-08-10 19:00:00,75.98,2.94,34.25,2006,194.9,Não
Caldeira_01,2026-08-10 19:30:00,83.15,3.67,41.16,1915,198.2,Não
Caldeira_01,2026-08-10 20:00:00,80.15,3.03,44.73,2012,192.2,Não
Compressor_03,2026-08-10 20:30:00,85.77,2.86,42.56,1675,191.4,Não
Motor_04,2026-08-10 21:00:00,91.17,2.36,36.94,1978,189.2,Não
Motor_04,2026-08-10 21:30:00,94.87,4.04,40.06,1952,185.8,Não
Turbina_02,2026-08-10 22:00:00,85.32,2.62,43.29,1440,198.7,Não
Motor_04,2026-08-10 22:30:00,76.66,2.79,40.27,1766,190.8,Não
Compressor_03,2026-08-10 23:00:00,85.31,1.95,45.64,1890,189.2,Não
Compressor_03,2026-08-10 23:30:00,85.45,3.19,41.78,1722,197.0,Não
Compressor_03,2026-08-11 00:00:00,88.39,2.97,43.39,1637,192.0,Não
Turbina_02,2026-08-11 00:30:00,84.9,3.33,43.7,2117,197.6,Não
Caldeira_01,2026-08-11 01:00:00,85.33,2.38,35.2,1816,191.1,Não
Motor_04,2026-08-11 01:30:00,81.84,3.71,40.22,1820,198.6,Não
Compressor_03,2026-08-11 02:00:00,83.44,1.91,38.5,1603,198.8,Não
Compressor_03,2026-08-11 02:30:00,87.57,3.14,44.7,1708,200.9,Não
Caldeira_01,2026-08-11 03:00:00,74.96,3.28,42.08,1665,191.2,Não
Compressor_03,2026-08-11 03:30:00,83.41,3.24,39.15,1961,194.7,Não
Motor_04,2026-08-11 04:00:00,88.44,3.31,34.23,1875,205.3,Não
Turbina_02,2026-08-11 04:30:00,93.2,3.75,32.81,1714,194.7,Não
Compressor_03,2026-08-11 05:00:00,83.01,4.13,41.4,1884,200.4,Não
Motor_04,2026-08-11 05:30:00,90.93,3.09,36.77,1761,208.2,Não
Compressor_03,2026-08-11 06:00:00,93.45,2.52,43.0,1835,187.9,Não
Caldeira_01,2026-08-11 06:30:00,83.07,3.59,32.61,1834,196.1,Não
Compressor_03,2026-08-11 07:00:00,82.21,3.0,47.17,1863,197.9,Não
Compressor_03,2026-08-11 07:30:00,84.09,4.09,42.99,1844,189.3,Não
Turbina_02,2026-08-11 08:00:00,84.59,2.78,40.45,1863,196.5,Não
Caldeira_01,2026-08-11 08:30:00,90.45,2.6,47.57,1988,194.3,Não
Caldeira_01,2026-08-11 09:00:00,81.13,3.3,44.27,1896,203.8,Não
Turbina_02,2026-08-11 09:30:00,92.69,1.98,37.86,1749,191.3,Não
Compressor_03,2026-08-11 10:00:00,81.0,2.87,40.35,1785,209.8,Não
Motor_04,2026-08-11 10:30:00,78.68,2.97,31.16,1984,204.2,Não
Caldeira_01,2026-08-11 11:00:00,87.62,3.35,44.79,1816,195.9,Não
Caldeira_01,2026-08-11 11:30:00,91.15,2.5,38.67,1743,206.7,Não
Compressor_03,2026-08-11 12:00:00,85.89,2.58,31.1,1705,204.9,Não
Compressor_03,2026-08-11 12:30:00,87.18,4.01,34.68,1840,202.1,Não
Caldeira_01,2026-08-11 13:00:00,94.77,3.19,43.92,1671,199.1,Não
Compressor_03,2026-08-11 13:30:00,91.22,3.81,47.26,1992,205.9,Não
Motor_04,2026-08-11 14:00:00,85.15,2.82,40.09,1644,204.2,Não
Caldeira_01,2026-08-11 14:30:00,82.84,3.16,35.58,2021,200.5,Não
Motor_04,2026-08-11 15:00:00,90.48,3.35,33.61,1757,197.6,Não
Motor_04,2026-08-11 15:30:00,89.15,4.42,46.37,1638,200.5,Não
Compressor_03,2026-08-11 16:00:00,87.09,3.05,42.02,1828,202.6,Não
Motor_04,2026-08-11 16:30:00,83.36,3.08,38.51,1657,211.4,Sim
Compressor_03,2026-08-11 17:00:00,84.62,3.97,37.44,1805,210.2,Sim
Turbina_02,2026-08-11 17:30:00,84.26,2.93,43.02,1713,204.1,Não
Compressor_03,2026-08-11 18:00:00,83.45,3.4,42.9,1941,204.7,Não
Motor_04,2026-08-11 18:30:00,81.99,3.91,35.97,1820,212.1,Sim
Turbina_02,2026-08-11 19:00:00,86.33,2.8,34.86,1621,208.9,Não
Compressor_03,2026-08-11 19:30:00,81.77,3.44,35.09,1710,209.2,Não
Motor_04,2026-08-11 20:00:00,85.89,4.42,37.89,1905,204.8,Não
Caldeira_01,2026-08-11 20:30:00,74.5,3.84,36.9,1993,208.1,Não
Caldeira_01,2026-08-11 21:00:00,82.0,3.4,47.28,1793,209.2,Não
Compressor_03,2026-08-11 21:30:00,90.49,3.04,37.73,1643,209.1,Não
Compressor_03,2026-08-11 22:00:00,80.5,2.78,34.38,1958,213.6,Sim
Caldeira_01,2026-08-11 22:30:00,87.96,2.51,34.63,1905,214.2,Sim
Motor_04,2026-08-11 23:00:00,80.91,4.26,39.17,1995,206.2,Não
Motor_04,2026-08-11 23:30:00,88.88,4.12,31.8,1843,208.7,Não
Motor_04,2026-08-12 00:00:00,83.51,2.74,39.73,1721,208.1,Não
Compressor_03,2026-08-12 00:30:00,83.32,3.44,33.99,1877,218.9,Sim
Turbina_02,2026-08-12 01:00:00,85.27,3.28,45.21,1848,223.6,Sim
Turbina_02,2026-08-12 01:30:00,78.28,4.03,40.52,1713,210.4,Sim
Turbina_02,2026-08-12 02:00:00,89.86,3.47,49.54,1829,212.3,Sim
Turbina_02,2026-08-12 02:30:00,91.52,3.18,38.97,1770,217.8,Sim
Turbina_02,2026-08-12 03:00:00,83.2,2.82,25.91,1911,210.4,Sim
Compressor_03,2026-08-12 03:30:00,87.62,3.44,46.56,1873,218.7,Sim
Compressor_03,2026-08-12 04:00:00,88.89,2.96,42.26,1642,214.7,Sim
Turbina_02,2026-08-12 04:30:00,84.54,3.35,42.96,1627,206.4,Não
Compressor_03,2026-08-12 05:00:00,79.46,3.15,35.49,1786,209.1,Não
Compressor_03,2026-08-12 05:30:00,92.97,2.94,39.81,1804,214.3,Sim
Turbina_02,2026-08-12 06:00:00,83.04,2.52,40.84,1914,222.5,Sim
Motor_04,2026-08-12 06:30:00,81.95,3.56,38.93,1876,212.3,Sim
Compressor_03,2026-08-12 07:00:00,93.19,3.23,32.2,2018,214.5,Sim
Motor_04,2026-08-12 07:30:00,88.05,4.45,52.46,1729,218.6,Sim
Compressor_03,2026-08-12 08:00:00,86.29,2.48,43.76,1721,209.6,Não
Compressor_03,2026-08-12 08:30:00,80.15,3.64,41.89,1656,219.9,Sim
Turbina_02,2026-08-12 09:00:00,89.01,3.14,45.91,1912,211.0,Sim
Compressor_03,2026-08-12 09:30:00,99.48,4.67,42.9,1803,222.0,Sim
Caldeira_01,2026-08-12 10:00:00,89.4,3.58,36.95,1521,215.5,Sim
Caldeira_01,2026-08-12 10:30:00,87.48,3.43,45.62,1830,215.3,Sim
Turbina_02,2026-08-12 11:00:00,88.61,3.14,43.83,1839,221.7,Sim
Motor_04,2026-08-12 11:30:00,83.36,2.71,37.12,1778,224.7,Sim
Motor_04,2026-08-12 12:00:00,83.31,3.42,43.56,1844,223.0,Sim
Motor_04,2026-08-12 12:30:00,83.25,2.23,38.92,1616,222.6,Sim
Caldeira_01,2026-08-12 13:00:00,82.13,2.26,40.94,2046,223.1,Sim
Motor_04,2026-08-12 13:30:00,83.24,3.91,42.7,1857,224.3,Sim
Motor_04,2026-08-12 14:00:00,83.21,1.97,46.16,1533,225.0,Sim
Turbina_02,2026-08-12 14:30:00,83.78,2.98,37.09,1799,221.2,Sim
Motor_04,2026-08-12 15:00:00,83.64,2.47,41.64,1861,226.8,Sim
Caldeira_01,2026-08-12 15:30:00,86.22,2.92,49.07,1633,220.0,Sim
Caldeira_01,2026-08-12 16:00:00,85.39,3.33,39.21,1880,229.8,Sim
Caldeira_01,2026-08-12 16:30:00,85.84,3.89,40.88,2052,228.7,Sim
Turbina_02,2026-08-12 17:00:00,92.61,4.05,49.06,1703,236.1,Sim
Turbina_02,2026-08-12 17:30:00,85.38,2.56,42.87,1864,228.1,Sim
Compressor_03,2026-08-12 18:00:00,96.05,2.87,33.37,1831,230.5,Sim
Motor_04,2026-08-12 18:30:00,86.76,6.04,36.42,1945,218.6,Sim
Turbina_02,2026-08-12 19:00:00,82.76,3.02,43.1,1783,231.5,Sim
Caldeira_01,2026-08-12 19:30:00,91.75,2.58,41.9,1639,233.1,Sim
Caldeira_01,2026-08-12 20:00:00,84.6,2.7,40.73,1935,235.1,Sim
Turbina_02,2026-08-12 20:30:00,73.03,3.03,49.73,1648,228.6,Sim
Turbina_02,2026-08-12 21:00:00,84.98,2.93,37.22,2071,226.7,Sim
Turbina_02,2026-08-12 21:30:00,83.75,3.04,39.67,1884,223.3,Sim
Compressor_03,2026-08-12 22:00:00,93.03,3.19,31.17,1710,224.2,Sim
Caldeira_01,2026-08-12 22:30:00,80.51,3.18,45.22,1966,229.5,Sim
Compressor_03,2026-08-12 23:00:00,83.34,2.53,36.41,1798,221.2,Sim
Compressor_03,2026-08-12 23:30:00,91.34,3.46,44.76,1766,226.5,Sim
Motor_04,2026-08-13 00:00:00,86.97,3.28,44.28,1697,231.2,Sim
Caldeira_01,2026-08-13 00:30:00,84.14,3.55,50.57,1518,231.5,Sim
Caldeira_01,2026-08-13 01:00:00,81.22,2.0,42.92,1890,226.7,Sim
Turbina_02,2026-08-13 01:30:00,86.76,3.31,38.4,1555,225.8,Sim
Turbina_02,2026-08-13 02:00:00,84.85,1.81,42.04,1681,227.0,Sim
Motor_04,2026-08-13 02:30:00,81.16,3.08,36.58,1864,231.7,Sim
Compressor_03,2026-08-13 03:00:00,81.42,3.66,41.44,1724,243.8,Sim
Turbina_02,2026-08-13 03:30:00,80.93,3.93,39.1,1823,238.9,Sim
Turbina_02,2026-08-13 04:00:00,80.04,3.43,39.68,1617,235.1,Sim
Caldeira_01,2026-08-13 04:30:00,89.67,3.67,35.96,1747,237.2,Sim
Caldeira_01,2026-08-13 05:00:00,89.0,2.99,41.35,1824,239.9,Sim
Turbina_02,2026-08-13 05:30:00,89.68,2.84,43.71,1657,238.6,Sim
Caldeira_01,2026-08-13 06:00:00,85.02,5.08,32.57,2052,234.1,Sim
Motor_04,2026-08-13 06:30:00,83.79,3.78,36.9,1704,231.8,Sim
Turbina_02,2026-08-13 07:00:00,83.88,2.38,40.76,2006,235.8,Sim
Caldeira_01,2026-08-13 07:30:00,90.11,1.99,29.44,1774,241.8,Sim
Motor_04,2026-08-13 08:00:00,75.9,2.87,47.83,1564,235.8,Sim
Caldeira_01,2026-08-13 08:30:00,82.43,4.03,36.8,1629,232.1,Sim
Caldeira_01,2026-08-13 09:00:00,80.56,3.23,35.78,1826,229.4,Sim
Caldeira_01,2026-08-13 09:30:00,91.8,1.64,39.07,1954,237.8,Sim
Turbina_02,2026-08-13 10:00:00,82.61,3.08,40.62,2065,233.7,Sim
Compressor_03,2026-08-13 10:30:00,76.82,3.2,36.6,1819,237.0,Sim
Caldeira_01,2026-08-13 11:00:00,86.12,1.51,44.41,1623,246.9,Sim
Motor_04,2026-08-13 11:30:00,83.15,3.22,41.8,1841,239.7,Sim
