idade,renda_mensal,valor_solicitado,numero_parcelas,score_serasa,num_consultas_recentes,atrasos_ultimos_12m,valor_parcela,comprometimento_renda,tipo_vinculo_CLT,tipo_vinculo_ESTUDANTE,tipo_vinculo_PJ,tipo_vinculo_SERVIDOR_PUBLICO,estado_civil_Divorciado,estado_civil_Solteiro,estado_civil_Viuvo,escolaridade_Medio,escolaridade_Pos_Graduacao,escolaridade_Superior
53.8,16610.81,27076.0,24,549.2,2,1,1128.1666666666667,0.06791761906779323,False,False,True,False,False,True,False,False,False,True
49.3,1570.6,12445.75,12,610.3,1,0,1037.1458333333333,0.6603500743218086,True,False,False,False,False,True,False,True,False,False
44.2,6959.74,10950.31,36,543.1,3,0,304.17527777777775,0.043704977102697516,True,False,False,False,False,True,False,True,False,False
29.4,9951.49,34799.1,48,799.7,1,1,724.9812499999999,0.07285152768796278,True,False,False,False,False,True,False,True,False,False
45.3,1450.74,5699.75,24,487.7,2,2,237.48958333333334,0.16370237375154031,False,False,False,False,False,True,False,False,False,True
36.2,7322.3,22102.77,12,579.2,3,2,1841.8975,0.2515463034134817,True,False,False,False,False,True,False,False,False,True
31.1,18335.2,25124.15,24,445.9,3,1,1046.8395833333334,0.057094527616954716,False,False,False,False,False,False,False,True,False,False
31.7,14835.44,30136.54,36,752.0,3,0,837.1261111111112,0.0564274541602296,True,False,False,False,False,True,False,False,False,True
31.9,5746.33,23098.18,12,712.5,1,1,1924.8483333333334,0.33497002956384914,False,False,False,False,False,False,False,False,False,True
48.3,7554.84,30097.36,36,471.7,2,0,836.0377777777778,0.11066253907047038,True,False,False,False,False,False,False,True,False,False
32.7,4325.55,6084.1,60,703.6,5,1,101.40166666666667,0.023442490881446697,True,False,False,False,False,False,False,False,False,True
35.0,1788.17,11202.74,12,495.8,4,2,933.5616666666666,0.5220765707096645,True,False,False,False,False,False,False,False,False,True
45.1,1599.34,30794.7,36,266.1,1,1,855.4083333333333,0.5348508309582859,True,False,False,False,False,True,False,False,False,True
59.4,5704.02,31549.7,24,593.7,1,0,1314.5708333333334,0.2304639238692526,False,False,True,False,False,True,False,False,True,False
48.4,2183.13,33060.31,24,796.5,3,1,1377.5129166666666,0.6309807067636188,True,False,False,False,False,True,False,False,False,True
27.1,10492.23,14192.8,12,522.8,4,2,1182.7333333333333,0.11272468600155415,True,False,False,False,False,True,False,False,False,True
45.2,1699.98,14345.49,24,413.7,3,1,597.72875,0.3516092815703168,False,False,True,False,True,False,False,True,False,False
32.6,8447.81,5240.89,48,623.3,3,1,109.18520833333334,0.012924676123644658,True,False,False,False,False,True,False,True,False,False
38.7,1810.96,30252.94,48,745.5,3,2,630.2695833333333,0.34803064664764927,True,False,False,False,False,True,False,True,False,False
33.7,3347.97,20740.39,24,573.1,3,3,864.1829166666666,0.25812146288212023,False,False,False,False,False,False,False,False,False,True
20.2,6894.33,31657.33,12,592.2,5,0,2638.1108333333336,0.38264934076361884,False,False,False,False,False,False,False,False,True,False
37.7,12729.73,13315.35,12,791.9,0,1,1109.6125,0.08716700975812762,True,False,False,False,False,False,False,False,False,True
30.0,1529.76,9866.95,12,591.3,2,0,822.2458333333334,0.5374998875368258,True,False,False,False,False,False,False,False,False,True
56.0,4824.08,18278.69,24,537.3,3,0,761.6120833333333,0.15787716657985806,True,False,False,False,False,False,False,True,False,False
47.8,10800.12,2714.18,24,563.2,3,0,113.09083333333332,0.010471257099793404,True,False,False,False,False,False,False,False,True,False
38.7,2924.78,15999.83,24,493.0,3,1,666.6595833333333,0.227934949313789,False,False,True,False,False,True,False,False,False,True
28.5,5362.82,25005.66,48,564.7,0,3,520.95125,0.09714128928969966,True,False,False,False,False,True,False,False,True,False
60.5,4498.74,3877.29,36,737.5,3,0,107.7025,0.023940592201503998,True,False,False,False,True,False,False,False,True,False
40.1,21428.09,23370.09,24,742.7,5,1,973.75375,0.0454428625951063,False,False,False,True,False,True,False,False,False,True
43.3,7198.3,9938.11,24,615.2,1,1,414.0879166666667,0.05752579304716513,True,False,False,False,False,True,False,False,False,True
29.7,6081.35,11753.23,36,761.3,3,1,326.4786111111111,0.05368521965916431,True,False,False,False,False,False,False,True,False,False
55.0,5476.4,14879.54,24,857.8,2,2,619.9808333333334,0.11320955960142391,True,False,False,False,False,False,False,True,False,False
42.0,4900.02,32714.4,12,649.1,2,1,2726.2000000000003,0.5563650749254798,True,False,False,False,False,False,False,False,False,True
18.1,7031.81,11218.76,36,764.0,2,1,311.63222222222225,0.04431749745500053,False,False,False,False,False,True,False,True,False,False
53.7,2125.28,16814.58,60,509.8,4,1,280.24300000000005,0.131861683487062,True,False,False,False,False,True,False,True,False,False
31.8,4264.07,16490.12,48,514.6,2,4,343.5441666666666,0.12949295926816135,True,False,False,False,True,False,False,True,False,False
38.7,4264.07,17881.03,36,595.4,3,0,496.69527777777773,0.12949295926816135,False,False,False,False,False,True,False,True,False,False
53.7,7453.48,10546.41,48,707.3,2,0,219.716875,0.029478428157748558,False,False,False,False,False,True,False,False,False,True
39.3,4264.07,18788.43,24,892.5,5,0,782.85125,0.12949295926816135,False,False,False,False,False,False,True,True,False,False
59.1,4640.01,19887.39,36,623.3,2,1,552.4275,0.11905739401626851,False,True,False,False,False,True,False,True,False,False
48.3,6679.26,17663.39,48,544.6,2,0,367.98729166666664,0.05509402106157365,False,False,False,False,True,False,False,False,False,True
34.0,4762.55,10702.04,12,718.4,1,2,891.8366666666667,0.18726032583260302,True,False,False,False,False,True,False,False,False,True
34.7,2806.96,29760.07,36,934.3,1,1,826.6686111111111,0.29450672904709857,False,False,True,False,False,False,False,False,False,True
22.4,2050.96,18142.94,60,559.8,0,0,302.3823333333333,0.14743453400309509,False,False,False,False,False,True,False,False,False,False
41.2,16828.15,9633.83,36,521.1,2,1,267.6063888888889,0.01590230588210028,False,False,True,False,False,False,True,False,False,True
41.7,5582.77,30136.86,24,540.4,1,1,1255.7025,0.22492463378408098,True,False,False,False,False,False,False,True,False,False
26.7,6065.55,16042.54,36,542.1,4,0,445.62611111111113,0.0734683763840752,True,False,False,False,False,True,False,True,False,False
35.4,4811.2,18820.85,12,530.0,2,1,1568.4041666666665,0.3259902235215257,False,False,False,False,False,False,False,True,False,False
41.5,1649.36,27710.23,24,684.0,2,1,1154.5929166666667,0.70002480335792,False,False,True,False,False,True,False,True,False,False
48.4,12611.78,9819.56,24,705.0,2,1,409.1483333333333,0.03244175945099865,False,True,False,False,False,True,False,False,False,True
43.6,2074.38,14709.13,36,639.8,4,0,408.58694444444444,0.19696822302315012,False,True,False,False,True,False,False,False,False,False
42.5,1474.43,15639.31,24,647.5,3,0,651.6379166666667,0.4419592060980003,True,False,False,False,False,True,False,True,False,False
26.4,13066.23,16241.29,24,538.9,4,2,676.7204166666667,0.05179155855581535,False,True,False,False,False,True,False,True,False,False
29.2,6751.32,21436.1,36,742.8,2,0,595.4472222222222,0.08819715571773382,True,False,False,False,True,False,False,True,False,False
34.9,4264.07,12750.35,12,764.3,1,1,1062.5291666666667,0.12949295926816135,True,False,False,False,False,True,False,True,False,False
51.6,1651.62,20919.35,48,685.3,3,0,435.8197916666666,0.2638741290538534,False,False,True,False,True,False,False,False,False,True
39.1,15678.52,20044.47,48,526.6,1,0,417.59312500000004,0.026634728579843808,False,False,False,False,False,False,False,False,False,True
54.4,3971.75,4913.32,36,668.2,1,0,136.4811111111111,0.03436296614023577,True,False,False,False,False,True,False,False,False,True
55.5,3014.2,6226.59,48,669.6,3,1,129.720625,0.04303650208003284,False,False,False,False,False,False,False,False,False,True
38.2,8893.48,10904.64,36,627.0,1,1,302.90666666666664,0.03405940827730793,False,False,False,True,True,False,False,False,False,False
29.5,1926.92,6676.6,60,505.5,2,0,111.27666666666667,0.05774846184023314,False,False,True,False,False,False,False,False,True,False
32.7,5201.46,2041.03,24,763.0,2,2,85.04291666666667,0.016349816494439735,True,False,False,False,False,False,False,True,False,False
19.1,5418.17,13043.95,48,721.0,1,0,271.74895833333335,0.0501551183945469,False,False,False,True,False,True,False,True,False,False
44.3,2111.64,11586.61,24,601.8,3,1,482.7754166666667,0.228625814239363,False,False,False,False,False,True,False,False,True,False
41.8,5650.81,13893.15,60,623.3,3,1,231.55249999999998,0.040976868730364546,False,False,False,False,False,False,False,False,False,False
35.3,9332.67,33441.27,36,591.3,2,1,928.9241666666666,0.09953466324977953,False,False,True,False,False,True,False,False,False,False
20.8,4264.07,19789.97,24,855.7,1,2,824.5820833333333,0.12949295926816135,False,False,False,False,False,False,True,False,False,True
36.7,8721.41,28901.05,36,623.3,5,3,802.8069444444444,0.09205013220613904,False,False,False,False,True,False,False,False,False,True
34.2,7062.64,4141.92,24,572.7,3,0,172.58,0.024435621772544516,False,False,False,False,False,False,False,True,False,False
38.0,2945.97,24333.3,48,816.7,0,0,506.94374999999997,0.17208041775007749,True,False,False,False,False,True,False,False,False,False
26.7,4264.07,5379.63,36,217.4,1,1,149.43416666666667,0.12949295926816135,True,False,False,False,False,False,False,False,False,True
38.9,2150.53,29490.64,36,535.9,3,5,819.1844444444445,0.38092211716889474,False,False,False,False,False,False,False,False,False,True
39.7,2695.82,11618.86,24,746.4,5,2,484.1191666666667,0.17958141302863415,False,False,True,False,False,True,False,True,False,False
45.2,5540.29,9103.87,36,441.4,4,2,252.8852777777778,0.04564477262405579,False,False,True,False,False,True,False,False,False,True
24.1,4144.07,13697.23,36,635.7,3,1,380.4786111111111,0.091812785544883,True,False,False,False,False,True,False,False,False,True
53.1,3978.11,2668.92,60,639.5,4,0,44.482,0.011181691780313535,False,True,False,False,False,True,False,True,False,False
59.0,4280.79,31643.0,24,705.6,3,1,1318.4583333333333,0.3079941623516668,True,False,False,False,True,False,False,True,False,False
31.3,3421.56,31505.55,36,835.4,1,3,875.1541666666667,0.25577636052236497,True,False,False,False,False,True,False,False,True,False
34.2,5523.94,7810.21,36,582.2,4,1,216.95027777777779,0.03927455355869765,False,True,False,False,False,True,False,False,False,True
22.1,5237.83,18862.89,24,581.9,2,0,785.95375,0.15005331377678674,False,True,False,False,False,False,False,False,False,True
41.7,4264.07,17921.69,36,379.4,3,0,497.8247222222222,0.12949295926816135,True,False,False,False,False,True,False,True,False,False
46.2,10773.22,9529.52,36,590.0,2,1,264.7088888888889,0.02457100928442739,True,False,False,False,True,False,False,True,False,False
27.5,1761.44,21014.12,36,789.5,1,3,583.7255555555555,0.33139110741305094,False,False,True,False,False,True,False,False,False,True
33.7,2475.85,34046.48,36,692.6,0,1,945.7355555555556,0.3819841879498813,False,False,False,True,False,True,False,True,False,False
32.8,4039.9,23609.99,36,702.0,4,0,655.8330555555556,0.16233893263005675,False,False,False,True,False,False,False,False,False,True
59.8,2962.75,24025.12,24,399.8,1,1,1001.0466666666666,0.3378775338074057,True,False,False,False,False,True,False,True,False,False
41.7,1702.57,16300.29,60,585.4,2,0,271.67150000000004,0.15956553821830802,True,False,False,False,False,True,False,True,False,False
39.9,3062.12,26243.6,60,930.6,1,0,437.3933333333333,0.1428400362836639,False,False,False,False,False,False,False,True,False,False
46.4,3677.77,13326.6,60,708.7,1,0,222.11,0.060392574684135836,False,False,True,False,False,False,False,True,False,False
45.1,1439.99,25814.73,48,609.9,2,1,537.806875,0.37347958754241634,True,False,False,False,True,False,False,False,False,True
28.8,3319.72,33827.16,12,700.5,3,0,2818.9300000000003,0.8491469134470772,False,False,False,False,False,True,False,False,False,True
22.5,10958.25,24527.18,12,947.6,1,1,2043.9316666666666,0.1865198973195052,False,True,False,False,False,True,False,False,False,True
43.3,10325.54,29441.0,24,684.9,5,1,1226.7083333333333,0.1188033102525679,False,False,True,False,True,False,False,True,False,False
20.9,1465.25,11716.22,24,623.3,1,0,488.1758333333333,0.3331689677540649,True,False,False,False,False,True,False,False,False,True
30.9,4053.9,24497.29,36,658.2,1,1,680.4802777777778,0.16785818004864353,False,False,False,True,False,True,False,False,False,True
19.5,4264.07,11019.31,36,500.6,2,2,306.09194444444444,0.12949295926816135,False,False,False,True,True,False,False,False,False,True
29.9,2571.2,22396.99,24,921.2,2,1,933.2079166666667,0.36294645031005063,True,False,False,False,False,True,False,True,False,False
38.7,4060.51,22997.99,36,879.7,2,1,638.8330555555556,0.15732827994076426,True,False,False,False,False,True,False,False,False,True
26.1,6856.52,31976.62,36,623.3,2,0,888.2394444444444,0.12954668594986635,True,False,False,False,False,False,False,False,True,False
51.8,3375.2,24606.49,36,582.6,1,1,683.5136111111111,0.20251055021510003,True,False,False,False,False,True,False,True,False,False
46.2,6907.65,18183.54,36,842.5,0,1,505.09833333333336,0.07312158731292372,False,False,False,False,False,True,False,False,True,False
51.0,4264.07,17335.88,60,724.5,2,1,288.9313333333333,0.12949295926816135,True,False,False,False,False,True,False,False,True,False
27.0,2408.48,32628.36,12,698.2,2,2,2719.03,1.1289402397821853,True,False,False,False,False,True,False,False,False,True
25.8,2696.99,27805.81,48,668.4,3,3,579.2877083333334,0.21479045387095572,True,False,False,False,False,True,False,True,False,False
40.6,6015.3,34836.03,36,736.4,5,0,967.6675,0.16086770375398118,False,False,False,False,True,False,False,True,False,False
51.1,5852.25,3969.16,36,375.2,2,1,110.25444444444445,0.018839667522072327,True,False,False,False,False,False,False,False,False,True
29.0,2421.34,21714.16,24,641.1,5,0,904.7566666666667,0.3736594872798003,True,False,False,False,False,True,False,True,False,False
27.2,1418.87,28980.23,36,688.8,1,0,805.0063888888889,0.5673573923018423,True,False,False,False,True,False,False,False,False,True
40.5,1693.77,23901.94,36,638.2,0,1,663.9427777777778,0.3919911049657668,False,False,True,False,False,False,True,False,False,True
24.8,5200.12,14290.08,24,783.0,3,2,595.42,0.11450120359818389,True,False,False,False,False,True,False,False,True,False
25.6,1749.12,7370.72,48,763.7,2,0,153.55666666666667,0.08779081240209852,False,False,False,False,False,True,False,False,False,True
54.9,9892.69,25667.17,24,517.7,2,0,1069.4654166666667,0.10810663384636537,True,False,False,False,False,True,False,False,False,False
37.8,2426.12,2719.04,36,498.1,1,1,75.52888888888889,0.031131555148786263,True,False,False,False,False,False,False,False,True,False
21.7,6122.37,33935.89,12,908.5,5,2,2827.9908333333333,0.46191112734353235,True,False,False,False,False,True,False,True,False,False
32.3,2881.87,20605.98,36,684.5,1,1,572.3883333333333,0.19861698527246666,False,False,False,True,False,True,False,False,False,True
38.0,6803.77,14498.8,48,678.2,4,2,302.05833333333334,0.04439572955719785,True,False,False,False,False,True,False,True,False,False
48.7,9979.57,6875.03,36,761.8,3,0,190.97305555555556,0.01913640120407909,True,False,False,False,False,False,True,True,False,False
36.1,2756.0,11823.18,24,585.5,3,1,492.6325,0.1787490922396622,True,False,False,False,False,True,False,False,True,False
38.7,2901.83,10697.96,24,444.7,0,1,445.7483333333333,0.15360938848838127,False,False,False,False,True,False,False,True,False,False
37.1,11885.61,5966.32,36,667.1,1,1,165.7311111111111,0.013943845622704483,False,False,False,False,False,False,True,False,False,True
37.6,1803.67,33831.15,36,747.6,3,0,939.7541666666667,0.5210233365618064,False,False,False,False,False,False,False,False,True,False
37.1,15535.45,34058.74,36,504.1,4,3,946.076111111111,0.06089788905388206,True,False,False,False,False,True,False,True,False,False
40.3,8558.28,27368.06,48,404.8,0,1,570.1679166666667,0.06662178802287945,True,False,False,False,False,False,True,True,False,False
32.2,3292.4,22702.12,24,788.6,3,2,945.9216666666666,0.2873045996214374,False,False,False,False,False,False,False,True,False,False
41.1,10562.82,2401.56,36,697.0,1,0,66.71,0.00631554830403666,False,False,True,False,False,True,False,False,True,False
40.0,10555.03,28539.72,24,751.0,4,0,1189.155,0.11266239876849009,True,False,False,False,False,False,False,False,False,True
26.7,3766.18,20560.82,36,641.0,1,0,571.1338888888889,0.1516480591401389,True,False,False,False,False,False,False,True,False,False
46.0,6907.92,27489.45,36,450.7,1,0,763.5958333333333,0.11053918288398555,False,False,False,False,False,True,False,False,False,True
53.1,8166.47,30079.91,12,648.6,3,0,2506.659166666667,0.30694524850972504,False,False,False,False,False,True,False,False,False,True
44.6,1943.13,28975.77,48,809.7,1,0,603.661875,0.3106646863016644,True,False,False,False,False,True,False,False,False,True
33.0,3087.71,32922.8,24,343.3,2,1,1371.7833333333335,0.4442720750622995,False,False,False,False,False,True,False,True,False,False
47.7,10494.2,18682.88,36,754.2,6,0,518.968888888889,0.04945292527247048,True,False,False,False,False,False,False,False,True,False
61.8,6295.79,29147.65,24,764.4,0,1,1214.4854166666667,0.19290437176869352,False,False,False,True,False,True,False,False,False,False
26.0,3031.09,26998.71,24,397.6,0,0,1124.94625,0.37113587728791986,False,False,False,False,False,False,True,False,False,True
45.2,5301.28,32386.62,12,820.2,1,1,2698.8849999999998,0.5091006313397884,True,False,False,False,False,False,False,True,False,False
46.6,4264.07,28573.93,12,683.2,2,1,2381.1608333333334,0.12949295926816135,True,False,False,False,False,True,False,False,False,True
41.0,3949.36,12661.93,48,476.4,3,0,263.79020833333334,0.06679315323632229,True,False,False,False,False,True,False,True,False,False
35.5,4264.07,28740.0,60,662.3,4,1,479.0,0.12949295926816135,False,False,False,False,False,False,False,False,False,True
38.7,3351.13,10897.99,48,609.0,5,2,227.04145833333334,0.06775071622283413,True,False,False,False,False,False,False,False,False,True
28.3,6186.43,5265.43,24,760.9,1,2,219.39291666666668,0.03546357371085278,True,False,False,False,False,False,False,False,False,True
34.4,3575.41,22828.75,24,468.9,4,0,951.1979166666666,0.2660388358275773,True,False,False,False,False,False,False,True,False,False
31.0,11571.88,17037.56,12,517.3,4,0,1419.7966666666669,0.1226936906915497,False,False,False,False,True,False,False,False,False,True
25.4,17270.12,21996.36,12,638.4,5,1,1833.03,0.10613881078641098,True,False,False,False,False,True,False,False,False,True
39.9,5417.58,13155.4,48,625.8,2,1,274.0708333333333,0.05058916210327152,True,False,False,False,False,False,False,False,False,False
21.2,4540.07,24723.78,36,512.9,5,0,686.7716666666666,0.15126895954335,True,False,False,False,False,True,False,True,False,False
50.6,10220.07,16315.67,60,908.4,2,1,271.92783333333335,0.026607237823934766,False,False,False,False,False,False,False,True,False,False
32.3,3926.28,9721.88,48,730.1,3,1,202.53916666666666,0.05158551253369895,True,False,False,False,True,False,False,False,False,True
53.8,1504.85,19555.4,12,611.0,2,1,1629.6166666666668,1.0829096958750506,False,False,True,False,False,False,False,True,False,False
37.0,8292.11,4605.25,24,613.7,3,0,191.88541666666666,0.02314072249828565,False,False,False,False,True,False,False,False,False,True
44.7,1608.95,18450.75,48,360.7,2,0,384.390625,0.2389077489113537,False,False,True,False,False,True,False,False,False,True
49.5,2390.32,22879.6,48,751.9,2,2,476.6583333333333,0.19941193285384964,False,False,False,True,False,False,False,True,False,False
44.1,1663.37,20194.14,24,756.5,1,1,841.4225,0.5058540763278521,True,False,False,False,False,True,False,False,True,False
59.2,1437.02,28338.13,12,515.7,1,0,2361.5108333333333,1.6433388657777517,False,False,False,False,False,True,False,False,False,True
23.6,14028.56,30905.82,24,484.3,2,2,1287.7425,0.09179434661020494,False,False,False,False,False,True,False,True,False,False
29.1,5965.77,22711.02,48,796.3,0,2,473.14625,0.07931017273661209,False,False,False,True,False,False,False,True,False,False
28.1,3383.24,33717.11,48,874.9,2,0,702.4397916666667,0.20762339934217872,False,False,True,False,False,False,False,True,False,False
29.5,5067.28,2982.47,48,675.4,0,2,62.134791666666665,0.012261961356792413,False,False,False,True,True,False,False,False,False,True
34.7,2967.09,16586.91,12,491.7,3,4,1382.2425,0.46585796027131643,True,False,False,False,False,True,False,False,False,True
27.3,4264.07,28287.68,36,673.9,3,0,785.7688888888889,0.12949295926816135,True,False,False,False,False,True,False,False,True,False
28.7,5859.57,20023.1,60,751.4,3,2,333.7183333333333,0.05695270007249787,False,False,True,False,False,True,False,False,False,True
40.7,2037.42,27696.26,24,624.2,2,0,1154.0108333333333,0.5664079216210963,True,False,False,False,False,False,False,False,True,False
45.2,3351.05,19408.36,36,990.0,1,0,539.1211111111111,0.16088124901218978,False,False,True,False,False,True,False,False,False,True
54.4,2575.56,26372.38,48,607.2,5,0,549.4245833333333,0.21332237695883982,True,False,False,False,False,False,True,True,False,False
52.2,2072.49,20205.43,24,623.3,2,0,841.8929166666667,0.4062229070366745,True,False,False,False,False,True,False,True,False,False
26.4,2966.05,23019.14,48,612.1,1,1,479.56541666666664,0.16168487215313898,True,False,False,False,False,False,False,True,False,False
44.3,2635.19,31015.22,24,574.8,4,2,1292.3008333333335,0.49040138602124306,False,False,True,False,False,False,False,False,False,False
49.2,4700.44,12598.92,36,649.7,3,1,349.97,0.07445473173903991,True,False,False,False,False,False,False,True,False,False
57.5,7309.74,3098.42,12,661.5,1,0,258.20166666666665,0.035322961735087303,True,False,False,False,False,False,False,False,False,False
36.5,2103.17,23524.47,24,691.3,1,0,980.1862500000001,0.4660518385767587,False,True,False,False,True,False,False,True,False,False
44.2,10276.68,16411.84,12,692.1,1,1,1367.6533333333334,0.1330831875666559,True,False,False,False,False,True,False,False,False,False
33.7,6321.83,7017.97,60,741.5,4,1,116.96616666666667,0.01850194745534872,False,False,False,False,False,True,False,False,False,False
38.7,12023.85,4893.99,36,403.3,4,0,135.94416666666666,0.011306209454842215,True,False,False,False,True,False,False,False,False,True
38.7,10598.93,8588.77,24,493.8,0,2,357.8654166666667,0.03376429661569835,False,False,False,False,False,False,False,True,False,False
43.3,3467.76,24922.54,48,738.8,0,0,519.2195833333334,0.14972765757608852,False,False,True,False,False,True,False,True,False,False
36.3,2186.4,20817.9,48,703.4,6,0,433.70625,0.19836546286880047,False,False,False,False,True,False,False,True,False,False
44.5,1410.63,14302.73,24,507.6,1,2,595.9470833333334,0.4224687402852952,True,False,False,False,False,False,False,False,False,True
60.9,14069.75,10389.43,12,566.9,3,1,865.7858333333334,0.061535267699709,True,False,False,False,False,False,False,False,False,True
34.2,5603.2,9809.63,24,504.5,2,2,408.7345833333333,0.07294663453095857,False,False,False,True,False,True,False,False,True,False
38.7,3276.89,28550.44,12,595.0,3,1,2379.2033333333334,0.72605529208267,True,False,False,False,False,True,False,False,False,True
45.4,4264.07,27894.31,12,939.0,3,0,2324.5258333333336,0.12949295926816135,True,False,False,False,False,False,True,False,False,False
33.8,11948.22,31752.33,12,782.6,3,2,2646.0275,0.22145788224400131,True,False,False,False,False,True,False,False,False,True
49.6,7897.14,34083.31,36,661.1,0,1,946.758611111111,0.11988626387682735,False,False,False,True,False,True,False,False,False,True
38.7,3948.55,13271.09,60,632.3,1,0,221.18483333333333,0.05601672329669526,True,False,False,False,False,True,False,False,False,True
38.7,7433.14,26548.31,36,783.1,5,0,737.4530555555556,0.09921151149627755,False,False,False,False,False,True,False,False,True,False
44.0,4445.53,24513.47,12,558.2,1,2,2042.7891666666667,0.45951532484799645,False,False,False,False,False,False,False,False,False,True
26.8,4781.27,3802.51,24,650.0,3,1,158.43791666666667,0.03313720336548545,False,False,False,False,False,False,False,False,False,True
38.3,2859.09,9784.73,24,902.0,5,0,407.6970833333333,0.14259679894909402,False,False,False,False,True,False,False,True,False,False
29.2,2036.91,23441.18,24,339.0,3,2,976.7158333333333,0.47950858336315666,True,False,False,False,False,True,False,True,False,False
34.2,4644.5,22840.72,48,658.3,1,2,475.84833333333336,0.10245415702633046,False,False,False,True,False,True,False,False,False,True
36.6,3626.83,27770.2,24,497.0,4,0,1157.0916666666667,0.3190366417715471,True,False,False,False,False,False,False,True,False,False
50.7,2942.51,34466.69,36,623.3,3,3,957.4080555555556,0.3253712144739842,False,False,False,False,False,True,False,True,False,False
56.5,1791.57,6097.29,60,571.4,2,0,101.6215,0.056722036779349755,False,False,False,False,False,False,False,True,False,False
42.3,4264.07,32576.0,24,386.5,0,0,1357.3333333333333,0.12949295926816135,True,False,False,False,False,False,False,True,False,False
31.0,2397.86,3704.18,12,627.2,3,0,308.6816666666667,0.12873214673890268,False,False,False,False,False,False,False,True,False,False
42.6,1523.57,18652.61,36,642.4,1,2,518.1280555555555,0.34007498976404477,True,False,False,False,False,False,False,False,False,True
45.2,1982.62,3934.78,48,461.0,3,0,81.97458333333334,0.04134659335619908,False,False,False,False,False,False,False,False,False,True
40.4,7763.67,20514.61,24,536.7,2,2,854.7754166666667,0.11009940087171051,True,False,False,False,False,False,False,True,False,False
41.0,4264.07,26631.83,24,644.6,6,0,1109.6595833333333,0.12949295926816135,True,False,False,False,False,True,False,True,False,False
28.4,8932.31,30557.35,12,604.0,4,1,2546.445833333333,0.28508256324315967,True,False,False,False,False,False,False,False,False,True
42.4,1571.16,16984.51,24,652.4,0,1,707.6879166666666,0.4504238347223887,True,False,False,False,False,False,False,True,False,False
31.3,2096.88,20857.8,36,734.6,1,0,579.3833333333333,0.27630733784015293,False,False,False,False,False,False,False,True,False,False
45.3,5750.66,17707.44,36,679.7,3,1,491.8733333333333,0.08553337051364532,False,False,False,False,True,False,False,False,False,True
42.8,24114.37,14818.42,12,817.4,1,1,1234.8683333333333,0.05120881585632323,True,False,False,False,False,True,False,True,False,False
61.1,3908.55,4511.33,12,729.9,1,0,375.94416666666666,0.09618507264965676,True,False,False,False,False,False,False,True,False,False
37.5,4264.07,4717.43,12,578.9,3,1,393.1191666666667,0.12949295926816135,True,False,False,False,False,True,False,False,False,True
41.5,4488.12,10577.24,24,570.3,2,1,440.7183333333333,0.0981966463355184,True,False,False,False,False,True,False,False,False,True
25.0,7936.24,23065.69,24,526.4,2,0,961.0704166666666,0.12109896064832679,True,False,False,False,False,False,False,False,False,True
24.5,1672.05,18176.69,24,438.0,3,0,757.3620833333333,0.45295420519948043,False,False,True,False,False,True,False,False,False,True
24.5,4176.32,3515.36,36,651.5,5,1,97.64888888888889,0.023381562872354916,False,False,False,False,False,True,False,True,False,False
53.0,2958.6,20026.18,60,740.0,3,0,333.7696666666667,0.11281337982104134,True,False,False,False,False,True,False,False,False,True
32.4,2526.88,17304.99,36,819.1,2,3,480.6941666666667,0.1902322883414898,False,False,True,False,False,False,False,False,False,True
47.9,3074.7,9517.74,48,451.5,0,1,198.28625,0.06448962479432262,True,False,False,False,False,True,False,False,False,True
51.0,3248.82,21645.55,48,727.5,6,1,450.94895833333334,0.13880392171474384,False,False,False,False,False,True,False,False,False,True
47.0,5394.86,16396.82,36,867.2,3,1,455.46722222222223,0.0844261429171398,True,False,False,False,False,False,False,True,False,False
39.6,10638.03,20022.77,12,495.5,3,0,1668.5641666666668,0.15684898097656963,True,False,False,False,False,False,False,True,False,False
38.7,11747.43,10339.36,12,709.2,1,0,861.6133333333333,0.07334483649614298,False,False,True,False,False,True,False,True,False,False
60.3,7126.69,4812.06,12,623.3,3,0,401.00500000000005,0.05626805704153254,True,False,False,False,True,False,False,False,False,True
47.5,4338.78,31167.91,36,637.6,3,0,865.7752777777778,0.19954348360192106,False,False,False,False,False,False,False,False,False,True
46.0,4645.5,14640.27,12,500.4,1,2,1220.0225,0.2626245823643858,False,False,False,False,False,True,False,False,False,True
45.4,2270.42,17104.56,36,266.4,4,0,475.1266666666667,0.20926818147038206,True,False,False,False,False,True,False,False,False,False
34.9,10659.64,19605.75,12,583.6,3,1,1633.8125,0.15327088892939078,True,False,False,False,False,False,False,True,False,False
34.6,1621.05,29529.87,48,823.8,3,1,615.2056249999999,0.3795105772214887,False,False,False,True,False,False,True,True,False,False
31.6,4264.07,18110.93,48,592.3,3,1,377.31104166666665,0.12949295926816135,False,False,False,True,False,False,False,False,False,True
38.7,2532.38,15646.06,48,676.7,2,0,325.95958333333334,0.12871669419524967,True,False,False,False,False,True,False,True,False,False
29.5,14805.81,23307.62,36,474.6,5,0,647.4338888888889,0.04372836666495148,False,False,True,False,False,True,False,False,False,True
22.6,3189.03,4885.86,12,751.5,3,1,407.155,0.12767361822349232,True,False,False,False,False,True,False,True,False,False
33.1,2475.9,11967.61,12,527.9,2,1,997.3008333333333,0.40280335607467976,True,False,False,False,False,True,False,False,False,True
