Part_ID,Machine_ID,Shift,Operator,Temperature,Pressure,Humidity,Production_Time,Defect,Defect_Type
PART-1267,Injetora_04,Noite,Carlos Silva,66.98,5.62,42.1,45.3,Não,Nenhum
PART-1268,Fresadora_03,Noite,Roberto Lima,77.67,5.81,53.9,48.2,Não,Nenhum
PART-1269,Fresadora_03,Manhã,Carlos Silva,77.33,5.99,43.2,44.3,Não,Nenhum
PART-1270,Torno_CNC_02,Tarde,Roberto Lima,70.31,5.46,40.4,45.8,Não,Nenhum
PART-1271,Injetora_04,Manhã,Roberto Lima,73.89,5.42,55.9,46.4,Não,Nenhum
PART-1272,Injetora_04,Noite,Carlos Silva,74.23,5.15,52.6,39.6,Não,Nenhum
PART-1273,Injetora_04,Noite,Fernanda Alves,73.41,5.17,56.8,41.8,Não,Nenhum
PART-1274,Prensa_01,Noite,Roberto Lima,70.57,5.41,57.9,43.3,Não,Nenhum
PART-1275,Injetora_04,Tarde,Fernanda Alves,70.15,5.65,62.5,46.8,Não,Nenhum
PART-1276,Prensa_01,Tarde,Ana Souza,72.41,5.87,55.3,44.8,Não,Nenhum
PART-1277,Torno_CNC_02,Manhã,Roberto Lima,76.6,5.18,72.5,54.4,Não,Nenhum
PART-1278,Prensa_01,Manhã,Fernanda Alves,74.4,6.1,56.8,51.8,Não,Nenhum
PART-1279,Torno_CNC_02,Noite,Fernanda Alves,71.2,5.39,66.1,43.4,Não,Nenhum
PART-1280,Injetora_04,Noite,Ana Souza,75.2,5.49,41.0,56.1,Não,Nenhum
PART-1281,Injetora_04,Noite,Fernanda Alves,62.53,5.2,63.1,60.0,Sim,Solda Fria
PART-1282,Torno_CNC_02,Noite,Fernanda Alves,76.52,4.53,53.9,28.6,Não,Nenhum
PART-1283,Fresadora_03,Tarde,Ana Souza,66.41,5.85,43.3,52.5,Não,Nenhum
PART-1284,Torno_CNC_02,Noite,Roberto Lima,71.23,5.79,57.5,39.5,Não,Nenhum
PART-1285,Fresadora_03,Noite,Fernanda Alves,68.58,5.39,53.2,51.4,Não,Nenhum
PART-1286,Prensa_01,Noite,Fernanda Alves,67.97,5.53,58.5,54.9,Não,Nenhum
PART-1287,Prensa_01,Manhã,Fernanda Alves,76.56,5.71,61.1,38.0,Não,Nenhum
PART-1288,Prensa_01,Tarde,Carlos Silva,70.86,4.87,46.1,30.2,Não,Nenhum
PART-1289,Injetora_04,Manhã,Ana Souza,73.71,5.29,61.1,51.7,Não,Nenhum
PART-1290,Prensa_01,Noite,Carlos Silva,72.34,5.82,55.0,46.1,Não,Nenhum
PART-1291,Fresadora_03,Tarde,Ana Souza,74.17,5.0,63.1,31.7,Não,Nenhum
PART-1292,Prensa_01,Manhã,Roberto Lima,72.77,5.62,53.8,65.2,Sim,Risco Superficial
PART-1293,Torno_CNC_02,Tarde,Roberto Lima,68.01,4.96,52.2,50.0,Não,Nenhum
PART-1294,Torno_CNC_02,Tarde,Fernanda Alves,75.99,5.69,55.2,50.4,Não,Nenhum
PART-1295,Injetora_04,Manhã,Ana Souza,70.77,5.49,55.6,55.9,Não,Nenhum
PART-1296,Torno_CNC_02,Manhã,Roberto Lima,67.05,4.85,51.0,40.4,Não,Nenhum
PART-1297,Fresadora_03,Tarde,Ana Souza,71.0,5.97,52.0,46.0,Não,Nenhum
PART-1298,Prensa_01,Tarde,Roberto Lima,77.75,5.21,47.6,34.4,Não,Nenhum
PART-1299,Injetora_04,Noite,Carlos Silva,75.48,,52.4,40.1,Não,Nenhum
PART-1300,Prensa_01,Tarde,Roberto Lima,71.28,5.58,59.1,48.1,Não,Nenhum
PART-1301,Prensa_01,Noite,Carlos Silva,71.28,5.96,54.2,31.7,Não,Nenhum
PART-1302,Fresadora_03,Tarde,Roberto Lima,71.37,5.09,61.1,39.9,Não,Nenhum
PART-1303,Torno_CNC_02,Tarde,Fernanda Alves,79.77,,53.9,37.6,Sim,Risco Superficial
PART-1304,Torno_CNC_02,Noite,Carlos Silva,73.84,5.67,46.4,46.1,Não,Nenhum
PART-1305,Prensa_01,Tarde,Roberto Lima,74.01,5.78,58.6,49.6,Não,Nenhum
PART-1306,Injetora_04,Manhã,Fernanda Alves,76.11,5.57,51.0,50.9,Não,Nenhum
PART-1307,Torno_CNC_02,Manhã,Carlos Silva,73.34,5.35,53.6,53.0,Não,Nenhum
PART-1308,Injetora_04,Noite,Fernanda Alves,71.59,5.17,62.4,56.0,Não,Nenhum
PART-1309,Torno_CNC_02,Tarde,Ana Souza,71.81,5.53,48.0,49.9,Não,Nenhum
PART-1310,Injetora_04,Tarde,Ana Souza,72.25,5.07,56.0,60.1,Sim,Risco Superficial
PART-1311,Fresadora_03,Manhã,Carlos Silva,72.37,4.33,54.8,46.0,Não,Nenhum
PART-1312,Injetora_04,Manhã,Roberto Lima,75.05,5.67,59.2,43.6,Não,Nenhum
PART-1313,Fresadora_03,Manhã,Carlos Silva,72.68,5.86,60.1,49.9,Não,Nenhum
PART-1314,Fresadora_03,Manhã,Fernanda Alves,75.06,4.55,56.6,43.3,Não,Nenhum
PART-1315,Injetora_04,Tarde,Roberto Lima,72.22,5.1,52.8,59.8,Não,Nenhum
PART-1316,Fresadora_03,Manhã,Ana Souza,72.78,5.75,57.8,54.0,Não,Nenhum
PART-1317,Prensa_01,Tarde,Roberto Lima,65.51,6.32,63.0,51.0,Não,Nenhum
PART-1318,Fresadora_03,Noite,Ana Souza,75.71,5.51,54.8,46.1,Não,Nenhum
PART-1319,Torno_CNC_02,Manhã,Roberto Lima,73.71,5.21,53.4,41.7,Sim,Porosidade
PART-1320,Injetora_04,Tarde,Roberto Lima,75.99,5.43,57.3,50.6,Não,Nenhum
PART-1321,Prensa_01,Noite,Roberto Lima,62.36,,55.2,36.0,Sim,Desalinhamento
PART-1322,Injetora_04,Manhã,Fernanda Alves,79.81,5.24,47.0,57.3,Sim,Risco Superficial
PART-1323,Torno_CNC_02,Tarde,Fernanda Alves,72.01,5.18,56.4,43.6,Não,Nenhum
PART-1324,Torno_CNC_02,Noite,Carlos Silva,76.38,5.31,46.9,47.4,Não,Nenhum
PART-1325,Torno_CNC_02,Noite,Carlos Silva,68.86,5.12,57.2,37.7,Não,Nenhum
PART-1326,Fresadora_03,Manhã,Ana Souza,74.64,5.55,50.2,50.8,Não,Nenhum
PART-1327,Fresadora_03,Noite,Fernanda Alves,68.81,6.15,55.2,41.4,Não,Nenhum
PART-1328,Injetora_04,Tarde,Ana Souza,70.32,5.63,57.3,50.2,Não,Nenhum
PART-1329,Injetora_04,Manhã,Carlos Silva,79.2,,69.7,51.1,Não,Nenhum
PART-1330,Prensa_01,Tarde,Ana Souza,71.83,5.38,59.5,39.8,Não,Nenhum
PART-1331,Prensa_01,Noite,Carlos Silva,73.26,4.87,63.2,36.0,Não,Nenhum
PART-1332,Injetora_04,Tarde,Fernanda Alves,75.55,5.85,66.2,57.3,Sim,Risco Superficial
PART-1333,Fresadora_03,Manhã,Roberto Lima,74.23,5.47,57.9,43.5,Não,Nenhum
PART-1334,Torno_CNC_02,Tarde,Fernanda Alves,73.03,5.43,56.7,46.8,Não,Nenhum
PART-1335,Injetora_04,Manhã,Ana Souza,73.78,,48.6,48.9,Não,Nenhum
PART-1336,Prensa_01,Manhã,Ana Souza,80.91,,54.3,35.0,Sim,Solda Fria
PART-1337,Fresadora_03,Manhã,Fernanda Alves,72.3,5.2,50.7,48.7,Não,Nenhum
PART-1338,Injetora_04,Manhã,Fernanda Alves,73.2,5.33,52.6,45.8,Não,Nenhum
PART-1339,Injetora_04,Manhã,Carlos Silva,76.18,5.96,66.2,39.9,Não,Nenhum
PART-1340,Fresadora_03,Manhã,Ana Souza,76.37,5.55,55.7,35.7,Não,Nenhum
PART-1341,Injetora_04,Tarde,Ana Souza,76.65,4.92,49.7,49.8,Não,Nenhum
PART-1342,Fresadora_03,Manhã,Fernanda Alves,74.74,5.87,63.2,54.0,Não,Nenhum
PART-1343,Torno_CNC_02,Manhã,Roberto Lima,68.5,5.23,60.7,46.4,Não,Nenhum
PART-1344,Fresadora_03,Noite,Ana Souza,78.22,6.25,61.0,33.5,Não,Nenhum
PART-1345,Fresadora_03,Tarde,Roberto Lima,68.49,5.93,43.0,36.5,Não,Nenhum
PART-1346,Fresadora_03,Tarde,Fernanda Alves,73.56,5.32,66.7,41.5,Não,Nenhum
PART-1347,Injetora_04,Manhã,Fernanda Alves,69.86,6.01,51.6,57.5,Não,Nenhum
PART-1348,Injetora_04,Manhã,Carlos Silva,72.28,5.53,59.7,43.0,Não,Nenhum
PART-1349,Fresadora_03,Manhã,Ana Souza,73.65,5.84,70.1,41.3,Não,Nenhum
PART-1350,Injetora_04,Manhã,Roberto Lima,73.62,5.69,67.9,31.6,Não,Nenhum
PART-1351,Prensa_01,Manhã,Carlos Silva,73.98,5.16,49.1,39.7,Não,Nenhum
PART-1352,Prensa_01,Manhã,Ana Souza,78.15,5.24,46.3,35.1,Não,Nenhum
PART-1353,Injetora_04,Manhã,Carlos Silva,74.09,5.91,63.6,37.0,Não,Nenhum
PART-1354,Injetora_04,Manhã,Fernanda Alves,71.65,5.37,55.9,46.0,Não,Nenhum
PART-1355,Fresadora_03,Tarde,Ana Souza,75.87,5.34,52.0,41.8,Não,Nenhum
PART-1356,Torno_CNC_02,Manhã,Carlos Silva,76.66,5.12,58.7,58.6,Não,Nenhum
PART-1357,Injetora_04,Manhã,Carlos Silva,68.2,5.67,54.0,53.6,Sim,Porosidade
PART-1358,Prensa_01,Tarde,Roberto Lima,74.59,6.33,59.2,40.1,Sim,Porosidade
PART-1359,Fresadora_03,Tarde,Carlos Silva,74.95,,55.4,37.7,Não,Nenhum
PART-1360,Injetora_04,Manhã,Ana Souza,71.46,5.51,59.3,56.1,Não,Nenhum
PART-1361,Prensa_01,Noite,Ana Souza,77.31,6.06,49.6,58.3,Não,Nenhum
PART-1362,Prensa_01,Tarde,Roberto Lima,71.97,5.47,63.5,27.4,Não,Nenhum
PART-1363,Torno_CNC_02,Manhã,Ana Souza,72.94,5.68,59.2,45.7,Não,Nenhum
PART-1364,Fresadora_03,Noite,Fernanda Alves,71.89,5.08,58.9,43.0,Não,Nenhum
PART-1365,Fresadora_03,Noite,Ana Souza,72.55,5.67,48.3,50.2,Sim,Risco Superficial
PART-1366,Torno_CNC_02,Manhã,Ana Souza,68.66,5.43,65.2,60.5,Sim,Risco Superficial
PART-1367,Torno_CNC_02,Manhã,Carlos Silva,67.46,5.89,54.9,41.1,Não,Nenhum
PART-1368,Fresadora_03,Noite,Carlos Silva,78.08,5.97,59.4,28.5,Não,Nenhum
PART-1369,Fresadora_03,Tarde,Ana Souza,69.54,6.54,53.1,49.6,Não,Nenhum
PART-1370,Injetora_04,Manhã,Roberto Lima,69.03,5.73,56.6,56.1,Não,Nenhum
PART-1371,Injetora_04,Manhã,Carlos Silva,64.96,5.63,56.8,42.6,Sim,Risco Superficial
PART-1372,Torno_CNC_02,Manhã,Roberto Lima,70.26,5.58,38.1,39.4,Não,Nenhum
PART-1373,Injetora_04,Tarde,Ana Souza,67.87,5.36,58.5,41.5,Não,Nenhum
PART-1374,Prensa_01,Tarde,Ana Souza,78.25,5.64,66.8,51.8,Não,Nenhum
PART-1375,Injetora_04,Manhã,Fernanda Alves,76.03,5.38,58.2,41.4,Não,Nenhum
PART-1376,Injetora_04,Tarde,Carlos Silva,70.09,5.57,49.3,47.6,Não,Nenhum
PART-1377,Prensa_01,Tarde,Ana Souza,80.38,6.03,58.9,45.2,Sim,Solda Fria
PART-1378,Torno_CNC_02,Manhã,Fernanda Alves,75.94,5.1,61.4,44.4,Não,Nenhum
PART-1379,Prensa_01,Manhã,Carlos Silva,71.36,5.96,58.1,50.6,Não,Nenhum
PART-1380,Injetora_04,Tarde,Ana Souza,63.75,6.03,54.6,41.2,Sim,Solda Fria
PART-1381,Torno_CNC_02,Noite,Ana Souza,80.52,5.45,53.5,41.6,Sim,Risco Superficial
PART-1382,Injetora_04,Tarde,Carlos Silva,67.64,4.65,53.5,51.4,Sim,Risco Superficial
PART-1383,Prensa_01,Tarde,Carlos Silva,66.74,5.26,59.2,37.1,Não,Nenhum
PART-1384,Prensa_01,Manhã,Carlos Silva,76.08,6.02,46.6,38.0,Não,Nenhum
PART-1385,Injetora_04,Tarde,Ana Souza,81.04,5.49,52.8,34.9,Sim,Solda Fria
PART-1386,Fresadora_03,Tarde,Ana Souza,77.34,5.1,64.6,51.8,Não,Nenhum
PART-1387,Fresadora_03,Manhã,Fernanda Alves,74.47,5.3,64.8,44.2,Não,Nenhum
PART-1388,Prensa_01,Manhã,Roberto Lima,74.58,5.84,46.1,34.5,Não,Nenhum
PART-1389,Prensa_01,Manhã,Carlos Silva,75.49,5.72,48.2,51.8,Não,Nenhum
PART-1390,Fresadora_03,Manhã,Ana Souza,75.16,5.4,53.4,40.6,Não,Nenhum
PART-1391,Fresadora_03,Manhã,Ana Souza,73.48,5.35,60.4,38.0,Não,Nenhum
PART-1392,Injetora_04,Manhã,Carlos Silva,72.86,5.34,44.0,43.4,Não,Nenhum
PART-1393,Injetora_04,Manhã,Roberto Lima,72.28,5.13,54.7,56.8,Não,Nenhum
PART-1394,Fresadora_03,Manhã,Carlos Silva,69.86,6.15,52.2,41.8,Não,Nenhum
PART-1395,Injetora_04,Noite,Roberto Lima,71.52,5.37,63.0,49.6,Não,Nenhum
PART-1396,Injetora_04,Tarde,Ana Souza,66.57,5.99,44.9,50.8,Não,Nenhum
PART-1397,Torno_CNC_02,Tarde,Roberto Lima,72.16,6.11,55.6,48.5,Não,Nenhum
PART-1398,Injetora_04,Noite,Fernanda Alves,69.04,5.9,52.6,55.2,Não,Nenhum
PART-1399,Prensa_01,Tarde,Ana Souza,68.64,5.33,63.8,39.3,Não,Nenhum
PART-1400,Injetora_04,Manhã,Fernanda Alves,73.13,5.66,58.6,36.7,Não,Nenhum
PART-1401,Injetora_04,Tarde,Carlos Silva,77.37,5.49,51.5,36.5,Não,Nenhum
PART-1402,Fresadora_03,Tarde,Carlos Silva,75.71,5.14,60.1,43.8,Não,Nenhum
PART-1403,Prensa_01,Tarde,Carlos Silva,67.0,5.63,52.7,37.4,Não,Nenhum
PART-1404,Injetora_04,Tarde,Roberto Lima,69.04,5.03,61.0,46.2,Não,Nenhum
PART-1405,Injetora_04,Manhã,Ana Souza,75.79,5.98,53.6,45.6,Não,Nenhum
PART-1406,Torno_CNC_02,Manhã,Carlos Silva,69.06,5.31,61.3,53.1,Não,Nenhum
PART-1407,Injetora_04,Manhã,Carlos Silva,71.71,5.58,57.6,47.3,Não,Nenhum
PART-1408,Injetora_04,Tarde,Ana Souza,74.43,5.61,74.6,41.7,Não,Nenhum
PART-1409,Torno_CNC_02,Tarde,Carlos Silva,69.11,5.4,54.7,48.3,Não,Nenhum
PART-1410,Fresadora_03,Manhã,Fernanda Alves,72.87,5.73,57.3,36.8,Não,Nenhum
PART-1411,Injetora_04,Noite,Ana Souza,67.83,5.31,52.1,44.7,Não,Nenhum
PART-1412,Torno_CNC_02,Tarde,Ana Souza,70.4,5.85,55.0,47.6,Não,Nenhum
PART-1413,Prensa_01,Manhã,Ana Souza,73.62,4.96,38.8,46.0,Não,Nenhum
PART-1414,Fresadora_03,Manhã,Fernanda Alves,66.92,5.55,57.8,48.3,Não,Nenhum
PART-1415,Prensa_01,Manhã,Ana Souza,74.04,6.28,63.1,39.8,Não,Nenhum
PART-1416,Prensa_01,Manhã,Fernanda Alves,72.43,5.1,57.4,54.2,Não,Nenhum
PART-1417,Torno_CNC_02,Manhã,Ana Souza,74.43,5.23,47.1,59.6,Não,Nenhum
PART-1418,Injetora_04,Manhã,Roberto Lima,73.28,,50.2,32.2,Não,Nenhum
PART-1419,Torno_CNC_02,Manhã,Carlos Silva,77.27,5.57,40.4,35.3,Não,Nenhum
PART-1420,Torno_CNC_02,Manhã,Roberto Lima,72.94,5.64,60.9,45.3,Não,Nenhum
PART-1421,Torno_CNC_02,Noite,Carlos Silva,71.0,5.7,49.0,42.9,Não,Nenhum
PART-1422,Torno_CNC_02,Manhã,Fernanda Alves,72.93,5.75,54.8,60.2,Sim,Solda Fria
PART-1423,Fresadora_03,Tarde,Roberto Lima,74.4,5.94,54.1,46.8,Não,Nenhum
PART-1424,Injetora_04,Tarde,Ana Souza,72.67,5.66,63.9,56.1,Não,Nenhum
PART-1425,Prensa_01,Noite,Carlos Silva,72.64,5.4,55.5,28.6,Não,Nenhum
PART-1426,Prensa_01,Manhã,Carlos Silva,70.04,5.77,59.9,51.5,Não,Nenhum
PART-1427,Injetora_04,Manhã,Roberto Lima,70.18,6.26,58.3,39.3,Não,Nenhum
PART-1428,Prensa_01,Noite,Fernanda Alves,67.59,5.45,63.2,39.1,Não,Nenhum
PART-1429,Injetora_04,Noite,Roberto Lima,78.62,5.11,53.6,43.0,Sim,Porosidade
PART-1430,Prensa_01,Noite,Fernanda Alves,68.15,5.94,66.2,33.6,Não,Nenhum
PART-1431,Torno_CNC_02,Manhã,Fernanda Alves,70.07,5.45,43.1,48.5,Não,Nenhum
PART-1432,Prensa_01,Manhã,Carlos Silva,69.99,4.63,60.1,46.5,Não,Nenhum
PART-1433,Injetora_04,Tarde,Roberto Lima,75.63,5.84,49.8,47.1,Sim,Porosidade
PART-1434,Injetora_04,Noite,Roberto Lima,71.47,5.29,52.0,52.1,Não,Nenhum
PART-1435,Injetora_04,Tarde,Fernanda Alves,76.87,5.46,58.4,57.1,Não,Nenhum
PART-1436,Injetora_04,Tarde,Roberto Lima,70.14,5.63,58.4,42.1,Não,Nenhum
PART-1437,Injetora_04,Manhã,Ana Souza,73.48,5.58,58.6,48.8,Não,Nenhum
PART-1438,Fresadora_03,Noite,Ana Souza,69.58,,46.7,47.3,Não,Nenhum
PART-1439,Fresadora_03,Manhã,Roberto Lima,80.01,5.33,63.7,48.0,Sim,Desalinhamento
PART-1440,Prensa_01,Manhã,Roberto Lima,68.34,5.71,49.6,48.1,Não,Nenhum
PART-1441,Injetora_04,Tarde,Fernanda Alves,73.58,5.4,50.4,57.7,Não,Nenhum
PART-1442,Prensa_01,Tarde,Ana Souza,74.72,5.8,58.8,41.3,Não,Nenhum
PART-1443,Injetora_04,Manhã,Ana Souza,73.95,5.75,53.3,32.8,Não,Nenhum
PART-1444,Injetora_04,Manhã,Carlos Silva,71.85,5.13,56.8,39.4,Não,Nenhum
PART-1445,Fresadora_03,Tarde,Fernanda Alves,72.05,5.93,42.1,51.1,Sim,Porosidade
PART-1446,Fresadora_03,Manhã,Carlos Silva,72.65,5.29,56.7,45.2,Não,Nenhum
PART-1447,Torno_CNC_02,Tarde,Ana Souza,71.99,5.82,56.3,41.3,Não,Nenhum
PART-1448,Fresadora_03,Manhã,Fernanda Alves,75.87,5.65,51.9,36.4,Não,Nenhum
PART-1449,Torno_CNC_02,Tarde,Roberto Lima,80.24,6.24,42.6,46.8,Sim,Solda Fria
PART-1450,Torno_CNC_02,Tarde,Fernanda Alves,70.55,5.41,53.7,50.2,Não,Nenhum
PART-1451,Torno_CNC_02,Manhã,Roberto Lima,67.71,5.36,54.8,47.4,Não,Nenhum
PART-1452,Torno_CNC_02,Manhã,Roberto Lima,72.19,5.49,52.8,43.0,Não,Nenhum
PART-1453,Torno_CNC_02,Manhã,Fernanda Alves,81.53,5.38,44.0,46.2,Sim,Solda Fria
PART-1454,Prensa_01,Manhã,Roberto Lima,69.69,5.82,64.6,46.1,Sim,Porosidade
PART-1455,Fresadora_03,Noite,Carlos Silva,78.24,4.85,51.2,46.5,Sim,Risco Superficial
PART-1456,Torno_CNC_02,Manhã,Ana Souza,78.37,5.08,53.7,35.5,Não,Nenhum
PART-1457,Injetora_04,Noite,Roberto Lima,70.56,5.07,40.5,46.6,Não,Nenhum
PART-1458,Fresadora_03,Manhã,Carlos Silva,74.49,5.88,64.6,41.5,Não,Nenhum
PART-1459,Fresadora_03,Tarde,Roberto Lima,78.2,6.18,52.2,53.3,Não,Nenhum
PART-1460,Torno_CNC_02,Noite,Ana Souza,71.17,5.46,55.6,46.1,Não,Nenhum
PART-1461,Prensa_01,Tarde,Carlos Silva,71.79,5.43,61.7,51.7,Não,Nenhum
PART-1462,Torno_CNC_02,Tarde,Ana Souza,70.46,5.53,50.9,42.6,Não,Nenhum
PART-1463,Prensa_01,Tarde,Ana Souza,68.95,5.96,60.8,42.9,Sim,Porosidade
PART-1464,Injetora_04,Manhã,Carlos Silva,70.23,5.13,42.6,57.0,Não,Nenhum
PART-1465,Fresadora_03,Noite,Carlos Silva,68.22,5.6,58.3,48.5,Não,Nenhum
PART-1466,Injetora_04,Noite,Carlos Silva,72.62,5.89,64.4,39.3,Não,Nenhum
PART-1467,Prensa_01,Noite,Fernanda Alves,69.81,5.7,51.5,52.2,Não,Nenhum
PART-1468,Prensa_01,Manhã,Carlos Silva,73.32,5.58,61.7,40.7,Não,Nenhum
PART-1469,Injetora_04,Tarde,Carlos Silva,67.05,5.9,66.0,46.8,Não,Nenhum
PART-1470,Prensa_01,Noite,Carlos Silva,73.66,4.42,53.5,59.7,Não,Nenhum
PART-1471,Injetora_04,Manhã,Carlos Silva,75.42,5.77,53.0,33.5,Não,Nenhum
PART-1472,Fresadora_03,Manhã,Roberto Lima,65.52,,49.6,43.6,Não,Nenhum
PART-1473,Injetora_04,Tarde,Fernanda Alves,73.81,4.77,51.9,48.3,Não,Nenhum
PART-1474,Fresadora_03,Tarde,Ana Souza,76.8,5.7,50.1,51.1,Sim,Porosidade
PART-1475,Injetora_04,Noite,Carlos Silva,68.27,6.05,49.6,35.1,Não,Nenhum
PART-1476,Prensa_01,Manhã,Roberto Lima,78.35,5.45,62.2,32.7,Não,Nenhum
PART-1477,Injetora_04,Noite,Roberto Lima,73.97,5.88,50.3,53.7,Não,Nenhum
PART-1478,Prensa_01,Manhã,Roberto Lima,70.03,6.14,56.6,39.2,Não,Nenhum
PART-1479,Injetora_04,Manhã,Ana Souza,72.3,6.03,55.2,38.9,Não,Nenhum
PART-1480,Injetora_04,Manhã,Carlos Silva,74.45,6.16,64.0,57.4,Não,Nenhum
PART-1481,Torno_CNC_02,Noite,Fernanda Alves,72.77,5.8,52.0,45.6,Não,Nenhum
PART-1482,Prensa_01,Tarde,Fernanda Alves,74.39,5.53,57.3,45.6,Não,Nenhum
PART-1483,Torno_CNC_02,Tarde,Roberto Lima,69.28,4.86,59.7,43.6,Não,Nenhum
PART-1484,Prensa_01,Manhã,Ana Souza,73.09,5.4,63.9,35.2,Não,Nenhum
PART-1485,Torno_CNC_02,Noite,Ana Souza,67.55,5.16,51.9,50.4,Não,Nenhum
PART-1486,Fresadora_03,Manhã,Ana Souza,72.11,6.37,51.3,48.3,Não,Nenhum
PART-1487,Injetora_04,Noite,Fernanda Alves,69.34,5.43,48.6,46.3,Não,Nenhum
PART-1488,Prensa_01,Tarde,Roberto Lima,69.93,5.55,68.4,44.1,Não,Nenhum
PART-1489,Prensa_01,Manhã,Carlos Silva,76.83,5.72,63.3,42.7,Não,Nenhum
PART-1490,Injetora_04,Tarde,Fernanda Alves,76.32,5.52,54.7,52.3,Não,Nenhum
PART-1491,Prensa_01,Manhã,Roberto Lima,74.63,6.18,66.6,43.9,Não,Nenhum
PART-1492,Prensa_01,Tarde,Roberto Lima,68.68,5.25,54.4,44.5,Não,Nenhum
PART-1493,Torno_CNC_02,Tarde,Carlos Silva,71.39,5.58,59.3,49.2,Não,Nenhum
PART-1494,Prensa_01,Manhã,Carlos Silva,76.75,5.2,55.1,46.7,Não,Nenhum
PART-1495,Fresadora_03,Noite,Carlos Silva,73.0,4.97,57.4,58.1,Não,Nenhum
PART-1496,Fresadora_03,Manhã,Ana Souza,80.62,5.26,56.8,30.9,Sim,Solda Fria
PART-1497,Injetora_04,Tarde,Carlos Silva,73.88,5.49,52.5,47.4,Sim,Risco Superficial
PART-1498,Prensa_01,Noite,Roberto Lima,73.17,5.33,61.6,39.4,Não,Nenhum
PART-1499,Injetora_04,Tarde,Carlos Silva,71.42,5.22,59.3,37.5,Sim,Risco Superficial
