id_peca,linha_producao,turno,fornecedor_insumo,diametro_mm,espessura_mm,status_qualidade,tipo_defeito
8311,Linha_Norte,Noite,Fornecedor_B,49.904,7.562,Conforme,Nenhum
8312,Linha_Sul,Manhã,Fornecedor_B,49.791,7.548,Conforme,Nenhum
8313,Linha_Sul,Noite,Fornecedor_A,49.732,7.47,Conforme,Nenhum
8314,Linha_Norte,Tarde,Fornecedor_B,50.072,7.531,Conforme,Nenhum
8315,Linha_Sul,Manhã,Fornecedor_A,49.921,7.52,Conforme,Nenhum
8316,Linha_Norte,Tarde,Fornecedor_B,49.825,7.553,Conforme,Nenhum
8317,Linha_Sul,Tarde,Fornecedor_B,49.907,7.505,Conforme,Nenhum
8318,Linha_Sul,Tarde,Fornecedor_A,50.293,7.481,Conforme,Nenhum
8319,Linha_Sul,Manhã,Fornecedor_C,49.833,7.464,Defeituoso,Solda Fria
8320,Linha_Sul,Manhã,Fornecedor_A,50.109,7.636,Conforme,Nenhum
8321,Linha_Norte,Noite,Fornecedor_A,50.063,7.456,Conforme,Nenhum
8322,Linha_Sul,Tarde,Fornecedor_A,50.201,7.522,Conforme,Nenhum
8323,Linha_Sul,Tarde,Fornecedor_C,49.982,7.591,Defeituoso,Solda Fria
8324,Linha_Sul,Manhã,Fornecedor_B,49.766,7.445,Conforme,Nenhum
8325,Linha_Norte,Noite,Fornecedor_B,50.149,7.406,Conforme,Nenhum
8326,Linha_Norte,Noite,Fornecedor_C,49.963,7.395,Defeituoso,Porosidade
8327,Linha_Norte,Manhã,Fornecedor_A,50.191,7.487,Conforme,Nenhum
8328,Linha_Norte,Manhã,Fornecedor_A,50.122,7.442,Conforme,Nenhum
8329,Linha_Sul,Noite,Fornecedor_A,50.149,7.556,Conforme,Nenhum
8330,Linha_Sul,Noite,Fornecedor_B,50.355,7.546,Defeituoso,Desalinhamento
8331,Linha_Sul,Tarde,Fornecedor_B,50.042,7.419,Conforme,Nenhum
8332,Linha_Norte,Noite,Fornecedor_A,50.216,7.458,Conforme,Nenhum
8333,Linha_Norte,Tarde,Fornecedor_A,49.939,7.544,Conforme,Nenhum
8334,Linha_Sul,Manhã,Fornecedor_A,50.081,7.516,Conforme,Nenhum
8335,Linha_Sul,Tarde,Fornecedor_B,49.925,7.55,Conforme,Nenhum
8336,Linha_Sul,Tarde,Fornecedor_A,50.072,7.552,Conforme,Nenhum
8337,Linha_Norte,Noite,Fornecedor_A,50.056,7.46,Conforme,Nenhum
8338,Linha_Sul,Manhã,Fornecedor_A,49.691,7.504,Defeituoso,Desalinhamento
8339,Linha_Sul,Tarde,Fornecedor_B,49.908,7.513,Conforme,Nenhum
8340,Linha_Norte,Noite,Fornecedor_B,50.035,7.425,Defeituoso,Risco Superficial
8341,Linha_Norte,Manhã,Fornecedor_B,49.661,7.412,Defeituoso,Desalinhamento
8342,Linha_Sul,Manhã,Fornecedor_B,49.986,7.596,Conforme,Nenhum
8343,Linha_Norte,Noite,Fornecedor_B,50.151,7.478,Conforme,Nenhum
8344,Linha_Sul,Tarde,Fornecedor_C,50.195,7.536,Defeituoso,Solda Fria
8345,Linha_Sul,Tarde,Fornecedor_A,49.883,7.481,Conforme,Nenhum
8346,Linha_Sul,Noite,Fornecedor_B,50.205,7.528,Conforme,Nenhum
8347,Linha_Sul,Manhã,Fornecedor_B,50.181,7.513,Conforme,Nenhum
8348,Linha_Norte,Noite,Fornecedor_A,49.678,7.506,Defeituoso,Desalinhamento
8349,Linha_Norte,Tarde,Fornecedor_B,50.017,7.539,Conforme,Nenhum
8350,Linha_Norte,Tarde,Fornecedor_A,50.034,7.508,Defeituoso,Risco Superficial
8351,Linha_Sul,Tarde,Fornecedor_A,50.228,7.487,Conforme,Nenhum
8352,Linha_Sul,Noite,Fornecedor_A,50.043,7.482,Conforme,Nenhum
8353,Linha_Sul,Manhã,Fornecedor_A,50.209,7.458,Conforme,Nenhum
8354,Linha_Norte,Manhã,Fornecedor_B,49.883,7.475,Conforme,Nenhum
8355,Linha_Norte,Manhã,Fornecedor_B,49.76,7.405,Conforme,Nenhum
8356,Linha_Sul,Manhã,Fornecedor_B,49.903,7.499,Conforme,Nenhum
8357,Linha_Norte,Tarde,Fornecedor_C,50.237,7.535,Defeituoso,Solda Fria
8358,Linha_Norte,Noite,Fornecedor_A,50.139,7.554,Conforme,Nenhum
8359,Linha_Norte,Noite,Fornecedor_B,50.348,7.486,Defeituoso,Desalinhamento
8360,Linha_Norte,Manhã,Fornecedor_C,49.784,7.432,Defeituoso,Solda Fria
8361,Linha_Sul,Tarde,Fornecedor_A,50.156,7.577,Conforme,Nenhum
8362,Linha_Norte,Tarde,Fornecedor_B,50.113,7.457,Conforme,Nenhum
8363,Linha_Sul,Manhã,Fornecedor_C,49.957,7.578,Defeituoso,Solda Fria
8364,Linha_Norte,Noite,Fornecedor_B,50.116,7.475,Conforme,Nenhum
8365,Linha_Sul,Noite,Fornecedor_A,50.021,7.465,Conforme,Nenhum
8366,Linha_Sul,Noite,Fornecedor_A,50.069,7.541,Conforme,Nenhum
8367,Linha_Norte,Manhã,Fornecedor_B,50.102,7.532,Defeituoso,Risco Superficial
8368,Linha_Sul,Tarde,Fornecedor_C,50.147,7.58,Defeituoso,Risco Superficial
8369,Linha_Sul,Manhã,Fornecedor_A,50.013,7.426,Conforme,Nenhum
8370,Linha_Norte,Manhã,Fornecedor_C,50.267,7.548,Defeituoso,Solda Fria
8371,Linha_Sul,Tarde,Fornecedor_A,49.968,7.495,Conforme,Nenhum
8372,Linha_Norte,Noite,Fornecedor_A,50.283,7.485,Conforme,Nenhum
8373,Linha_Sul,Noite,Fornecedor_B,49.831,7.558,Conforme,Nenhum
8374,Linha_Norte,Noite,Fornecedor_B,49.852,7.495,Conforme,Nenhum
8375,Linha_Norte,Noite,Fornecedor_A,49.861,7.484,Conforme,Nenhum
8376,Linha_Norte,Manhã,Fornecedor_A,50.144,7.533,Defeituoso,Risco Superficial
8377,Linha_Norte,Tarde,Fornecedor_C,49.879,7.419,Defeituoso,Solda Fria
8378,Linha_Norte,Manhã,Fornecedor_C,50.224,7.472,Defeituoso,Porosidade
8379,Linha_Sul,Manhã,Fornecedor_A,49.921,7.479,Conforme,Nenhum
8380,Linha_Sul,Tarde,Fornecedor_A,50.06,7.519,Conforme,Nenhum
8381,Linha_Norte,Tarde,Fornecedor_C,50.096,7.561,Defeituoso,Risco Superficial
8382,Linha_Sul,Tarde,Fornecedor_B,49.848,7.449,Conforme,Nenhum
8383,Linha_Sul,Manhã,Fornecedor_A,49.791,7.435,Conforme,Nenhum
8384,Linha_Sul,Manhã,Fornecedor_C,50.042,7.524,Defeituoso,Solda Fria
8385,Linha_Norte,Manhã,Fornecedor_A,49.958,7.49,Conforme,Nenhum
8386,Linha_Norte,Manhã,Fornecedor_B,50.075,7.431,Conforme,Nenhum
8387,Linha_Sul,Manhã,Fornecedor_B,49.798,7.443,Conforme,Nenhum
8388,Linha_Norte,Tarde,Fornecedor_B,49.946,7.487,Conforme,Nenhum
8389,Linha_Norte,Noite,Fornecedor_A,49.973,7.491,Conforme,Nenhum
8390,Linha_Sul,Tarde,Fornecedor_B,49.634,7.467,Defeituoso,Desalinhamento
8391,Linha_Norte,Tarde,Fornecedor_C,50.149,7.463,Defeituoso,Solda Fria
8392,Linha_Norte,Manhã,Fornecedor_B,49.886,7.483,Conforme,Nenhum
8393,Linha_Norte,Noite,Fornecedor_B,50.225,7.56,Conforme,Nenhum
8394,Linha_Norte,Manhã,Fornecedor_A,49.896,7.374,Conforme,Nenhum
8395,Linha_Norte,Noite,Fornecedor_C,49.922,7.481,Defeituoso,Risco Superficial
8396,Linha_Sul,Noite,Fornecedor_C,49.814,7.415,Defeituoso,Solda Fria
8397,Linha_Norte,Noite,Fornecedor_C,50.172,7.516,Defeituoso,Porosidade
8398,Linha_Norte,Manhã,Fornecedor_B,50.068,7.447,Conforme,Nenhum
8399,Linha_Sul,Tarde,Fornecedor_C,50.21,7.526,Defeituoso,Solda Fria
8400,Linha_Sul,Manhã,Fornecedor_A,49.969,7.562,Conforme,Nenhum
8401,Linha_Norte,Manhã,Fornecedor_B,49.994,7.46,Conforme,Nenhum
8402,Linha_Sul,Manhã,Fornecedor_B,49.748,7.441,Conforme,Nenhum
8403,Linha_Norte,Noite,Fornecedor_B,49.906,7.472,Conforme,Nenhum
8404,Linha_Sul,Noite,Fornecedor_C,50.026,7.515,Defeituoso,Porosidade
8405,Linha_Norte,Manhã,Fornecedor_B,50.058,7.465,Defeituoso,Risco Superficial
8406,Linha_Sul,Tarde,Fornecedor_A,50.274,7.512,Conforme,Nenhum
8407,Linha_Norte,Noite,Fornecedor_A,49.722,7.445,Conforme,Nenhum
8408,Linha_Sul,Tarde,Fornecedor_A,50.034,7.485,Conforme,Nenhum
8409,Linha_Norte,Manhã,Fornecedor_B,49.944,7.508,Conforme,Nenhum
8410,Linha_Norte,Tarde,Fornecedor_A,50.011,7.523,Conforme,Nenhum
8411,Linha_Norte,Noite,Fornecedor_A,50.015,7.442,Defeituoso,Risco Superficial
8412,Linha_Sul,Tarde,Fornecedor_B,49.971,7.51,Conforme,Nenhum
8413,Linha_Sul,Noite,Fornecedor_C,49.83,7.609,Defeituoso,Solda Fria
8414,Linha_Norte,Tarde,Fornecedor_C,49.802,7.542,Defeituoso,Porosidade
8415,Linha_Norte,Manhã,Fornecedor_C,49.96,7.47,Defeituoso,Risco Superficial
8416,Linha_Norte,Manhã,Fornecedor_C,49.787,7.484,Defeituoso,Solda Fria
8417,Linha_Norte,Manhã,Fornecedor_A,49.983,7.497,Conforme,Nenhum
8418,Linha_Sul,Tarde,Fornecedor_C,49.962,7.515,Defeituoso,Risco Superficial
8419,Linha_Sul,Manhã,Fornecedor_A,49.632,7.446,Defeituoso,Desalinhamento
8420,Linha_Sul,Noite,Fornecedor_B,50.29,7.518,Conforme,Nenhum
8421,Linha_Norte,Tarde,Fornecedor_B,50.012,7.472,Conforme,Nenhum
8422,Linha_Norte,Noite,Fornecedor_C,49.634,7.507,Defeituoso,Solda Fria
8423,Linha_Sul,Noite,Fornecedor_B,50.037,7.516,Defeituoso,Risco Superficial
8424,Linha_Sul,Noite,Fornecedor_A,49.969,7.51,Conforme,Nenhum
8425,Linha_Sul,Noite,Fornecedor_B,49.802,7.529,Conforme,Nenhum
8426,Linha_Sul,Tarde,Fornecedor_A,50.046,7.554,Conforme,Nenhum
8427,Linha_Norte,Manhã,Fornecedor_C,49.859,7.528,Defeituoso,Solda Fria
8428,Linha_Norte,Noite,Fornecedor_B,50.029,7.551,Conforme,Nenhum
8429,Linha_Norte,Noite,Fornecedor_B,49.895,7.552,Defeituoso,Risco Superficial
8430,Linha_Sul,Noite,Fornecedor_C,49.864,7.448,Defeituoso,Porosidade
8431,Linha_Norte,Tarde,Fornecedor_B,49.998,7.488,Conforme,Nenhum
8432,Linha_Sul,Tarde,Fornecedor_A,49.757,7.504,Conforme,Nenhum
8433,Linha_Sul,Manhã,Fornecedor_A,49.988,7.463,Conforme,Nenhum
8434,Linha_Sul,Tarde,Fornecedor_B,50.099,7.495,Conforme,Nenhum
8435,Linha_Sul,Manhã,Fornecedor_C,50.191,7.527,Defeituoso,Solda Fria
8436,Linha_Sul,Manhã,Fornecedor_C,50.163,7.507,Defeituoso,Porosidade
8437,Linha_Norte,Tarde,Fornecedor_C,50.203,7.523,Defeituoso,Solda Fria
8438,Linha_Norte,Tarde,Fornecedor_A,49.932,7.447,Conforme,Nenhum
8439,Linha_Norte,Manhã,Fornecedor_A,49.846,7.483,Conforme,Nenhum
8440,Linha_Sul,Noite,Fornecedor_A,50.122,7.518,Conforme,Nenhum
8441,Linha_Norte,Noite,Fornecedor_C,49.922,7.557,Defeituoso,Solda Fria
8442,Linha_Sul,Tarde,Fornecedor_A,50.001,7.489,Conforme,Nenhum
8443,Linha_Norte,Tarde,Fornecedor_A,50.112,7.485,Conforme,Nenhum
8444,Linha_Sul,Noite,Fornecedor_B,50.303,7.559,Defeituoso,Desalinhamento
8445,Linha_Sul,Manhã,Fornecedor_B,50.079,7.381,Conforme,Nenhum
8446,Linha_Norte,Tarde,Fornecedor_B,50.031,7.49,Conforme,Nenhum
8447,Linha_Sul,Manhã,Fornecedor_B,49.832,7.463,Defeituoso,Risco Superficial
8448,Linha_Norte,Manhã,Fornecedor_B,50.175,7.528,Conforme,Nenhum
8449,Linha_Norte,Tarde,Fornecedor_B,50.061,7.556,Conforme,Nenhum
8450,Linha_Norte,Tarde,Fornecedor_C,49.948,7.557,Defeituoso,Risco Superficial
8451,Linha_Sul,Manhã,Fornecedor_A,49.932,7.503,Conforme,Nenhum
8452,Linha_Sul,Manhã,Fornecedor_A,49.939,7.432,Defeituoso,Risco Superficial
8453,Linha_Sul,Tarde,Fornecedor_A,50.007,7.48,Conforme,Nenhum
8454,Linha_Sul,Tarde,Fornecedor_A,49.781,7.462,Conforme,Nenhum
8455,Linha_Norte,Tarde,Fornecedor_C,50.183,7.533,Defeituoso,Porosidade
8456,Linha_Sul,Manhã,Fornecedor_A,50.155,7.518,Conforme,Nenhum
8457,Linha_Norte,Tarde,Fornecedor_C,49.975,7.47,Defeituoso,Risco Superficial
8458,Linha_Norte,Manhã,Fornecedor_A,49.939,7.444,Conforme,Nenhum
8459,Linha_Sul,Manhã,Fornecedor_C,49.997,7.465,Defeituoso,Solda Fria
8460,Linha_Sul,Tarde,Fornecedor_C,50.022,7.466,Defeituoso,Solda Fria
8461,Linha_Norte,Tarde,Fornecedor_B,49.955,7.56,Defeituoso,Risco Superficial
8462,Linha_Sul,Manhã,Fornecedor_B,50.15,7.484,Conforme,Nenhum
8463,Linha_Norte,Manhã,Fornecedor_A,49.786,7.481,Conforme,Nenhum
8464,Linha_Sul,Tarde,Fornecedor_B,49.893,7.528,Conforme,Nenhum
8465,Linha_Sul,Manhã,Fornecedor_A,50.116,7.519,Conforme,Nenhum
8466,Linha_Norte,Manhã,Fornecedor_B,50.049,7.461,Conforme,Nenhum
8467,Linha_Norte,Tarde,Fornecedor_C,49.898,7.529,Defeituoso,Risco Superficial
8468,Linha_Norte,Manhã,Fornecedor_A,50.06,7.52,Conforme,Nenhum
8469,Linha_Sul,Manhã,Fornecedor_C,49.881,7.401,Defeituoso,Solda Fria
8470,Linha_Sul,Noite,Fornecedor_A,49.953,7.545,Conforme,Nenhum
8471,Linha_Sul,Tarde,Fornecedor_B,50.157,7.551,Conforme,Nenhum
8472,Linha_Norte,Tarde,Fornecedor_C,50.14,7.528,Defeituoso,Porosidade
8473,Linha_Norte,Tarde,Fornecedor_B,50.043,7.57,Conforme,Nenhum
8474,Linha_Sul,Tarde,Fornecedor_B,49.842,7.518,Conforme,Nenhum
8475,Linha_Norte,Noite,Fornecedor_B,49.943,7.539,Conforme,Nenhum
8476,Linha_Sul,Tarde,Fornecedor_C,50.014,7.543,Defeituoso,Risco Superficial
8477,Linha_Norte,Manhã,Fornecedor_A,50.218,7.552,Defeituoso,Risco Superficial
8478,Linha_Sul,Tarde,Fornecedor_B,49.733,7.402,Conforme,Nenhum
8479,Linha_Sul,Tarde,Fornecedor_B,49.869,7.42,Conforme,Nenhum
8480,Linha_Sul,Tarde,Fornecedor_A,50.169,7.551,Defeituoso,Risco Superficial
8481,Linha_Norte,Tarde,Fornecedor_A,50.204,7.57,Conforme,Nenhum
8482,Linha_Norte,Noite,Fornecedor_A,49.99,7.471,Conforme,Nenhum
8483,Linha_Sul,Tarde,Fornecedor_B,50.231,7.479,Defeituoso,Risco Superficial
8484,Linha_Sul,Manhã,Fornecedor_C,49.89,7.5,Defeituoso,Solda Fria
8485,Linha_Sul,Manhã,Fornecedor_C,49.774,7.419,Defeituoso,Solda Fria
8486,Linha_Sul,Tarde,Fornecedor_B,50.119,7.505,Conforme,Nenhum
8487,Linha_Sul,Manhã,Fornecedor_A,50.194,7.505,Conforme,Nenhum
8488,Linha_Sul,Manhã,Fornecedor_A,50.192,7.51,Conforme,Nenhum
8489,Linha_Norte,Manhã,Fornecedor_A,49.87,7.562,Conforme,Nenhum
8490,Linha_Norte,Manhã,Fornecedor_B,50.03,7.478,Conforme,Nenhum
8491,Linha_Norte,Noite,Fornecedor_A,50.126,7.515,Conforme,Nenhum
8492,Linha_Norte,Manhã,Fornecedor_B,50.045,7.452,Conforme,Nenhum
8493,Linha_Sul,Manhã,Fornecedor_C,50.217,7.559,Defeituoso,Solda Fria
8494,Linha_Sul,Manhã,Fornecedor_B,49.939,7.487,Defeituoso,Risco Superficial
8495,Linha_Sul,Tarde,Fornecedor_C,49.989,7.546,Defeituoso,Risco Superficial
8496,Linha_Norte,Manhã,Fornecedor_B,50.035,7.405,Conforme,Nenhum
8497,Linha_Norte,Tarde,Fornecedor_A,50.125,7.51,Conforme,Nenhum
8498,Linha_Sul,Manhã,Fornecedor_A,49.971,7.502,Conforme,Nenhum
8499,Linha_Norte,Tarde,Fornecedor_C,50.139,7.55,Defeituoso,Risco Superficial
8500,Linha_Norte,Noite,Fornecedor_B,50.241,7.498,Conforme,Nenhum
